
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.561E+05 2.429E+19 1.368E+06 1.206E+07 1.116E+07 0.000E+00 6.148E-11 4.407E-11 2.672E-04 8.917E-06 1.719E-09 1.127E-02 5.100E+16 1.299E+08 1.519E-02
   1.500E+05 8.499E+05 2.209E+19 6.243E+05 9.173E+06 7.858E+06 0.000E+00 6.647E-11 5.945E-11 3.006E-04 9.719E-06 1.183E-09 6.983E-03 4.650E+16 1.453E+08 1.223E-02
   2.500E+05 7.535E+05 2.006E+19 3.229E+05 6.659E+06 6.638E+06 0.000E+00 7.166E-11 7.994E-11 3.295E-04 1.045E-05 1.005E-09 4.153E-03 4.229E+16 1.406E+08 1.165E-02
   3.500E+05 6.661E+05 1.816E+19 1.845E+05 4.392E+06 6.840E+06 0.000E+00 7.711E-11 1.069E-10 3.531E-04 1.111E-05 1.066E-09 2.261E-03 3.838E+16 1.246E+08 1.343E-02
   4.500E+05 5.874E+05 1.629E+19 1.356E+05 3.277E+06 7.963E+06 0.000E+00 8.290E-11 1.420E-10 3.742E-04 1.172E-05 1.306E-09 1.417E-03 3.449E+16 1.143E+08 1.748E-02
   5.500E+05 5.167E+05 1.464E+19 1.120E+05 2.139E+06 1.185E+07 0.000E+00 8.903E-11 1.866E-10 3.920E-04 1.229E-05 2.065E-09 7.831E-04 3.105E+16 9.744E+07 2.891E-02
   6.500E+05 4.532E+05 1.317E+19 1.097E+05 1.195E+06 2.431E+07 0.000E+00 9.573E-11 2.426E-10 4.079E-04 1.285E-05 4.526E-09 3.740E-04 2.798E+16 7.695E+07 6.549E-02
   7.500E+05 3.961E+05 1.182E+19 9.605E+04 6.148E+05 4.802E+07 0.000E+00 1.035E-10 3.130E-10 4.244E-04 1.343E-05 9.571E-09 1.662E-04 2.515E+16 5.815E+07 1.428E-01
   8.500E+05 3.450E+05 1.058E+19 5.516E+04 2.834E+05 6.884E+07 0.000E+00 1.127E-10 4.009E-10 4.437E-04 1.407E-05 1.467E-08 6.682E-05 2.252E+16 4.036E+07 2.262E-01
   9.500E+05 2.988E+05 9.621E+18 9.526E+03 6.377E+04 6.151E+07 1.592-192 1.226E-10 5.087E-10 4.624E-04 1.474E-05 1.383E-08 1.303E-05 2.050E+16 1.946E+07 2.173E-01
   1.050E+06 2.567E+05 8.854E+18 1.486E+02 5.255E+03 1.363E+07 6.201-153 1.314E-10 6.384E-10 4.733E-04 1.530E-05 3.253E-09 9.298E-07 1.886E+16 7.214E+06 5.056E-02
   1.150E+06 2.193E+05 7.564E+18 2.539E+02 5.625E+03 2.329E+07 3.567-132 1.404E-10 7.996E-10 4.906E-04 1.580E-05 6.277E-09 9.299E-07 1.611E+16 4.886E+06 1.011E-01
   1.250E+06 1.873E+05 6.462E+18 4.511E+02 5.951E+03 4.137E+07 1.938-114 1.503E-10 9.903E-10 5.088E-04 1.633E-05 1.258E-08 9.300E-07 1.377E+16 5.360E+06 2.102E-01
   1.350E+06 1.601E+05 5.521E+18 8.451E+02 6.253E+03 7.752E+07 2.742E-99 1.619E-10 1.218E-09 5.316E-04 1.693E-05 2.641E-08 9.297E-07 1.176E+16 6.321E+06 4.611E-01
   1.450E+06 1.368E+05 4.718E+18 1.678E+03 6.566E+03 1.540E+08 2.400E-86 1.769E-10 1.498E-09 5.685E-04 1.777E-05 5.743E-08 9.290E-07 1.005E+16 7.230E+06 1.072E+00
   1.550E+06 1.169E+05 4.031E+18 2.524E+03 6.927E+03 2.320E+08 2.725E-75 1.975E-10 1.852E-09 6.347E-04 1.902E-05 9.067E-08 9.278E-07 8.587E+15 7.905E+06 1.890E+00
   1.650E+06 9.986E+04 3.445E+18 3.026E+03 7.328E+03 2.787E+08 7.552E-66 2.238E-10 2.297E-09 7.432E-04 2.076E-05 1.089E-07 9.261E-07 7.338E+15 8.436E+06 2.657E+00
   1.750E+06 8.534E+04 2.944E+18 3.162E+03 7.739E+03 2.919E+08 8.792E-58 2.541E-10 2.846E-09 8.972E-04 2.292E-05 1.105E-07 9.238E-07 6.270E+15 8.884E+06 3.256E+00
   1.850E+06 7.293E+04 2.516E+18 3.031E+03 8.150E+03 2.806E+08 6.843E-51 2.863E-10 3.517E-09 1.089E-03 2.533E-05 1.025E-07 9.212E-07 5.359E+15 9.263E+06 3.663E+00
   1.950E+06 6.233E+04 2.150E+18 2.747E+03 8.567E+03 2.553E+08 5.302E-45 3.193E-10 4.340E-09 1.302E-03 2.784E-05 9.117E-08 9.180E-07 4.580E+15 9.589E+06 3.899E+00
   2.050E+06 5.327E+04 1.838E+18 2.405E+03 9.009E+03 2.244E+08 5.748E-40 3.522E-10 5.361E-09 1.523E-03 3.029E-05 8.016E-08 9.145E-07 3.914E+15 9.898E+06 4.009E+00
   2.150E+06 4.553E+04 1.571E+18 2.064E+03 9.498E+03 1.933E+08 1.165E-35 3.849E-10 6.640E-09 1.741E-03 3.261E-05 7.071E-08 9.106E-07 3.346E+15 1.023E+07 4.041E+00
   2.250E+06 3.892E+04 1.343E+18 1.751E+03 1.004E+04 1.648E+08 5.650E-32 4.176E-10 8.254E-09 1.948E-03 3.477E-05 6.303E-08 9.064E-07 2.860E+15 1.064E+07 4.031E+00
   2.350E+06 3.327E+04 1.148E+18 1.479E+03 1.065E+04 1.399E+08 8.083E-29 4.505E-10 1.029E-08 2.143E-03 3.675E-05 5.691E-08 9.018E-07 2.444E+15 1.114E+07 4.004E+00
   2.450E+06 2.844E+04 9.810E+17 1.247E+03 1.130E+04 1.186E+08 4.078E-26 4.841E-10 1.284E-08 2.324E-03 3.856E-05 5.202E-08 8.968E-07 2.090E+15 1.178E+07 3.970E+00
   2.550E+06 2.431E+04 8.387E+17 1.051E+03 1.197E+04 1.006E+08 8.445E-24 5.186E-10 1.601E-08 2.493E-03 4.020E-05 4.810E-08 8.914E-07 1.786E+15 1.256E+07 3.937E+00
   2.650E+06 2.079E+04 7.170E+17 8.854E+02 1.262E+04 8.531E+07 8.173E-22 5.547E-10 1.989E-08 2.649E-03 4.169E-05 4.491E-08 8.854E-07 1.527E+15 1.348E+07 3.906E+00
   2.750E+06 1.777E+04 6.130E+17 7.466E+02 1.322E+04 7.247E+07 4.129E-20 5.926E-10 2.454E-08 2.793E-03 4.303E-05 4.233E-08 8.788E-07 1.306E+15 1.450E+07 3.881E+00
   2.850E+06 1.520E+04 5.242E+17 6.308E+02 1.372E+04 6.174E+07 1.197E-18 6.329E-10 3.002E-08 2.924E-03 4.424E-05 4.028E-08 8.716E-07 1.116E+15 1.557E+07 3.867E+00
   2.950E+06 1.299E+04 4.482E+17 5.348E+02 1.407E+04 5.284E+07 2.158E-17 6.761E-10 3.637E-08 3.045E-03 4.534E-05 3.872E-08 8.634E-07 9.546E+14 1.664E+07 3.871E+00
