
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.559E+05 2.428E+19 2.934E+05 6.743E+02 2.415E+06 0.000E+00 7.499E-15 2.465E-15 8.165E-06 2.320E-06 1.218E-08 1.127E-02 5.099E+17 7.231E+05 3.259E-03
   1.500E+05 8.495E+05 2.208E+19 2.236E+05 6.146E+02 2.841E+06 0.000E+00 1.171E-14 3.985E-15 8.750E-06 2.510E-06 1.470E-08 6.984E-03 4.639E+17 7.614E+05 4.382E-03
   2.500E+05 7.529E+05 2.004E+19 1.634E+05 5.038E+02 3.392E+06 0.000E+00 1.737E-14 6.053E-15 9.180E-06 2.681E-06 1.844E-08 4.153E-03 4.210E+17 7.962E+05 5.902E-03
   3.500E+05 6.654E+05 1.814E+19 1.059E+05 3.610E+02 3.964E+06 0.000E+00 2.476E-14 8.802E-15 9.399E-06 2.836E-06 2.325E-08 2.261E-03 3.812E+17 7.963E+05 7.715E-03
   4.500E+05 5.865E+05 1.627E+19 7.643E+04 2.876E+02 4.536E+06 0.000E+00 3.427E-14 1.249E-14 9.626E-06 2.975E-06 2.897E-08 1.416E-03 3.419E+17 8.287E+05 9.875E-03
   5.500E+05 5.158E+05 1.461E+19 4.702E+04 2.007E+02 5.031E+06 0.000E+00 4.635E-14 1.756E-14 9.684E-06 3.102E-06 3.556E-08 7.822E-04 3.072E+17 8.078E+05 1.218E-02
   6.500E+05 4.522E+05 1.314E+19 2.411E+04 1.224E+02 5.405E+06 0.000E+00 6.176E-14 2.495E-14 9.583E-06 3.218E-06 4.291E-08 3.733E-04 2.763E+17 7.269E+05 1.445E-02
   7.500E+05 3.951E+05 1.179E+19 1.118E+04 7.120E+01 5.656E+06 0.000E+00 8.174E-14 3.645E-14 9.394E-06 3.326E-06 5.106E-08 1.657E-04 2.479E+17 6.292E+05 1.670E-02
   8.500E+05 3.440E+05 1.055E+19 4.575E+03 3.876E+01 5.792E+06 0.000E+00 1.081E-13 5.527E-14 9.134E-06 3.426E-06 6.011E-08 6.649E-05 2.218E+17 5.554E+05 1.891E-02
   9.500E+05 2.979E+05 9.589E+18 8.634E+02 1.075E+01 5.679E+06 0.000E+00 1.437E-13 8.687E-14 8.391E-06 3.522E-06 7.057E-08 1.291E-05 2.017E+17 5.181E+05 1.994E-02
   1.050E+06 2.557E+05 8.821E+18 5.813E+01 1.131E+00 5.518E+06 0.000E+00 1.936E-13 1.414E-13 7.242E-06 3.615E-06 8.637E-08 9.066E-07 1.855E+17 5.415E+05 2.036E-02
