   7.85E+06 1.20E-06 3.97E-05 4.45E-07 7.54E-05 1.12E-06 5.24E-03 2.35E-04 8.35E-06 2.01E-06 1.78E-05 7.61E-08
   8.15E+06 1.84E-06 3.98E-05 4.59E-07 7.72E-05 1.23E-06 5.24E-03 2.36E-04 8.55E-06 2.12E-06 1.82E-05 8.29E-08
   8.45E+06 2.48E-06 3.98E-05 4.72E-07 7.87E-05 1.33E-06 5.24E-03 2.37E-04 8.74E-06 2.22E-06 1.86E-05 8.99E-08
   8.75E+06 3.07E-06 3.99E-05 4.84E-07 8.00E-05 1.43E-06 5.24E-03 2.38E-04 8.91E-06 2.31E-06 1.90E-05 9.71E-08
   9.05E+06 3.55E-06 3.99E-05 4.94E-07 8.11E-05 1.51E-06 5.24E-03 2.39E-04 9.06E-06 2.40E-06 1.94E-05 1.04E-07
   9.35E+06 3.90E-06 3.99E-05 5.02E-07 8.21E-05 1.59E-06 5.24E-03 2.40E-04 9.19E-06 2.47E-06 1.97E-05 1.10E-07
   9.65E+06 4.13E-06 4.00E-05 5.09E-07 8.29E-05 1.65E-06 5.24E-03 2.40E-04 9.30E-06 2.53E-06 2.00E-05 1.15E-07
   9.95E+06 4.28E-06 4.00E-05 5.15E-07 8.36E-05 1.70E-06 5.24E-03 2.41E-04 9.38E-06 2.57E-06 2.02E-05 1.19E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 2.10E-20 1.59E-03 1.67E-04 1.25E-03 2.88E-03 3.75E-05 1.00E-18 3.43E-22
   3.50E+05 6.43E-17 1.75E-03 1.88E-04 1.35E-03 3.23E-03 4.17E-05 2.33E-18 1.10E-18
   6.50E+05 3.80E-14 1.65E-03 2.67E-04 2.41E-03 4.51E-03 3.95E-04 2.70E-03 7.28E-07
   9.50E+05 4.45E-12 1.84E-03 2.01E-04 1.42E-03 3.46E-03 4.44E-05 3.92E-16 7.95E-14
   1.25E+06 1.34E-10 1.84E-03 2.02E-04 1.42E-03 3.47E-03 4.46E-05 3.80E-15 2.42E-12
   1.55E+06 1.41E-09 1.84E-03 2.01E-04 1.42E-03 3.46E-03 4.45E-05 3.28E-14 2.54E-11
   1.85E+06 8.11E-09 1.83E-03 2.01E-04 1.41E-03 3.46E-03 4.48E-05 5.51E-13 1.47E-10
   2.15E+06 3.44E-08 1.83E-03 2.03E-04 1.42E-03 3.49E-03 4.59E-05 1.73E-11 6.32E-10
   2.45E+06 1.23E-07 1.84E-03 2.06E-04 1.43E-03 3.55E-03 4.87E-05 6.42E-10 2.39E-09
   2.75E+06 3.79E-07 1.85E-03 2.11E-04 1.48E-03 3.65E-03 5.51E-05 2.13E-08 8.05E-09
   3.05E+06 9.72E-07 1.86E-03 2.19E-04 1.57E-03 3.81E-03 6.94E-05 5.55E-07 2.23E-08
   3.35E+06 1.99E-06 1.88E-03 2.28E-04 1.73E-03 4.01E-03 9.79E-05 9.78E-06 4.89E-08
   3.65E+06 3.23E-06 1.89E-03 2.40E-04 1.93E-03 4.24E-03 1.45E-04 9.58E-05 8.40E-08
   3.95E+06 4.37E-06 1.90E-03 2.53E-04 2.13E-03 4.47E-03 2.07E-04 4.53E-04 1.20E-07
   4.25E+06 5.30E-06 1.91E-03 2.67E-04 2.29E-03 4.66E-03 2.72E-04 1.10E-03 1.54E-07
   4.55E+06 6.01E-06 1.91E-03 2.78E-04 2.40E-03 4.80E-03 3.24E-04 1.73E-03 1.84E-07
   4.85E+06 6.56E-06 1.92E-03 2.86E-04 2.47E-03 4.89E-03 3.56E-04 2.16E-03 2.13E-07
   5.15E+06 7.03E-06 1.92E-03 2.90E-04 2.52E-03 4.93E-03 3.75E-04 2.41E-03 2.41E-07
   5.45E+06 7.45E-06 1.92E-03 2.92E-04 2.55E-03 4.96E-03 3.86E-04 2.54E-03 2.71E-07
   5.75E+06 7.84E-06 1.92E-03 2.94E-04 2.57E-03 4.97E-03 3.92E-04 2.62E-03 3.03E-07
   6.05E+06 8.20E-06 1.92E-03 2.94E-04 2.58E-03 4.98E-03 3.96E-04 2.67E-03 3.38E-07
   6.35E+06 8.54E-06 1.92E-03 2.95E-04 2.59E-03 4.98E-03 3.98E-04 2.69E-03 3.76E-07
   6.65E+06 8.86E-06 1.92E-03 2.95E-04 2.60E-03 4.99E-03 3.99E-04 2.70E-03 4.16E-07
   6.95E+06 9.16E-06 1.92E-03 2.95E-04 2.60E-03 4.99E-03 4.00E-04 2.70E-03 4.57E-07
   7.25E+06 9.43E-06 1.92E-03 2.95E-04 2.60E-03 4.99E-03 4.00E-04 2.70E-03 4.97E-07
   7.55E+06 9.67E-06 1.92E-03 2.95E-04 2.60E-03 4.99E-03 4.00E-04 2.70E-03 5.35E-07
   7.85E+06 9.88E-06 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.00E-04 2.70E-03 5.71E-07
   8.15E+06 1.01E-05 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.00E-04 2.70E-03 6.04E-07
   8.45E+06 1.02E-05 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.00E-04 2.70E-03 6.38E-07
   8.75E+06 1.04E-05 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.01E-04 2.70E-03 6.70E-07
   9.05E+06 1.05E-05 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.01E-04 2.70E-03 7.00E-07
   9.35E+06 1.06E-05 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.01E-04 2.70E-03 7.26E-07
   9.65E+06 1.07E-05 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.01E-04 2.70E-03 7.48E-07
   9.95E+06 1.08E-05 1.92E-03 2.95E-04 2.61E-03 4.99E-03 4.01E-04 2.70E-03 7.66E-07

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 2.24E-02 1.96E-05 8.34E-04 1.05E-20 2.04E-20 4.87E-05 4.56E-07 1.43E-23
   3.50E+05 2.27E-02 2.24E-05 9.42E-04 3.84E-17 6.11E-17 6.08E-05 5.22E-07 5.47E-20
   6.50E+05 2.25E-02 3.12E-04 3.13E-03 2.68E-14 3.99E-14 6.95E-05 5.77E-07 4.12E-17
   9.50E+05 2.28E-02 2.44E-05 1.02E-03 3.84E-12 5.58E-12 7.58E-05 6.26E-07 6.21E-15
   1.25E+06 2.27E-02 2.46E-05 1.02E-03 1.44E-10 2.07E-10 8.06E-05 6.71E-07 2.39E-13
   1.55E+06 2.26E-02 2.46E-05 1.02E-03 1.85E-09 2.66E-09 8.51E-05 7.10E-07 3.13E-12
   1.85E+06 2.25E-02 2.50E-05 1.02E-03 1.31E-08 1.88E-08 9.15E-05 7.39E-07 2.21E-11
   2.15E+06 2.25E-02 2.63E-05 1.04E-03 6.77E-08 9.78E-08 1.03E-04 7.60E-07 1.15E-10
   2.45E+06 2.25E-02 2.98E-05 1.07E-03 2.84E-07 4.21E-07 1.21E-04 7.74E-07 5.15E-10
   2.75E+06 2.25E-02 3.80E-05 1.13E-03 1.02E-06 1.58E-06 1.51E-04 7.84E-07 2.06E-09
   3.05E+06 2.25E-02 5.51E-05 1.23E-03 3.08E-06 5.04E-06 2.00E-04 7.89E-07 6.99E-09
   3.35E+06 2.25E-02 8.52E-05 1.39E-03 7.49E-06 1.32E-05 2.78E-04 7.93E-07 1.88E-08
   3.65E+06 2.25E-02 1.27E-04 1.61E-03 1.40E-05 2.70E-05 3.89E-04 7.95E-07 3.89E-08
   3.95E+06 2.25E-02 1.75E-04 1.94E-03 2.11E-05 4.44E-05 5.15E-04 7.97E-07 6.44E-08
   4.25E+06 2.25E-02 2.23E-04 2.36E-03 2.76E-05 6.22E-05 6.39E-04 7.98E-07 9.23E-08
   4.55E+06 2.25E-02 2.61E-04 2.73E-03 3.30E-05 7.83E-05 7.46E-04 7.98E-07 1.20E-07
   4.85E+06 2.25E-02 2.84E-04 2.97E-03 3.72E-05 9.10E-05 8.24E-04 7.99E-07 1.48E-07
   5.15E+06 2.25E-02 2.98E-04 3.10E-03 4.05E-05 1.01E-04 8.76E-04 7.99E-07 1.75E-07
   5.45E+06 2.25E-02 3.05E-04 3.18E-03 4.30E-05 1.08E-04 9.09E-04 7.99E-07 2.02E-07
   5.75E+06 2.25E-02 3.10E-04 3.22E-03 4.51E-05 1.14E-04 9.30E-04 7.99E-07 2.32E-07
   6.05E+06 2.25E-02 3.12E-04 3.24E-03 4.67E-05 1.19E-04 9.42E-04 7.99E-07 2.64E-07
   6.35E+06 2.25E-02 3.14E-04 3.26E-03 4.80E-05 1.22E-04 9.49E-04 7.99E-07 2.98E-07
   6.65E+06 2.25E-02 3.14E-04 3.26E-03 4.91E-05 1.25E-04 9.52E-04 7.99E-07 3.35E-07
   6.95E+06 2.25E-02 3.15E-04 3.26E-03 5.00E-05 1.28E-04 9.54E-04 7.99E-07 3.75E-07
   7.25E+06 2.25E-02 3.15E-04 3.26E-03 5.09E-05 1.30E-04 9.54E-04 8.00E-07 4.15E-07
   7.55E+06 2.25E-02 3.15E-04 3.26E-03 5.20E-05 1.31E-04 9.54E-04 8.00E-07 4.57E-07
   7.85E+06 2.25E-02 3.15E-04 3.26E-03 5.32E-05 1.32E-04 9.55E-04 8.00E-07 4.98E-07
   8.15E+06 2.25E-02 3.15E-04 3.26E-03 5.45E-05 1.33E-04 9.55E-04 8.00E-07 5.37E-07
   8.45E+06 2.25E-02 3.15E-04 3.26E-03 5.56E-05 1.34E-04 9.55E-04 8.00E-07 5.75E-07
   8.75E+06 2.25E-02 3.15E-04 3.27E-03 5.67E-05 1.35E-04 9.55E-04 8.00E-07 6.11E-07
   9.05E+06 2.25E-02 3.15E-04 3.27E-03 5.76E-05 1.35E-04 9.55E-04 8.00E-07 6.46E-07
   9.35E+06 2.25E-02 3.15E-04 3.27E-03 5.82E-05 1.36E-04 9.55E-04 8.00E-07 6.77E-07
   9.65E+06 2.25E-02 3.15E-04 3.27E-03 5.87E-05 1.36E-04 9.55E-04 8.00E-07 7.04E-07
   9.95E+06 2.25E-02 3.15E-04 3.27E-03 5.90E-05 1.36E-04 9.55E-04 8.00E-07 7.28E-07
 N =   1  EMAX = 3.70E-09 FOR H       AT Z = 3.05E+06 U = 1.34E-17 RHS = 4.97E-26  DT = 1.00E-07  TIME = 1.00E-08
 N =   4  EMAX = 3.64E-06 FOR H       AT Z = 3.05E+06 U = 1.34E-17 RHS = 4.89E-23  DT = 1.00E-04  TIME = 1.11E-05
 N =   7  EMAX = 7.76E-04 FOR CL      AT Z = 6.50E+05 U = 1.08E-16 RHS =-8.42E-20  DT = 1.00E-01  TIME = 1.11E-02
 N =  10  EMAX = 2.07E-03 FOR CL      AT Z = 6.50E+05 U = 1.07E-16 RHS =-2.22E-19  DT = 2.00E+00  TIME = 7.11E-01
 N =  13  EMAX = 3.49E-03 FOR HOCL    AT Z = 9.35E+06 U = 1.83E-22 RHS =-6.40E-25  DT = 8.00E+01  TIME = 6.27E+01
 N =  16  EMAX = 1.67E-01 FOR HOCL    AT Z = 9.85E+06 U = 2.38E-24 RHS = 3.99E-25  DT = 9.72E+01  TIME = 3.71E+02
 N =  19  EMAX = 6.01E-02 FOR HOCL    AT Z = 9.75E+06 U = 6.14E-24 RHS = 3.69E-25  DT = 1.76E+02  TIME = 7.74E+02
 N =  22  EMAX = 4.54E-03 FOR HOCL    AT Z = 9.95E+06 U = 1.30E-24 RHS = 5.91E-27  DT = 1.41E+03  TIME = 2.01E+03
 N =  25  EMAX = 7.86E+00 FOR HOCL    AT Z = 9.55E+06 U = 3.41E-23 RHS =-2.68E-22  DT = 3.81E+03  TIME = 1.05E+04
 RETRY TIME STEP BECAUSE EMAX=   7.85858198691406     
 RETRY TIME STEP BECAUSE EMAX=   1.93392323178711     
 RETRY TIME STEP BECAUSE EMAX=  0.678470600915527     
 N =  28  EMAX = 4.43E-01 FOR HOCL    AT Z = 9.55E+06 U = 3.41E-23 RHS = 1.51E-23  DT = 4.76E+02  TIME = 6.77E+03
 RETRY TIME STEP BECAUSE EMAX=  0.443456745953369     
 N =  31  EMAX = 1.60E-02 FOR HOCL    AT Z = 9.55E+06 U = 3.47E-23 RHS =-5.55E-25  DT = 1.19E+03  TIME = 7.70E+03
 N =  34  EMAX = 1.52E-02 FOR HOCL    AT Z = 9.95E+06 U = 1.36E-24 RHS = 2.07E-26  DT = 7.14E+03  TIME = 1.60E+04
 N =  37  EMAX = 1.81E-02 FOR HOCL    AT Z = 9.95E+06 U = 1.44E-24 RHS = 2.60E-26  DT = 1.30E+04  TIME = 3.97E+04
 N =  40  EMAX = 2.25E-02 FOR HOCL    AT Z = 9.85E+06 U = 3.32E-24 RHS = 7.47E-26  DT = 2.35E+04  TIME = 8.26E+04
 RETRY TIME STEP BECAUSE EMAX=   3.03881103486324     
 RETRY TIME STEP BECAUSE EMAX=  0.399618296679682     
 N =  43  EMAX = 9.81E-01 FOR HOCL    AT Z = 9.45E+06 U = 8.32E-23 RHS =-8.17E-23  DT = 5.30E+03  TIME = 8.85E+04
 RETRY TIME STEP BECAUSE EMAX=  0.981298161806988     
 RETRY TIME STEP BECAUSE EMAX=  0.338812138330078     
 N =  46  EMAX = 8.04E-02 FOR HOCL    AT Z = 9.45E+06 U = 9.22E-23 RHS =-7.41E-24  DT = 1.62E+03  TIME = 8.70E+04
 N =  49  EMAX = 5.65E-01 FOR HOCL    AT Z = 9.45E+06 U = 8.44E-23 RHS = 4.76E-23  DT = 4.37E+03  TIME = 9.67E+04
 RETRY TIME STEP BECAUSE EMAX=  0.564810705371094     
 RETRY TIME STEP BECAUSE EMAX=  0.790468318750000     
 RETRY TIME STEP BECAUSE EMAX=  0.475830403156877     
 N =  52  EMAX = 2.94E-02 FOR HOCL    AT Z = 9.35E+06 U = 1.91E-22 RHS = 5.62E-24  DT = 9.10E+02  TIME = 9.25E+04
 N =  55  EMAX = 2.25E-03 FOR HOCL    AT Z = 9.75E+06 U = 7.68E-24 RHS = 1.73E-26  DT = 8.87E+03  TIME = 9.65E+04
 N =  58  EMAX = 8.08E-03 FOR HOCL    AT Z = 9.75E+06 U = 7.86E-24 RHS = 6.34E-26  DT = 1.44E+04  TIME = 1.21E+05
 RETRY TIME STEP BECAUSE EMAX=   5.61440681997067     
 RETRY TIME STEP BECAUSE EMAX=   2.27734403657225     
 N =  61  EMAX = 6.05E-02 FOR HOCL    AT Z = 9.25E+06 U = 4.80E-22 RHS = 2.90E-23  DT = 3.95E+03  TIME = 1.24E+05
 RETRY TIME STEP BECAUSE EMAX=   5.16634261049805     
 RETRY TIME STEP BECAUSE EMAX=   2.10478672712402     
 N =  64  EMAX = 1.22E+01 FOR HOCL    AT Z = 9.75E+06 U = 7.97E-24 RHS = 9.74E-23  DT = 8.90E+02  TIME = 1.25E+05
 RETRY TIME STEP BECAUSE EMAX=   12.2088349378540     
 RETRY TIME STEP BECAUSE EMAX=   5.42496420784912     
 N =  67  EMAX = 3.47E-02 FOR HOCL    AT Z = 9.75E+06 U = 8.30E-24 RHS =-2.88E-25  DT = 4.18E+02  TIME = 1.25E+05
 RETRY TIME STEP BECAUSE EMAX=  0.709009755859339     
 N =  70  EMAX = 1.15E-01 FOR HOCL    AT Z = 9.75E+06 U = 9.20E-24 RHS =-1.06E-24  DT = 2.09E+02  TIME = 1.25E+05
 N =  73  EMAX = 1.02E-02 FOR HOCL    AT Z = 9.35E+06 U = 2.04E-22 RHS =-2.08E-24  DT = 9.40E+02  TIME = 1.26E+05
 N =  76  EMAX = 6.23E-02 FOR HOCL    AT Z = 9.35E+06 U = 2.04E-22 RHS = 1.27E-23  DT = 7.75E+03  TIME = 1.36E+05
 N =  79  EMAX = 1.38E-01 FOR HOCL    AT Z = 9.45E+06 U = 9.02E-23 RHS =-1.24E-23  DT = 2.02E+04  TIME = 1.74E+05
 RETRY TIME STEP BECAUSE EMAX=   1.11225536455078     
 RETRY TIME STEP BECAUSE EMAX=   1.79196226240234     
 N =  82  EMAX = 2.31E+00 FOR HOCL    AT Z = 9.45E+06 U = 7.78E-23 RHS = 1.80E-22  DT = 4.53E+03  TIME = 1.79E+05
 RETRY TIME STEP BECAUSE EMAX=   2.31383578577298     
 RETRY TIME STEP BECAUSE EMAX=  0.510493185544976     
 N =  85  EMAX = 5.00E-01 FOR HOCL    AT Z = 9.55E+06 U = 4.14E-23 RHS = 2.07E-23  DT = 1.25E+03  TIME = 1.76E+05
 RETRY TIME STEP BECAUSE EMAX=  0.499561333258057     
 RETRY TIME STEP BECAUSE EMAX=  0.834517933532715     
 N =  88  EMAX = 1.03E-02 FOR HOCL    AT Z = 9.45E+06 U = 9.11E-23 RHS = 9.38E-25  DT = 4.68E+02  TIME = 1.76E+05
 N =  91  EMAX = 1.27E-01 FOR HOCL    AT Z = 9.55E+06 U = 4.14E-23 RHS = 5.24E-24  DT = 1.05E+03  TIME = 1.78E+05
 N =  94  EMAX = 1.35E-03 FOR HOCL    AT Z = 9.65E+06 U = 1.86E-23 RHS = 2.51E-26  DT = 7.89E+03  TIME = 1.82E+05
 RETRY TIME STEP BECAUSE EMAX=  0.330483912866208     
 RETRY TIME STEP BECAUSE EMAX=  0.316295008227537     
 N =  97  EMAX = 2.70E-01 FOR HOCL    AT Z = 9.35E+06 U = 2.14E-22 RHS = 5.78E-23  DT = 1.78E+03  TIME = 1.83E+05
 RETRY TIME STEP BECAUSE EMAX=   1.53789911967773     
 N = 100  EMAX = 2.45E-01 FOR HOCL    AT Z = 9.55E+06 U = 4.30E-23 RHS =-1.05E-23  DT = 7.19E+02  TIME = 1.86E+05
 RETRY TIME STEP BECAUSE EMAX=   1.03953607235703     
 N = 103  EMAX = 7.44E-01 FOR HOCL    AT Z = 9.55E+06 U = 2.35E-23 RHS = 1.75E-23  DT = 2.91E+02  TIME = 1.87E+05
 RETRY TIME STEP BECAUSE EMAX=  0.743776857175553     
 RETRY TIME STEP BECAUSE EMAX=  0.706888661069781     
 RETRY TIME STEP BECAUSE EMAX=  0.645640250091677     
 N = 106  EMAX = 5.51E-01 FOR HOCL    AT Z = 9.55E+06 U = 2.35E-23 RHS = 1.29E-23  DT = 3.64E+01  TIME = 1.87E+05
 RETRY TIME STEP BECAUSE EMAX=  0.550612362279711     
 RETRY TIME STEP BECAUSE EMAX=  0.425175211151492     
 N = 109  EMAX = 8.70E-02 FOR HOCL    AT Z = 9.55E+06 U = 3.03E-23 RHS = 2.64E-24  DT = 1.00E+01  TIME = 1.87E+05
 N = 112  EMAX = 3.76E-02 FOR HOCL    AT Z = 9.55E+06 U = 3.69E-23 RHS = 1.39E-24  DT = 1.57E+01  TIME = 1.87E+05
 N = 115  EMAX = 2.07E-02 FOR HOCL    AT Z = 9.55E+06 U = 4.00E-23 RHS = 8.27E-25  DT = 3.99E+01  TIME = 1.87E+05
 N = 118  EMAX = 3.07E-03 FOR HOCL    AT Z = 9.85E+06 U = 3.80E-24 RHS = 1.17E-26  DT = 2.40E+02  TIME = 1.87E+05
 N = 121  EMAX = 2.43E-01 FOR HOCL    AT Z = 9.55E+06 U = 4.17E-23 RHS = 1.01E-23  DT = 2.16E+03  TIME = 1.92E+05
 N = 124  EMAX = 1.55E-01 FOR HOCL    AT Z = 9.45E+06 U = 9.39E-23 RHS = 1.46E-23  DT = 1.92E+03  TIME = 1.98E+05
 N = 127  EMAX = 5.20E-01 FOR HOCL    AT Z = 9.45E+06 U = 9.44E-23 RHS = 4.91E-23  DT = 8.64E+03  TIME = 2.12E+05
 RETRY TIME STEP BECAUSE EMAX=  0.519892840380853     
 RETRY TIME STEP BECAUSE EMAX=  0.661846838623040     
 N = 130  EMAX = 8.99E-02 FOR HOCL    AT Z = 9.45E+06 U = 1.04E-22 RHS =-9.39E-24  DT = 2.64E+03  TIME = 2.07E+05
 N = 133  EMAX = 1.56E-01 FOR HOCL    AT Z = 9.95E+06 U = 1.78E-24 RHS = 2.77E-25  DT = 2.14E+03  TIME = 2.15E+05
 RETRY TIME STEP BECAUSE EMAX=  0.666697901647949     
 N = 136  EMAX = 1.43E-01 FOR HOCL    AT Z = 9.35E+06 U = 2.59E-22 RHS =-3.71E-23  DT = 9.63E+02  TIME = 2.18E+05
 N = 139  EMAX = 3.06E-01 FOR HOCL    AT Z = 9.65E+06 U = 1.46E-23 RHS = 4.47E-24  DT = 8.58E+02  TIME = 2.21E+05
 RETRY TIME STEP BECAUSE EMAX=  0.306094497033366     
 RETRY TIME STEP BECAUSE EMAX=  0.304935061513903     
 N = 142  EMAX = 1.47E-02 FOR HOCL    AT Z = 9.65E+06 U = 1.89E-23 RHS = 2.78E-25  DT = 3.22E+02  TIME = 2.20E+05
 RETRY TIME STEP BECAUSE EMAX=  0.461700598834228     
 N = 145  EMAX = 1.44E+00 FOR HOCL    AT Z = 9.75E+06 U = 8.71E-24 RHS = 1.25E-23  DT = 7.24E+02  TIME = 2.21E+05
 RETRY TIME STEP BECAUSE EMAX=   1.44086132169189     
 RETRY TIME STEP BECAUSE EMAX=   2.21618314542236     
 RETRY TIME STEP BECAUSE EMAX=   5.91812075547943     
 N = 148  EMAX = 7.41E-02 FOR HOCL    AT Z = 9.95E+06 U = 1.79E-24 RHS =-1.33E-25  DT = 1.11E+02  TIME = 2.21E+05
 N = 151  EMAX = 3.60E-03 FOR HOCL    AT Z = 9.95E+06 U = 1.79E-24 RHS = 6.43E-27  DT = 3.65E+02  TIME = 2.21E+05
 N = 154  EMAX = 1.22E+00 FOR HOCL    AT Z = 9.65E+06 U = 1.93E-23 RHS =-2.35E-23  DT = 1.48E+03  TIME = 2.25E+05
 RETRY TIME STEP BECAUSE EMAX=   1.22097199763184     
 RETRY TIME STEP BECAUSE EMAX=   1.83695631746826     
 RETRY TIME STEP BECAUSE EMAX=   1.18368859963379     
 N = 157  EMAX = 1.35E-01 FOR HOCL    AT Z = 9.55E+06 U = 5.05E-23 RHS =-6.80E-24  DT = 2.05E+02  TIME = 2.23E+05
 N = 160  EMAX = 7.00E-01 FOR HOCL    AT Z = 9.65E+06 U = 1.93E-23 RHS = 1.35E-23  DT = 3.12E+02  TIME = 2.24E+05
 RETRY TIME STEP BECAUSE EMAX=  0.699813833045181     
 N = 163  EMAX = 3.02E-03 FOR HOCL    AT Z = 9.45E+06 U = 9.61E-23 RHS =-2.90E-25  DT = 7.80E+02  TIME = 2.25E+05
 N = 166  EMAX = 2.11E-01 FOR HOCL    AT Z = 9.55E+06 U = 5.52E-23 RHS =-1.17E-23  DT = 1.26E+03  TIME = 2.29E+05
 N = 169  EMAX = 1.15E-01 FOR HOCL    AT Z = 9.35E+06 U = 2.24E-22 RHS = 2.59E-23  DT = 2.84E+03  TIME = 2.35E+05
 RETRY TIME STEP BECAUSE EMAX=  0.690153157128905     
 N = 172  EMAX = 5.68E-02 FOR HOCL    AT Z = 9.45E+06 U = 9.72E-23 RHS =-5.52E-24  DT = 1.72E+03  TIME = 2.39E+05
 RETRY TIME STEP BECAUSE EMAX=  0.942913226501465     
 RETRY TIME STEP BECAUSE EMAX=   1.56540563367920     
 N = 175  EMAX = 1.59E+00 FOR HOCL    AT Z = 9.65E+06 U = 1.95E-23 RHS =-3.10E-23  DT = 3.87E+02  TIME = 2.39E+05
 RETRY TIME STEP BECAUSE EMAX=   1.58699505367432     
 N = 178  EMAX = 1.82E-02 FOR HOCL    AT Z = 9.65E+06 U = 1.95E-23 RHS = 3.55E-25  DT = 5.32E+02  TIME = 2.40E+05
 N = 181  EMAX = 5.54E-03 FOR HOCL    AT Z = 9.25E+06 U = 5.34E-22 RHS = 2.96E-24  DT = 1.60E+04  TIME = 2.49E+05
 N = 184  EMAX = 6.25E-02 FOR HOCL    AT Z = 9.25E+06 U = 5.20E-22 RHS = 3.25E-23  DT = 1.58E+04  TIME = 2.94E+05
 N = 187  EMAX = 2.18E-02 FOR HOCL    AT Z = 9.05E+06 U = 3.46E-21 RHS = 7.52E-23  DT = 7.12E+04  TIME = 3.89E+05
 N = 190  EMAX = 2.56E-02 FOR HOCL    AT Z = 8.25E+06 U = 4.00E-17 RHS = 1.02E-18  DT = 2.08E+05  TIME = 7.05E+05
 N = 193  EMAX = 1.38E-02 FOR N2O     AT Z = 9.95E+06 U = 7.48E-14 RHS = 1.04E-15  DT = 7.02E+05  TIME = 1.69E+06
 N = 196  EMAX = 2.27E-02 FOR HSO     AT Z = 1.95E+06 U = 5.57E-19 RHS = 1.26E-20  DT = 3.16E+06  TIME = 5.91E+06
 N = 199  EMAX = 5.09E-02 FOR HSO     AT Z = 1.95E+06 U = 5.82E-19 RHS = 2.96E-20  DT = 6.78E+06  TIME = 2.00E+07
 N = 202  EMAX = 4.54E-02 FOR HSO     AT Z = 1.95E+06 U = 6.25E-19 RHS = 2.84E-20  DT = 1.98E+07  TIME = 5.22E+07
 N = 205  EMAX = 1.99E-02 FOR HSO     AT Z = 1.95E+06 U = 6.58E-19 RHS = 1.31E-20  DT = 6.69E+07  TIME = 1.46E+08
 N = 208  EMAX = 2.22E-03 FOR SO2     AT Z = 3.05E+06 U = 6.28E-16 RHS = 1.40E-18  DT = 1.00E+09  TIME = 5.15E+08
 N = 211  EMAX = 1.53E-03 FOR HSO     AT Z = 1.95E+06 U = 6.69E-19 RHS =-1.02E-21  DT = 2.51E+11  TIME = 5.67E+10
 N = 214  EMAX = 1.34E-04 FOR HSO     AT Z = 1.95E+06 U = 6.68E-19 RHS = 8.97E-23  DT = 2.51E+14  TIME = 2.79E+13
 N = 217  EMAX = 1.42E-04 FOR HSO     AT Z = 1.95E+06 U = 6.68E-19 RHS = 9.48E-23  DT = 2.51E+17  TIME = 2.79E+16

Information on upper boundary conditions
BOVERH= 3.612E+13 VEFF(LH)=  2.821E+00 BOVERH2= 2.597E+13 VEFF(LH2)=  2.028E+00
BOVERCH4=  1.107E+13 VEFF(LCH4)=  8.648E-01 BOVERH2O-  1.067E+13 VEFF(LH2O)=  8.333E-01
VEFF(LO2)=  3.727E-02   VEFF(LCO2)=  8.410E-03


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 4.02E-26 0.00E+00 1.50E-31 0.00E+00 2.02E-27 1.83E-04 6.51E-06 2.22E-06 7.84E-06 1.46E-05 3.30E-20
   3.50E+05 1.11E-22 0.00E+00 3.37E-27 0.00E+00 1.43E-23 1.95E-04 7.45E-06 2.70E-06 9.65E-06 1.76E-05 8.61E-17
   6.50E+05 6.84E-20 0.00E+00 5.17E-24 0.00E+00 1.48E-20 2.04E-04 7.33E-06 3.06E-06 1.10E-05 1.98E-05 5.06E-14
   9.50E+05 9.23E-18 0.00E+00 1.08E-21 0.00E+00 2.58E-18 2.12E-04 6.56E-06 3.34E-06 1.20E-05 2.16E-05 6.66E-12
   1.25E+06 3.36E-16 0.00E+00 4.96E-20 0.00E+00 1.08E-16 2.19E-04 5.92E-06 3.57E-06 1.28E-05 2.32E-05 2.39E-10
   1.55E+06 4.30E-15 0.00E+00 7.07E-19 0.00E+00 1.46E-15 2.25E-04 6.38E-06 3.78E-06 1.35E-05 2.46E-05 3.05E-09
   1.85E+06 3.13E-14 0.00E+00 6.75E-18 0.00E+00 1.07E-14 2.30E-04 7.51E-06 4.00E-06 1.43E-05 2.58E-05 2.21E-08
   2.15E+06 1.73E-13 0.00E+00 1.68E-16 0.00E+00 6.23E-14 2.36E-04 1.03E-05 4.27E-06 1.53E-05 2.70E-05 1.20E-07
   2.45E+06 8.24E-13 0.00E+00 3.62E-15 0.00E+00 4.02E-13 2.42E-04 1.67E-05 4.66E-06 1.68E-05 2.81E-05 5.31E-07
