 Gaussian points = 8
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-003  CO2 =   4.000000000000000E-004
 
    CH4 =   1.028627576680302E-008
 Standard CH3CL flux =  0.000E+00

 PO2= 1.273E-03  PNO= 3.670E-03  ZAPNO= 3.879E+02
 N= 4     X= 1.56520E-01  ERR= 4.16746E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


   5.45E+06 2.32E-06 4.25E-05 4.84E-07 8.11E-05 1.42E-06 5.35E-03 2.48E-04 8.92E-06 2.32E-06 1.91E-05 9.74E-08
   5.75E+06 2.88E-06 4.25E-05 4.93E-07 8.21E-05 1.50E-06 5.35E-03 2.48E-04 9.05E-06 2.39E-06 1.94E-05 1.03E-07
   6.05E+06 3.36E-06 4.25E-05 5.00E-07 8.30E-05 1.57E-06 5.35E-03 2.49E-04 9.17E-06 2.45E-06 1.97E-05 1.09E-07
   6.35E+06 3.73E-06 4.26E-05 5.07E-07 8.38E-05 1.63E-06 5.35E-03 2.50E-04 9.27E-06 2.51E-06 1.99E-05 1.14E-07
   6.65E+06 4.00E-06 4.26E-05 5.13E-07 8.45E-05 1.69E-06 5.35E-03 2.50E-04 9.36E-06 2.56E-06 2.02E-05 1.18E-07
   6.95E+06 4.20E-06 4.26E-05 5.18E-07 8.51E-05 1.73E-06 5.35E-03 2.51E-04 9.42E-06 2.60E-06 2.03E-05 1.21E-07
   7.25E+06 4.34E-06 4.27E-05 5.22E-07 8.55E-05 1.77E-06 5.35E-03 2.51E-04 9.47E-06 2.63E-06 2.05E-05 1.24E-07
   7.55E+06 4.46E-06 4.27E-05 5.26E-07 8.59E-05 1.80E-06 5.35E-03 2.51E-04 9.50E-06 2.64E-06 2.05E-05 1.26E-07
   7.85E+06 4.55E-06 4.27E-05 5.28E-07 8.62E-05 1.82E-06 5.35E-03 2.51E-04 9.52E-06 2.65E-06 2.06E-05 1.27E-07
   8.15E+06 4.63E-06 4.27E-05 5.29E-07 8.63E-05 1.83E-06 5.35E-03 2.52E-04 9.53E-06 2.66E-06 2.06E-05 1.27E-07
   8.45E+06 4.69E-06 4.27E-05 5.30E-07 8.64E-05 1.84E-06 5.35E-03 2.52E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   8.75E+06 4.74E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   9.05E+06 4.76E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.35E+06 4.78E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.65E+06 4.79E-06 4.27E-05 5.31E-07 8.66E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.95E+06 4.80E-06 4.27E-05 5.31E-07 8.66E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 2.37E-06 1.78E-03 2.45E-04 1.79E-03 4.39E-03 1.58E-04 1.61E-04 5.05E-08
   3.50E+05 2.92E-06 1.97E-03 2.82E-04 1.99E-03 5.08E-03 1.81E-04 2.07E-04 6.85E-08
   6.50E+05 3.52E-06 1.75E-03 3.00E-04 2.47E-03 5.11E-03 4.11E-04 2.79E-03 8.04E-07
   9.50E+05 4.21E-06 2.09E-03 3.08E-04 2.21E-03 5.55E-03 2.13E-04 2.95E-04 1.17E-07
   1.25E+06 4.86E-06 2.09E-03 3.09E-04 2.27E-03 5.57E-03 2.23E-04 3.42E-04 1.46E-07
   1.55E+06 5.61E-06 2.08E-03 3.12E-04 2.35E-03 5.59E-03 2.47E-04 5.08E-04 1.80E-07
   1.85E+06 6.50E-06 2.07E-03 3.22E-04 2.48E-03 5.70E-03 3.06E-04 1.13E-03 2.21E-07
   2.15E+06 7.22E-06 2.07E-03 3.32E-04 2.57E-03 5.81E-03 3.57E-04 1.81E-03 2.62E-07
   2.45E+06 7.77E-06 2.07E-03 3.38E-04 2.63E-03 5.87E-03 3.88E-04 2.24E-03 3.04E-07
   2.75E+06 8.23E-06 2.07E-03 3.42E-04 2.66E-03 5.91E-03 4.05E-04 2.49E-03 3.47E-07
   3.05E+06 8.63E-06 2.06E-03 3.44E-04 2.68E-03 5.93E-03 4.14E-04 2.63E-03 3.91E-07
   3.35E+06 8.98E-06 2.06E-03 3.45E-04 2.69E-03 5.94E-03 4.20E-04 2.72E-03 4.34E-07
   3.65E+06 9.29E-06 2.06E-03 3.46E-04 2.70E-03 5.95E-03 4.24E-04 2.77E-03 4.76E-07
   3.95E+06 9.55E-06 2.06E-03 3.46E-04 2.70E-03 5.95E-03 4.26E-04 2.80E-03 5.15E-07
   4.25E+06 9.77E-06 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.26E-04 2.81E-03 5.51E-07
   4.55E+06 9.95E-06 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 5.83E-07
   4.85E+06 1.01E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.14E-07
   5.15E+06 1.03E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.43E-07
   5.45E+06 1.04E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.72E-07
   5.75E+06 1.05E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.98E-07
   6.05E+06 1.06E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.22E-07
   6.35E+06 1.07E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.43E-07
   6.65E+06 1.08E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.61E-07
   6.95E+06 1.08E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.76E-07
   7.25E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.87E-07
   7.55E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.94E-07
   7.85E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.98E-07
   8.15E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.01E-07
   8.45E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.02E-07
   8.75E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.03E-07
   9.05E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.03E-07
   9.35E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.04E-07
   9.65E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.04E-07
   9.95E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.04E-07

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 2.26E-02 1.34E-04 1.80E-03 1.06E-05 2.16E-05 3.11E-04 4.53E-07 2.20E-08
   3.50E+05 2.29E-02 1.55E-04 2.14E-03 1.32E-05 2.67E-05 4.02E-04 5.19E-07 3.12E-08
   6.50E+05 2.25E-02 3.27E-04 3.46E-03 1.61E-05 3.24E-05 4.66E-04 5.73E-07 4.38E-08
   9.50E+05 2.28E-02 1.84E-04 2.41E-03 1.96E-05 4.00E-05 5.24E-04 6.22E-07 6.12E-08
   1.25E+06 2.27E-02 1.93E-04 2.45E-03 2.29E-05 4.71E-05 5.71E-04 6.70E-07 8.23E-08
   1.55E+06 2.26E-02 2.12E-04 2.55E-03 2.74E-05 5.82E-05 6.33E-04 7.10E-07 1.10E-07
   1.85E+06 2.25E-02 2.54E-04 2.91E-03 3.42E-05 7.70E-05 7.48E-04 7.40E-07 1.49E-07
   2.15E+06 2.25E-02 2.90E-04 3.28E-03 3.97E-05 9.38E-05 8.65E-04 7.61E-07 1.90E-07
   2.45E+06 2.25E-02 3.11E-04 3.50E-03 4.35E-05 1.06E-04 9.53E-04 7.76E-07 2.29E-07
   2.75E+06 2.25E-02 3.23E-04 3.64E-03 4.60E-05 1.14E-04 1.02E-03 7.86E-07 2.69E-07
   3.05E+06 2.25E-02 3.30E-04 3.71E-03 4.78E-05 1.20E-04 1.06E-03 7.92E-07 3.10E-07
   3.35E+06 2.25E-02 3.34E-04 3.76E-03 4.91E-05 1.25E-04 1.09E-03 7.96E-07 3.51E-07
   3.65E+06 2.25E-02 3.37E-04 3.78E-03 5.01E-05 1.28E-04 1.11E-03 7.98E-07 3.93E-07
   3.95E+06 2.25E-02 3.38E-04 3.80E-03 5.08E-05 1.30E-04 1.12E-03 7.99E-07 4.35E-07
   4.25E+06 2.25E-02 3.38E-04 3.80E-03 5.15E-05 1.32E-04 1.13E-03 8.00E-07 4.75E-07
   4.55E+06 2.25E-02 3.39E-04 3.81E-03 5.24E-05 1.33E-04 1.13E-03 8.01E-07 5.12E-07
   4.85E+06 2.25E-02 3.39E-04 3.81E-03 5.35E-05 1.33E-04 1.13E-03 8.01E-07 5.48E-07
   5.15E+06 2.25E-02 3.39E-04 3.81E-03 5.46E-05 1.34E-04 1.13E-03 8.02E-07 5.81E-07
   5.45E+06 2.25E-02 3.39E-04 3.81E-03 5.56E-05 1.35E-04 1.13E-03 8.02E-07 6.13E-07
   5.75E+06 2.25E-02 3.39E-04 3.81E-03 5.66E-05 1.35E-04 1.13E-03 8.02E-07 6.43E-07
   6.05E+06 2.25E-02 3.39E-04 3.81E-03 5.74E-05 1.36E-04 1.13E-03 8.02E-07 6.71E-07
   6.35E+06 2.25E-02 3.39E-04 3.81E-03 5.80E-05 1.36E-04 1.14E-03 8.02E-07 6.97E-07
   6.65E+06 2.25E-02 3.39E-04 3.81E-03 5.85E-05 1.36E-04 1.14E-03 8.02E-07 7.22E-07
   6.95E+06 2.25E-02 3.39E-04 3.81E-03 5.89E-05 1.36E-04 1.14E-03 8.02E-07 7.43E-07
   7.25E+06 2.25E-02 3.39E-04 3.81E-03 5.92E-05 1.37E-04 1.14E-03 8.02E-07 7.62E-07
   7.55E+06 2.25E-02 3.39E-04 3.81E-03 5.94E-05 1.37E-04 1.14E-03 8.02E-07 7.76E-07
   7.85E+06 2.25E-02 3.39E-04 3.81E-03 5.96E-05 1.37E-04 1.14E-03 8.02E-07 7.87E-07
   8.15E+06 2.25E-02 3.39E-04 3.81E-03 5.97E-05 1.37E-04 1.14E-03 8.02E-07 7.94E-07
   8.45E+06 2.25E-02 3.39E-04 3.81E-03 5.99E-05 1.37E-04 1.14E-03 8.02E-07 7.99E-07
   8.75E+06 2.25E-02 3.39E-04 3.81E-03 6.00E-05 1.37E-04 1.14E-03 8.02E-07 8.01E-07
   9.05E+06 2.25E-02 3.39E-04 3.81E-03 6.01E-05 1.37E-04 1.14E-03 8.02E-07 8.02E-07
   9.35E+06 2.25E-02 3.39E-04 3.81E-03 6.02E-05 1.37E-04 1.14E-03 8.02E-07 8.03E-07
   9.65E+06 2.25E-02 3.39E-04 3.81E-03 6.03E-05 1.37E-04 1.14E-03 8.02E-07 8.03E-07
   9.95E+06 2.25E-02 3.39E-04 3.81E-03 6.03E-05 1.37E-04 1.14E-03 8.02E-07 8.04E-07
 N =  69  EMAX = 1.63E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.90E-16 RHS =-3.10E-19  DT = 2.56E+17  TIME = 5.00E+17
 
 BEFOREOUT
 N=                    69 NN=                 10000 SN=  0.000000000000000E+000 
 NS=                     0

 TIME = 0.5000E+18     TIMEY =   1.5855E+10 YEARS

 NPHOT =160

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  5.00E+04 9.46E-12 1.36E-15 1.13E-02 5.35E-12 4.76E-11 7.81E-10 1.72E-09 1.24E-17 1.86E-10 1.02E-08 2.97E-09 2.98E-11
  1.50E+05 5.90E-12 1.31E-15 6.98E-03 6.58E-12 3.69E-11 4.25E-10 1.18E-09 1.11E-17 1.82E-10 6.83E-09 9.95E-10 1.77E-11
  2.50E+05 3.56E-12 1.45E-15 4.15E-03 7.01E-12 3.03E-11 2.83E-10 1.00E-09 1.01E-17 1.80E-10 4.60E-09 5.07E-10 1.11E-11
  3.50E+05 2.23E-12 1.84E-15 2.26E-03 6.86E-12 2.45E-11 2.02E-10 1.07E-09 8.62E-18 1.82E-10 3.25E-09 3.36E-10 6.97E-12
  5.50E+05 1.06E-12 4.60E-15 7.83E-04 6.66E-12 1.91E-11 1.35E-10 2.07E-09 7.53E-18 2.03E-10 2.04E-09 2.12E-10 2.67E-12
  7.50E+05 4.99E-13 2.54E-14 1.66E-04 4.92E-12 1.20E-11 7.91E-11 9.57E-09 4.00E-18 2.43E-10 1.66E-09 3.22E-10 8.23E-13
  9.50E+05 3.83E-13 4.81E-14 1.30E-05 2.02E-12 3.89E-12 2.40E-11 1.38E-08 1.01E-18 2.97E-10 1.44E-09 9.98E-10 1.01E-12
  1.15E+06 2.89E-13 3.33E-14 9.30E-07 6.46E-13 1.05E-12 3.11E-12 6.28E-09 4.69E-19 4.44E-10 1.18E-09 2.86E-09 2.94E-12
  1.35E+06 1.69E-13 2.56E-13 9.30E-07 1.14E-12 1.94E-12 4.94E-12 2.64E-08 1.81E-18 1.19E-09 9.24E-10 5.16E-09 5.74E-13
  1.55E+06 7.24E-14 1.84E-12 9.28E-07 1.96E-12 3.62E-12 9.74E-12 9.07E-08 5.40E-18 3.40E-09 6.96E-10 6.52E-09 1.35E-13
  1.75E+06 4.60E-14 5.46E-12 9.24E-07 3.02E-12 5.57E-12 1.34E-11 1.11E-07 1.54E-17 7.43E-09 4.82E-10 8.27E-09 7.61E-14
  1.95E+06 3.33E-14 1.14E-11 9.18E-07 4.46E-12 7.75E-12 1.55E-11 9.12E-08 4.28E-17 1.32E-08 3.08E-10 1.06E-08 5.27E-14
  2.15E+06 2.38E-14 2.13E-11 9.11E-07 6.52E-12 1.05E-11 1.77E-11 7.07E-08 1.18E-16 2.04E-08 1.90E-10 1.33E-08 3.73E-14
  2.35E+06 1.64E-14 3.86E-11 9.02E-07 9.71E-12 1.42E-11 2.05E-11 5.69E-08 3.32E-16 2.88E-08 1.17E-10 1.60E-08 2.52E-14
  2.55E+06 1.10E-14 7.01E-11 8.91E-07 1.50E-11 1.88E-11 2.35E-11 4.81E-08 9.78E-16 3.88E-08 7.26E-11 1.85E-08 1.57E-14
  2.75E+06 7.30E-15 1.28E-10 8.79E-07 2.36E-11 2.41E-11 2.59E-11 4.23E-08 3.04E-15 5.09E-08 4.62E-11 2.07E-08 9.15E-15
  2.95E+06 4.89E-15 2.37E-10 8.63E-07 3.71E-11 3.03E-11 2.79E-11 3.87E-08 9.89E-15 6.56E-08 3.03E-11 2.30E-08 5.14E-15
  3.15E+06 3.32E-15 4.49E-10 8.44E-07 5.62E-11 3.79E-11 3.02E-11 3.69E-08 3.33E-14 8.41E-08 2.07E-11 2.61E-08 2.92E-15
  3.35E+06 2.29E-15 8.51E-10 8.20E-07 8.08E-11 4.80E-11 3.38E-11 3.57E-08 1.11E-13 1.07E-07 1.47E-11 3.06E-08 1.71E-15
  3.55E+06 1.61E-15 1.52E-09 7.91E-07 1.11E-10 6.16E-11 3.92E-11 3.31E-08 3.52E-13 1.35E-07 1.08E-11 3.75E-08 1.03E-15
  3.75E+06 1.24E-15 2.42E-09 7.57E-07 1.51E-10 8.12E-11 4.83E-11 2.74E-08 1.01E-12 1.69E-07 7.95E-12 4.92E-08 6.16E-16
  3.95E+06 1.25E-15 3.32E-09 7.17E-07 2.10E-10 1.13E-10 6.57E-11 1.99E-08 2.63E-12 2.07E-07 5.71E-12 7.08E-08 3.51E-16
  4.15E+06 1.62E-15 4.12E-09 6.72E-07 3.01E-10 1.64E-10 9.77E-11 1.31E-08 6.54E-12 2.52E-07 3.87E-12 1.10E-07 1.88E-16
  4.35E+06 2.06E-15 4.97E-09 6.20E-07 4.29E-10 2.40E-10 1.49E-10 8.43E-09 1.60E-11 3.03E-07 2.43E-12 1.77E-07 9.52E-17
  4.55E+06 2.24E-15 6.16E-09 5.61E-07 5.93E-10 3.41E-10 2.15E-10 5.58E-09 3.87E-11 3.60E-07 1.42E-12 2.83E-07 4.65E-17
  4.75E+06 2.07E-15 8.00E-09 4.97E-07 7.81E-10 4.59E-10 2.87E-10 3.87E-09 9.31E-11 4.23E-07 7.78E-13 4.51E-07 2.21E-17
  4.95E+06 1.69E-15 1.09E-08 4.26E-07 9.77E-10 5.82E-10 3.45E-10 2.82E-09 2.21E-10 4.93E-07 4.09E-13 7.25E-07 1.02E-17
  5.15E+06 1.28E-15 1.58E-08 3.51E-07 1.16E-09 6.91E-10 3.70E-10 2.16E-09 5.14E-10 5.66E-07 2.09E-13 1.18E-06 4.58E-18
  5.35E+06 9.31E-16 2.40E-08 2.77E-07 1.30E-09 7.62E-10 3.48E-10 1.74E-09 1.18E-09 6.38E-07 1.08E-13 1.90E-06 2.01E-18
  5.55E+06 6.73E-16 3.95E-08 2.07E-07 1.36E-09 7.69E-10 2.76E-10 1.50E-09 2.67E-09 7.06E-07 5.68E-14 3.01E-06 8.39E-19
  5.75E+06 4.87E-16 7.36E-08 1.48E-07 1.31E-09 6.92E-10 1.79E-10 1.44E-09 6.11E-09 7.63E-07 3.07E-14 4.56E-06 3.12E-19
  5.95E+06 3.37E-16 1.66E-07 1.01E-07 1.26E-09 5.99E-10 9.64E-11 1.60E-09 1.63E-08 8.04E-07 1.72E-14 6.52E-06 9.48E-20
  6.15E+06 1.54E-16 2.28E-06 6.28E-08 3.42E-10 1.27E-10 1.72E-11 8.96E-09 5.99E-08 8.20E-07 1.01E-14 8.81E-06 1.78E-20
  6.35E+06 3.37E-17 1.59E-05 3.81E-08 1.19E-10 2.36E-11 2.29E-12 3.03E-08 1.04E-07 8.22E-07 6.17E-15 1.10E-05 3.23E-21
  6.55E+06 1.03E-17 5.12E-05 2.38E-08 6.46E-11 6.88E-12 3.32E-13 5.33E-08 1.34E-07 8.22E-07 3.96E-15 1.32E-05 6.76E-22
  6.75E+06 4.47E-18 1.14E-04 1.53E-08 3.81E-11 2.55E-12 5.25E-14 6.75E-08 1.53E-07 8.20E-07 2.65E-15 1.52E-05 1.63E-22
  6.95E+06 2.47E-18 2.05E-04 1.02E-08 2.26E-11 1.10E-12 9.18E-15 6.90E-08 1.65E-07 8.19E-07 1.85E-15 1.72E-05 4.49E-23
  7.15E+06 1.62E-18 3.19E-04 7.08E-09 1.31E-11 5.32E-13 1.83E-15 6.06E-08 1.73E-07 8.17E-07 1.35E-15 1.91E-05 1.42E-23
  7.35E+06 1.16E-18 4.62E-04 5.01E-09 7.48E-12 2.69E-13 3.96E-16 4.87E-08 1.79E-07 8.16E-07 1.01E-15 2.11E-05 4.92E-24
  7.55E+06 8.62E-19 6.46E-04 3.52E-09 4.14E-12 1.38E-13 8.58E-17 3.69E-08 1.84E-07 8.15E-07 7.51E-16 2.35E-05 1.72E-24
  7.75E+06 6.56E-19 8.73E-04 2.45E-09 2.23E-12 7.20E-14 1.86E-17 2.64E-08 1.88E-07 8.14E-07 5.59E-16 2.63E-05 6.03E-25
  7.95E+06 5.15E-19 1.14E-03 1.69E-09 1.17E-12 3.79E-14 4.10E-18 1.78E-08 1.91E-07 8.12E-07 4.17E-16 2.96E-05 2.14E-25
  8.15E+06 4.16E-19 1.44E-03 1.16E-09 6.00E-13 2.02E-14 9.20E-19 1.13E-08 1.93E-07 8.11E-07 3.10E-16 3.33E-05 7.69E-26
  8.35E+06 3.47E-19 1.77E-03 7.89E-10 3.00E-13 1.09E-14 2.12E-19 6.81E-09 1.95E-07 8.09E-07 2.31E-16 3.74E-05 2.80E-26
  8.55E+06 2.98E-19 2.10E-03 5.37E-10 1.48E-13 5.92E-15 5.08E-20 3.89E-09 1.97E-07 8.07E-07 1.73E-16 4.18E-05 1.03E-26
  8.75E+06 2.63E-19 2.43E-03 3.66E-10 7.20E-14 3.25E-15 1.26E-20 2.12E-09 1.98E-07 8.05E-07 1.30E-16 4.65E-05 3.85E-27
  8.95E+06 2.39E-19 2.75E-03 2.51E-10 3.53E-14 1.80E-15 3.27E-21 1.12E-09 1.99E-07 8.03E-07 9.83E-17 5.11E-05 1.47E-27
  9.15E+06 2.21E-19 3.06E-03 1.73E-10 1.78E-14 1.00E-15 8.86E-22 5.70E-10 1.99E-07 7.99E-07 7.52E-17 5.57E-05 5.79E-28
  9.35E+06 2.10E-19 3.36E-03 1.22E-10 9.60E-15 5.62E-16 2.52E-22 2.85E-10 1.99E-07 7.95E-07 5.84E-17 6.01E-05 2.42E-28
  9.55E+06 2.05E-19 3.67E-03 8.80E-11 5.77E-15 3.13E-16 7.53E-23 1.41E-10 1.98E-07 7.90E-07 4.64E-17 6.42E-05 1.01E-28
  9.75E+06 2.07E-19 4.00E-03 6.69E-11 3.99E-15 1.73E-16 2.46E-23 6.84E-11 1.97E-07 7.82E-07 3.82E-17 6.79E-05 4.05E-29
  9.95E+06 2.16E-19 4.37E-03 5.53E-11 3.16E-15 9.35E-17 1.13E-23 3.30E-11 1.96E-07 7.72E-07 3.32E-17 7.12E-05 2.27E-29
     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  

 TP, TL
           1.30E+11 4.80E+14 4.57E+12 9.02E+12 9.30E+12 1.02E+12 4.76E+14 5.46E+12 2.05E+09 0.00E+00 2.99E+11 8.22E+10
           1.30E+11 4.80E+14 4.35E+12 9.02E+12 9.29E+12 1.02E+12 4.76E+14 5.46E+12 2.03E+09 1.14E+11 5.20E+11 8.20E+10

     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    
  5.00E+04 2.19E-12 9.87E-10 1.51E-14 1.08E-13 9.01E-15 6.84E-12 1.01E-14 9.99E-15 7.97E-19 3.56E-16 5.00E-10 5.02E-10
  1.50E+05 1.92E-12 9.47E-10 2.32E-14 1.73E-13 1.53E-14 1.03E-11 2.60E-14 1.77E-14 3.65E-18 1.59E-15 1.94E-10 5.37E-10
  2.50E+05 1.49E-12 9.08E-10 3.61E-14 2.73E-13 2.25E-14 1.47E-11 6.77E-14 2.75E-14 1.51E-17 5.02E-15 7.32E-11 5.28E-10
  3.50E+05 1.07E-12 8.70E-10 4.95E-14 3.95E-13 2.69E-14 1.88E-11 1.45E-13 3.99E-14 5.78E-17 1.63E-14 2.92E-11 5.32E-10
  5.50E+05 4.74E-13 7.97E-10 7.06E-14 6.41E-13 2.81E-14 2.42E-11 3.15E-13 7.71E-14 5.04E-16 1.13E-13 6.86E-12 6.09E-10
  7.50E+05 1.53E-13 7.29E-10 6.11E-14 7.29E-13 1.39E-14 1.98E-11 3.42E-13 1.56E-13 4.09E-15 1.51E-12 3.33E-12 6.64E-10
  9.50E+05 1.83E-13 6.70E-10 4.75E-14 7.95E-13 3.64E-15 1.07E-11 2.35E-13 2.55E-13 1.66E-14 4.32E-11 2.10E-12 3.93E-10
  1.15E+06 8.59E-13 5.80E-10 1.28E-13 1.67E-12 2.35E-15 5.61E-12 1.97E-13 3.02E-13 3.52E-14 1.08E-10 1.05E-12 9.72E-11
  1.35E+06 1.50E-13 3.73E-10 1.38E-13 1.67E-12 2.70E-15 5.18E-12 1.91E-13 3.17E-13 2.57E-14 1.10E-10 4.73E-13 1.79E-10
  1.55E+06 3.18E-14 1.64E-10 2.48E-13 2.36E-12 4.91E-15 6.74E-12 2.59E-13 3.11E-13 2.36E-14 7.67E-11 2.00E-13 2.73E-10
  1.75E+06 1.84E-14 6.32E-11 5.35E-13 3.74E-12 9.47E-15 8.60E-12 3.19E-13 2.88E-13 2.17E-14 4.46E-11 7.18E-14 3.15E-10
  1.95E+06 1.40E-14 2.75E-11 1.08E-12 5.42E-12 1.62E-14 9.79E-12 3.24E-13 2.35E-13 1.60E-14 2.41E-11 2.25E-14 3.21E-10
  2.15E+06 1.09E-14 1.45E-11 1.98E-12 6.86E-12 2.45E-14 9.91E-12 2.86E-13 1.59E-13 8.81E-15 1.20E-11 6.68E-15 3.05E-10
  2.35E+06 8.24E-15 8.77E-12 3.26E-12 7.40E-12 3.37E-14 8.88E-12 2.14E-13 8.68E-14 3.38E-15 5.40E-12 1.98E-15 2.73E-10
  2.55E+06 5.92E-15 5.69E-12 4.72E-12 6.68E-12 4.18E-14 6.95E-12 1.31E-13 3.86E-14 8.93E-16 2.22E-12 6.03E-16 2.28E-10
  2.75E+06 4.11E-15 3.84E-12 6.03E-12 5.09E-12 4.65E-14 4.71E-12 6.60E-14 1.48E-14 1.71E-16 8.50E-13 1.90E-16 1.78E-10
  2.95E+06 2.80E-15 2.67E-12 6.98E-12 3.35E-12 4.63E-14 2.72E-12 2.80E-14 5.26E-15 2.59E-17 2.97E-13 6.28E-17 1.30E-10
  3.15E+06 1.88E-15 1.89E-12 7.47E-12 1.89E-12 4.10E-14 1.30E-12 1.03E-14 1.82E-15 3.25E-18 9.00E-14 2.23E-17 8.76E-11
  3.35E+06 1.25E-15 1.34E-12 7.47E-12 9.29E-13 3.21E-14 5.11E-13 3.38E-15 6.33E-16 3.52E-19 2.26E-14 8.77E-18 5.40E-11
  3.55E+06 8.09E-16 9.36E-13 7.12E-12 4.28E-13 2.28E-14 1.79E-13 1.08E-15 2.27E-16 3.67E-20 4.68E-15 3.92E-18 3.07E-11
  3.75E+06 5.01E-16 6.32E-13 6.71E-12 2.18E-13 1.58E-14 6.80E-14 3.90E-16 8.91E-17 4.57E-21 8.40E-16 2.02E-18 1.69E-11
  3.95E+06 2.85E-16 4.12E-13 6.37E-12 1.40E-13 1.13E-14 3.31E-14 1.86E-16 4.18E-17 8.57E-22 1.37E-16 1.18E-18 9.43E-12
  4.15E+06 1.48E-16 2.62E-13 6.12E-12 1.17E-13 8.40E-15 2.13E-14 1.20E-16 2.42E-17 2.57E-22 2.10E-17 7.55E-19 5.43E-12
  4.35E+06 7.22E-17 1.65E-13 5.93E-12 1.14E-13 6.28E-15 1.60E-14 9.10E-17 1.62E-17 1.02E-22 3.13E-18 5.23E-19 3.11E-12
  4.55E+06 3.42E-17 1.03E-13 5.79E-12 1.13E-13 4.56E-15 1.18E-14 6.91E-17 1.12E-17 4.27E-23 4.72E-19 3.88E-19 1.73E-12
  4.75E+06 1.60E-17 6.43E-14 5.67E-12 1.07E-13 3.17E-15 8.02E-15 4.83E-17 7.43E-18 1.60E-23 7.42E-20 3.04E-19 9.31E-13
  4.95E+06 7.46E-18 3.90E-14 5.56E-12 9.41E-14 2.10E-15 4.78E-15 2.98E-17 4.59E-18 5.12E-24 1.23E-20 2.49E-19 4.80E-13
  5.15E+06 3.48E-18 2.28E-14 5.45E-12 7.48E-14 1.31E-15 2.46E-15 1.59E-17 2.63E-18 1.36E-24 2.13E-21 2.13E-19 2.37E-13
