 Gaussian points = 8
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-003  CO2 =   4.000000000000000E-004
 
    CH4 =   1.028627576680302E-008
 Standard CH3CL flux =  0.000E+00

 PO2= 1.273E-03  PNO= 3.670E-03  ZAPNO= 3.879E+02
 N= 4     X= 1.56520E-01  ERR= 4.16746E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


   3.35E+06 1.22E-10 3.98E-05 3.78E-07 6.71E-05 5.65E-07 5.30E-03 2.24E-04 7.43E-06 1.57E-06 1.60E-05 5.03E-08
   3.65E+06 4.35E-09 4.10E-05 4.00E-07 7.05E-05 7.13E-07 5.32E-03 2.33E-04 7.74E-06 1.71E-06 1.66E-05 5.78E-08
   3.95E+06 4.42E-08 4.17E-05 4.19E-07 7.32E-05 8.60E-07 5.33E-03 2.39E-04 8.00E-06 1.84E-06 1.71E-05 6.52E-08
   4.25E+06 2.02E-07 4.21E-05 4.36E-07 7.53E-05 9.99E-07 5.34E-03 2.42E-04 8.23E-06 1.95E-06 1.75E-05 7.21E-08
   4.55E+06 5.54E-07 4.22E-05 4.50E-07 7.71E-05 1.12E-06 5.34E-03 2.44E-04 8.43E-06 2.05E-06 1.80E-05 7.86E-08
   4.85E+06 1.09E-06 4.24E-05 4.63E-07 7.87E-05 1.23E-06 5.34E-03 2.46E-04 8.60E-06 2.15E-06 1.83E-05 8.49E-08
   5.15E+06 1.71E-06 4.24E-05 4.74E-07 8.00E-05 1.33E-06 5.35E-03 2.47E-04 8.77E-06 2.23E-06 1.87E-05 9.12E-08
   5.45E+06 2.32E-06 4.25E-05 4.84E-07 8.11E-05 1.42E-06 5.35E-03 2.48E-04 8.92E-06 2.32E-06 1.91E-05 9.74E-08
   5.75E+06 2.88E-06 4.25E-05 4.93E-07 8.21E-05 1.50E-06 5.35E-03 2.48E-04 9.05E-06 2.39E-06 1.94E-05 1.03E-07
   6.05E+06 3.36E-06 4.25E-05 5.00E-07 8.30E-05 1.57E-06 5.35E-03 2.49E-04 9.17E-06 2.45E-06 1.97E-05 1.09E-07
   6.35E+06 3.73E-06 4.26E-05 5.07E-07 8.38E-05 1.63E-06 5.35E-03 2.50E-04 9.27E-06 2.51E-06 1.99E-05 1.14E-07
   6.65E+06 4.00E-06 4.26E-05 5.13E-07 8.45E-05 1.69E-06 5.35E-03 2.50E-04 9.36E-06 2.56E-06 2.02E-05 1.18E-07
   6.95E+06 4.20E-06 4.26E-05 5.18E-07 8.51E-05 1.73E-06 5.35E-03 2.51E-04 9.42E-06 2.60E-06 2.03E-05 1.21E-07
   7.25E+06 4.34E-06 4.26E-05 5.22E-07 8.55E-05 1.77E-06 5.35E-03 2.51E-04 9.47E-06 2.63E-06 2.05E-05 1.24E-07
   7.55E+06 4.46E-06 4.27E-05 5.26E-07 8.59E-05 1.80E-06 5.35E-03 2.51E-04 9.50E-06 2.64E-06 2.05E-05 1.26E-07
   7.85E+06 4.55E-06 4.27E-05 5.28E-07 8.62E-05 1.82E-06 5.35E-03 2.51E-04 9.52E-06 2.65E-06 2.06E-05 1.27E-07
   8.15E+06 4.63E-06 4.27E-05 5.29E-07 8.63E-05 1.83E-06 5.35E-03 2.52E-04 9.53E-06 2.66E-06 2.06E-05 1.27E-07
   8.45E+06 4.69E-06 4.27E-05 5.30E-07 8.64E-05 1.84E-06 5.35E-03 2.52E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   8.75E+06 4.74E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   9.05E+06 4.76E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.35E+06 4.78E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.65E+06 4.79E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.95E+06 4.80E-06 4.27E-05 5.31E-07 8.65E-05 1.84E-06 5.35E-03 2.52E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 2.36E-06 1.78E-03 2.45E-04 1.79E-03 4.38E-03 1.57E-04 1.57E-04 5.04E-08
   3.50E+05 2.92E-06 1.97E-03 2.82E-04 1.99E-03 5.07E-03 1.81E-04 2.03E-04 6.84E-08
   6.50E+05 3.52E-06 1.75E-03 2.99E-04 2.47E-03 5.11E-03 4.11E-04 2.79E-03 8.04E-07
   9.50E+05 4.20E-06 2.09E-03 3.07E-04 2.21E-03 5.54E-03 2.12E-04 2.88E-04 1.17E-07
   1.25E+06 4.85E-06 2.09E-03 3.09E-04 2.26E-03 5.57E-03 2.21E-04 3.34E-04 1.46E-07
   1.55E+06 5.60E-06 2.08E-03 3.11E-04 2.34E-03 5.58E-03 2.46E-04 4.99E-04 1.80E-07
   1.85E+06 6.50E-06 2.07E-03 3.21E-04 2.48E-03 5.69E-03 3.05E-04 1.12E-03 2.21E-07
   2.15E+06 7.21E-06 2.07E-03 3.32E-04 2.57E-03 5.80E-03 3.57E-04 1.80E-03 2.62E-07
   2.45E+06 7.77E-06 2.07E-03 3.38E-04 2.63E-03 5.87E-03 3.87E-04 2.24E-03 3.04E-07
   2.75E+06 8.23E-06 2.07E-03 3.41E-04 2.66E-03 5.90E-03 4.04E-04 2.49E-03 3.47E-07
   3.05E+06 8.63E-06 2.06E-03 3.43E-04 2.68E-03 5.92E-03 4.14E-04 2.63E-03 3.91E-07
   3.35E+06 8.98E-06 2.06E-03 3.45E-04 2.69E-03 5.94E-03 4.20E-04 2.72E-03 4.34E-07
   3.65E+06 9.29E-06 2.06E-03 3.45E-04 2.70E-03 5.94E-03 4.24E-04 2.77E-03 4.76E-07
   3.95E+06 9.55E-06 2.06E-03 3.46E-04 2.70E-03 5.95E-03 4.26E-04 2.80E-03 5.15E-07
   4.25E+06 9.77E-06 2.06E-03 3.46E-04 2.70E-03 5.95E-03 4.26E-04 2.81E-03 5.51E-07
   4.55E+06 9.95E-06 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 5.83E-07
   4.85E+06 1.01E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.14E-07
   5.15E+06 1.03E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.43E-07
   5.45E+06 1.04E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.72E-07
   5.75E+06 1.05E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 6.98E-07
   6.05E+06 1.06E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.22E-07
   6.35E+06 1.07E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.43E-07
   6.65E+06 1.08E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.61E-07
   6.95E+06 1.08E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.76E-07
   7.25E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.87E-07
   7.55E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.94E-07
   7.85E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 7.98E-07
   8.15E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.01E-07
   8.45E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.02E-07
   8.75E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.03E-07
   9.05E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.03E-07
   9.35E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.04E-07
   9.65E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.04E-07
   9.95E+06 1.09E-05 2.06E-03 3.46E-04 2.71E-03 5.95E-03 4.27E-04 2.82E-03 8.04E-07

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 2.26E-02 1.33E-04 1.80E-03 1.06E-05 2.15E-05 3.10E-04 4.53E-07 2.19E-08
   3.50E+05 2.29E-02 1.55E-04 2.14E-03 1.32E-05 2.65E-05 4.00E-04 5.19E-07 3.11E-08
   6.50E+05 2.25E-02 3.27E-04 3.46E-03 1.60E-05 3.22E-05 4.65E-04 5.73E-07 4.36E-08
   9.50E+05 2.28E-02 1.84E-04 2.40E-03 1.95E-05 3.98E-05 5.22E-04 6.22E-07 6.10E-08
   1.25E+06 2.27E-02 1.93E-04 2.45E-03 2.28E-05 4.69E-05 5.69E-04 6.70E-07 8.21E-08
   1.55E+06 2.26E-02 2.11E-04 2.54E-03 2.74E-05 5.80E-05 6.31E-04 7.10E-07 1.10E-07
   1.85E+06 2.25E-02 2.53E-04 2.90E-03 3.42E-05 7.69E-05 7.47E-04 7.40E-07 1.49E-07
   2.15E+06 2.25E-02 2.90E-04 3.27E-03 3.97E-05 9.37E-05 8.63E-04 7.61E-07 1.89E-07
   2.45E+06 2.25E-02 3.11E-04 3.50E-03 4.35E-05 1.06E-04 9.52E-04 7.76E-07 2.29E-07
   2.75E+06 2.25E-02 3.23E-04 3.63E-03 4.60E-05 1.14E-04 1.02E-03 7.86E-07 2.69E-07
   3.05E+06 2.25E-02 3.30E-04 3.71E-03 4.78E-05 1.20E-04 1.06E-03 7.92E-07 3.10E-07
   3.35E+06 2.25E-02 3.34E-04 3.75E-03 4.91E-05 1.25E-04 1.09E-03 7.96E-07 3.51E-07
   3.65E+06 2.25E-02 3.36E-04 3.78E-03 5.01E-05 1.28E-04 1.11E-03 7.98E-07 3.93E-07
   3.95E+06 2.25E-02 3.38E-04 3.80E-03 5.08E-05 1.30E-04 1.12E-03 7.99E-07 4.35E-07
   4.25E+06 2.25E-02 3.38E-04 3.80E-03 5.15E-05 1.32E-04 1.13E-03 8.00E-07 4.75E-07
   4.55E+06 2.25E-02 3.38E-04 3.80E-03 5.24E-05 1.33E-04 1.13E-03 8.01E-07 5.12E-07
   4.85E+06 2.25E-02 3.39E-04 3.80E-03 5.35E-05 1.33E-04 1.13E-03 8.01E-07 5.48E-07
   5.15E+06 2.25E-02 3.39E-04 3.81E-03 5.46E-05 1.34E-04 1.13E-03 8.02E-07 5.81E-07
   5.45E+06 2.25E-02 3.39E-04 3.81E-03 5.56E-05 1.35E-04 1.13E-03 8.02E-07 6.13E-07
   5.75E+06 2.25E-02 3.39E-04 3.81E-03 5.66E-05 1.35E-04 1.13E-03 8.02E-07 6.43E-07
   6.05E+06 2.25E-02 3.39E-04 3.81E-03 5.74E-05 1.36E-04 1.13E-03 8.02E-07 6.71E-07
   6.35E+06 2.25E-02 3.39E-04 3.81E-03 5.80E-05 1.36E-04 1.13E-03 8.02E-07 6.97E-07
   6.65E+06 2.25E-02 3.39E-04 3.81E-03 5.85E-05 1.36E-04 1.13E-03 8.02E-07 7.22E-07
   6.95E+06 2.25E-02 3.39E-04 3.81E-03 5.89E-05 1.36E-04 1.13E-03 8.02E-07 7.43E-07
   7.25E+06 2.25E-02 3.39E-04 3.81E-03 5.92E-05 1.37E-04 1.13E-03 8.02E-07 7.62E-07
   7.55E+06 2.25E-02 3.39E-04 3.81E-03 5.94E-05 1.37E-04 1.13E-03 8.02E-07 7.76E-07
   7.85E+06 2.25E-02 3.39E-04 3.81E-03 5.96E-05 1.37E-04 1.14E-03 8.02E-07 7.87E-07
   8.15E+06 2.25E-02 3.39E-04 3.81E-03 5.97E-05 1.37E-04 1.14E-03 8.02E-07 7.94E-07
   8.45E+06 2.25E-02 3.39E-04 3.81E-03 5.99E-05 1.37E-04 1.14E-03 8.02E-07 7.99E-07
   8.75E+06 2.25E-02 3.39E-04 3.81E-03 6.00E-05 1.37E-04 1.14E-03 8.02E-07 8.01E-07
   9.05E+06 2.25E-02 3.39E-04 3.81E-03 6.01E-05 1.37E-04 1.14E-03 8.02E-07 8.02E-07
   9.35E+06 2.25E-02 3.39E-04 3.81E-03 6.02E-05 1.37E-04 1.14E-03 8.02E-07 8.03E-07
   9.65E+06 2.25E-02 3.39E-04 3.81E-03 6.03E-05 1.37E-04 1.14E-03 8.02E-07 8.03E-07
   9.95E+06 2.25E-02 3.39E-04 3.81E-03 6.03E-05 1.37E-04 1.14E-03 8.02E-07 8.04E-07
 N =   1  EMAX = 1.20E-08 FOR O       AT Z = 5.00E+04 U = 1.36E-15 RHS = 1.63E-23  DT = 1.00E-07  TIME = 1.00E-08
 N =   4  EMAX = 1.19E-05 FOR O       AT Z = 5.00E+04 U = 1.36E-15 RHS = 1.61E-20  DT = 1.00E-04  TIME = 1.11E-05
 N =   7  EMAX = 1.14E-03 FOR O       AT Z = 1.05E+06 U = 1.34E-14 RHS = 1.54E-17  DT = 5.00E-02  TIME = 1.11E-02
 N =  10  EMAX = 5.03E-04 FOR CL      AT Z = 1.25E+06 U = 9.19E-13 RHS = 4.62E-16  DT = 5.00E+01  TIME = 5.56E+00
 N =  13  EMAX = 1.51E-03 FOR O3      AT Z = 3.50E+05 U = 1.07E-09 RHS = 1.61E-12  DT = 2.50E+04  TIME = 5.56E+03
 N =  16  EMAX = 2.19E-03 FOR HSO     AT Z = 1.55E+06 U = 1.67E-24 RHS =-3.64E-27  DT = 5.00E+05  TIME = 1.81E+05
 N =  19  EMAX = 7.47E-01 FOR HSO     AT Z = 1.85E+06 U = 4.01E-29 RHS = 3.00E-29  DT = 1.12E+07  TIME = 1.57E+07
 RETRY TIME STEP BECAUSE EMAX=  0.747107675868758     
 RETRY TIME STEP BECAUSE EMAX=   3.61016488047999     
 RETRY TIME STEP BECAUSE EMAX=  0.955427555233244     
 N =  22  EMAX = 3.54E+00 FOR HSO     AT Z = 1.85E+06 U = 4.01E-29 RHS = 1.42E-28  DT = 1.41E+06  TIME = 4.74E+06
 RETRY TIME STEP BECAUSE EMAX=   3.53527192433008     
 N =  25  EMAX = 9.58E-04 FOR CH3CL   AT Z = 1.35E+06 U = 4.96E-13 RHS =-4.75E-16  DT = 1.12E+07  TIME = 6.09E+06
 RETRY TIME STEP BECAUSE EMAX=   6.59430722313160     
 N =  28  EMAX = 2.25E+01 FOR HSO     AT Z = 1.95E+06 U = 4.22E-29 RHS =-9.50E-28  DT = 1.01E+07  TIME = 2.84E+07
 RETRY TIME STEP BECAUSE EMAX=   22.5216614626158     
 RETRY TIME STEP BECAUSE EMAX=   2.14603788556870     
 RETRY TIME STEP BECAUSE EMAX=   11.0159311725374     
 N =  31  EMAX = 2.05E-01 FOR HSO     AT Z = 1.95E+06 U = 4.22E-29 RHS = 8.67E-30  DT = 1.26E+06  TIME = 1.87E+07
 N =  34  EMAX = 4.47E-03 FOR CH3CL   AT Z = 1.95E+06 U = 2.39E-14 RHS =-1.07E-16  DT = 2.26E+07  TIME = 3.24E+07
 N =  37  EMAX = 7.96E-03 FOR CH3CL   AT Z = 2.75E+06 U = 2.01E-16 RHS =-1.60E-18  DT = 1.81E+08  TIME = 1.91E+08
 RETRY TIME STEP BECAUSE EMAX=   25.3398640393320     
 RETRY TIME STEP BECAUSE EMAX=   21.5256604305500     
 N =  40  EMAX = 6.79E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.99E-16 RHS =-1.35E-18  DT = 9.05E+07  TIME = 2.36E+08
 N =  43  EMAX = 8.96E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.97E-16 RHS =-1.76E-18  DT = 4.52E+09  TIME = 3.04E+09
 N =  46  EMAX = 7.31E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.95E-16 RHS =-1.42E-18  DT = 9.05E+11  TIME = 5.05E+11
 N =  49  EMAX = 5.37E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.94E-16 RHS =-1.04E-18  DT = 1.81E+14  TIME = 1.01E+14
 RETRY TIME STEP BECAUSE EMAX=  0.643679329778697     
 RETRY TIME STEP BECAUSE EMAX=  0.423584068920580     
 N =  52  EMAX = 1.18E+01 FOR HSO     AT Z = 1.75E+06 U = 1.46E-28 RHS = 1.73E-27  DT = 4.07E+13  TIME = 1.46E+14
 RETRY TIME STEP BECAUSE EMAX=   11.8094798700069     
 RETRY TIME STEP BECAUSE EMAX=   17.2482402600936     
 RETRY TIME STEP BECAUSE EMAX=   2.33414239227532     
 N =  55  EMAX = 5.21E+00 FOR HSO     AT Z = 1.75E+06 U = 1.46E-28 RHS =-7.62E-28  DT = 5.09E+12  TIME = 1.07E+14
 RETRY TIME STEP BECAUSE EMAX=   5.21345114928406     
 RETRY TIME STEP BECAUSE EMAX=   6.31536609297078     
 RETRY TIME STEP BECAUSE EMAX=   10.1099744692320     
 N =  58  EMAX = 4.66E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.93E-16 RHS =-8.97E-19  DT = 1.41E+12  TIME = 1.02E+14
 N =  61  EMAX = 3.27E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.92E-16 RHS =-6.28E-19  DT = 2.83E+14  TIME = 2.59E+14
 N =  64  EMAX = 2.72E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.91E-16 RHS =-5.20E-19  DT = 1.41E+17  TIME = 3.16E+16
 RETRY TIME STEP BECAUSE EMAX=  0.670450778569399     
 RETRY TIME STEP BECAUSE EMAX=  0.914109086529213     
 N =  67  EMAX = 2.09E-03 FOR CH3CL   AT Z = 2.75E+06 U = 1.90E-16 RHS =-3.99E-19  DT = 1.77E+17  TIME = 6.70E+16

Information on upper boundary conditions
BOVERH= 3.545E+13 VEFF(LH)=  4.033E+00 BOVERH2= 2.549E+13 VEFF(LH2)=  2.900E+00
BOVERCH4=  1.092E+13 VEFF(LCH4)=  1.242E+00 BOVERH2O-  1.052E+13 VEFF(LH2O)=  1.197E+00
VEFF(LO2)=  1.555E+00   VEFF(LCO2)=  9.108E-02


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 6.15E-11 0.00E+00 6.96E-13 0.00E+00 4.41E-11 2.30E-04 2.67E-04 8.92E-06 1.88E-05 1.87E-05 4.41E-05
   3.50E+05 7.71E-11 0.00E+00 1.63E-12 0.00E+00 1.07E-10 2.57E-04 3.53E-04 1.11E-05 2.39E-05 2.29E-05 5.13E-05
   6.50E+05 9.57E-11 0.00E+00 3.42E-12 0.00E+00 2.43E-10 2.79E-04 4.08E-04 1.28E-05 2.76E-05 2.61E-05 5.85E-05
   9.50E+05 1.23E-10 1.59-192 6.57E-12 7.64-192 5.09E-10 3.00E-04 4.62E-04 1.47E-05 3.05E-05 2.87E-05 6.99E-05
   1.25E+06 1.50E-10 1.94-114 1.16E-11 9.30-114 9.90E-10 3.20E-04 5.09E-04 1.63E-05 3.31E-05 3.10E-05 7.85E-05
   1.55E+06 1.98E-10 2.72E-75 1.92E-11 1.31E-74 1.85E-09 3.42E-04 6.35E-04 1.90E-05 3.57E-05 3.33E-05 9.86E-05
   1.85E+06 2.86E-10 6.84E-51 3.15E-11 3.28E-50 3.52E-09 3.99E-04 1.09E-03 2.53E-05 3.90E-05 3.56E-05 1.46E-04
   2.15E+06 3.85E-10 1.16E-35 4.86E-11 5.59E-35 6.64E-09 4.77E-04 1.74E-03 3.26E-05 4.19E-05 3.75E-05 1.94E-04
   2.45E+06 4.84E-10 4.08E-26 7.25E-11 1.96E-25 1.28E-08 5.45E-04 2.32E-03 3.86E-05 4.40E-05 3.90E-05 2.30E-04
   2.75E+06 5.93E-10 4.13E-20 1.06E-10 1.98E-19 2.45E-08 5.99E-04 2.79E-03 4.30E-05 4.56E-05 4.01E-05 2.55E-04
   3.05E+06 7.23E-10 2.59E-16 1.50E-10 1.24E-15 4.36E-08 6.41E-04 3.15E-03 4.63E-05 4.66E-05 4.08E-05 2.72E-04
   3.35E+06 8.89E-10 6.78E-14 2.05E-10 3.26E-13 7.02E-08 6.72E-04 3.43E-03 4.87E-05 4.73E-05 4.12E-05 2.83E-04
   3.65E+06 1.11E-09 2.42E-12 2.69E-10 1.16E-11 1.07E-07 6.93E-04 3.61E-03 5.03E-05 4.77E-05 4.15E-05 2.91E-04
   3.95E+06 1.38E-09 2.45E-11 3.38E-10 1.18E-10 1.83E-07 7.05E-04 3.72E-03 5.13E-05 4.80E-05 4.17E-05 2.95E-04
   4.25E+06 1.74E-09 1.12E-10 4.13E-10 5.39E-10 3.75E-07 7.11E-04 3.77E-03 5.18E-05 4.81E-05 4.18E-05 2.97E-04
   4.55E+06 2.22E-09 3.08E-10 4.90E-10 1.48E-09 7.53E-07 7.14E-04 3.79E-03 5.20E-05 4.82E-05 4.19E-05 2.98E-04
   4.85E+06 2.92E-09 6.04E-10 5.69E-10 2.90E-09 1.31E-06 7.15E-04 3.80E-03 5.22E-05 4.83E-05 4.19E-05 2.99E-04
   5.15E+06 3.95E-09 9.50E-10 6.49E-10 4.55E-09 1.94E-06 7.16E-04 3.81E-03 5.23E-05 4.83E-05 4.19E-05 2.99E-04
   5.45E+06 5.46E-09 1.34E-09 7.31E-10 6.19E-09 2.57E-06 7.16E-04 3.81E-03 5.23E-05 4.83E-05 4.20E-05 2.99E-04
   5.75E+06 7.54E-09 2.29E-09 8.15E-10 7.70E-09 3.16E-06 7.17E-04 3.82E-03 5.24E-05 4.84E-05 4.20E-05 3.00E-04
   6.05E+06 1.03E-08 5.64E-09 8.99E-10 9.05E-09 3.68E-06 7.17E-04 3.82E-03 5.25E-05 4.84E-05 4.20E-05 3.00E-04
   6.35E+06 1.41E-08 1.45E-08 9.80E-10 1.03E-08 4.15E-06 7.17E-04 3.82E-03 5.25E-05 4.84E-05 4.20E-05 3.00E-04
   6.65E+06 1.89E-08 3.31E-08 1.06E-09 1.17E-08 4.59E-06 7.17E-04 3.82E-03 5.26E-05 4.84E-05 4.20E-05 3.01E-04
   6.95E+06 2.45E-08 6.73E-08 1.13E-09 1.37E-08 5.00E-06 7.18E-04 3.83E-03 5.26E-05 4.84E-05 4.20E-05 3.01E-04
   7.25E+06 3.02E-08 1.26E-07 1.20E-09 1.70E-08 5.42E-06 7.18E-04 3.83E-03 5.26E-05 4.84E-05 4.20E-05 3.01E-04
   7.55E+06 3.55E-08 2.28E-07 1.25E-09 2.26E-08 5.85E-06 7.18E-04 3.83E-03 5.26E-05 4.84E-05 4.20E-05 3.01E-04
   7.85E+06 3.99E-08 4.16E-07 1.29E-09 3.24E-08 6.28E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04
   8.15E+06 4.31E-08 7.33E-07 1.31E-09 4.92E-08 6.67E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04
   8.45E+06 4.53E-08 1.15E-06 1.33E-09 7.18E-08 7.01E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04
   8.75E+06 4.65E-08 1.57E-06 1.34E-09 9.50E-08 7.27E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04
   9.05E+06 4.71E-08 1.92E-06 1.34E-09 1.15E-07 7.44E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04
   9.35E+06 4.75E-08 2.17E-06 1.34E-09 1.29E-07 7.54E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04
   9.65E+06 4.76E-08 2.33E-06 1.35E-09 1.38E-07 7.60E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04
   9.95E+06 4.77E-08 2.41E-06 1.35E-09 1.43E-07 7.63E-06 7.18E-04 3.83E-03 5.27E-05 4.84E-05 4.20E-05 3.01E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 8.03E-06 4.06E-08 7.83E-06 7.48E-11 3.01E-03 2.99E-05 1.78E-06 1.38E-07 5.60E-06 1.94E-09
   3.50E+05 0.00E+00 9.96E-06 5.51E-08 1.06E-05 3.62E-10 3.45E-03 3.76E-05 2.22E-06 2.00E-07 6.38E-06 3.23E-09
   6.50E+05 0.00E+00 1.15E-05 7.35E-08 1.38E-05 1.35E-09 3.82E-03 4.45E-05 2.71E-06 2.80E-07 7.15E-06 1.28E-07
   9.50E+05 2.87-189 1.31E-05 9.78E-08 1.78E-05 4.02E-09 4.14E-03 5.30E-05 3.27E-06 3.79E-07 8.09E-06 7.31E-09
   1.25E+06 3.49-111 1.45E-05 1.25E-07 2.22E-05 1.06E-08 4.46E-03 6.06E-05 3.81E-06 4.91E-07 8.85E-06 1.01E-08
   1.55E+06 4.90E-72 1.68E-05 1.60E-07 2.80E-05 2.54E-08 4.72E-03 7.39E-05 4.44E-06 6.22E-07 1.00E-05 1.35E-08
   1.85E+06 1.23E-47 2.19E-05 2.09E-07 3.68E-05 5.49E-08 4.92E-03 1.05E-04 5.18E-06 7.80E-07 1.18E-05 1.79E-08
   2.15E+06 2.10E-32 2.76E-05 2.54E-07 4.54E-05 1.05E-07 5.07E-03 1.41E-04 5.79E-06 9.39E-07 1.31E-05 2.29E-08
   2.45E+06 7.34E-23 3.22E-05 2.92E-07 5.25E-05 1.84E-07 5.17E-03 1.71E-04 6.28E-06 1.10E-06 1.40E-05 2.87E-08
   2.75E+06 7.43E-17 3.56E-05 3.24E-07 5.84E-05 2.92E-07 5.24E-03 1.94E-04 6.71E-06 1.26E-06 1.47E-05 3.53E-08
   3.05E+06 4.67E-13 3.81E-05 3.53E-07 6.32E-05 4.22E-07 5.28E-03 2.11E-04 7.09E-06 1.41E-06 1.54E-05 4.27E-08
   3.35E+06 1.22E-10 3.98E-05 3.78E-07 6.72E-05 5.65E-07 5.30E-03 2.24E-04 7.43E-06 1.57E-06 1.60E-05 5.03E-08
   3.65E+06 4.35E-09 4.11E-05 4.00E-07 7.05E-05 7.13E-07 5.32E-03 2.33E-04 7.74E-06 1.71E-06 1.66E-05 5.78E-08
   3.95E+06 4.42E-08 4.17E-05 4.19E-07 7.32E-05 8.60E-07 5.33E-03 2.39E-04 8.00E-06 1.84E-06 1.71E-05 6.52E-08
   4.25E+06 2.02E-07 4.21E-05 4.36E-07 7.53E-05 9.99E-07 5.34E-03 2.42E-04 8.23E-06 1.95E-06 1.75E-05 7.21E-08
   4.55E+06 5.54E-07 4.23E-05 4.50E-07 7.72E-05 1.12E-06 5.34E-03 2.44E-04 8.43E-06 2.05E-06 1.80E-05 7.86E-08
   4.85E+06 1.09E-06 4.24E-05 4.63E-07 7.87E-05 1.23E-06 5.34E-03 2.46E-04 8.60E-06 2.15E-06 1.83E-05 8.49E-08
   5.15E+06 1.71E-06 4.24E-05 4.74E-07 8.00E-05 1.33E-06 5.35E-03 2.47E-04 8.77E-06 2.23E-06 1.87E-05 9.12E-08
