
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.561E+05 2.429E+19 6.238E+05 2.260E+05 5.088E+06 0.000E+00 2.338E-12 8.260E-13 2.152E-05 2.972E-06 9.737E-09 1.127E-02 5.100E+16 4.366E+06 6.928E-03
   1.500E+05 8.499E+05 2.209E+19 5.496E+05 2.117E+05 6.919E+06 0.000E+00 3.079E-12 1.372E-12 2.346E-05 3.240E-06 1.335E-08 6.983E-03 4.650E+16 4.939E+06 1.077E-02
   2.500E+05 7.535E+05 2.006E+19 4.837E+05 1.989E+05 9.945E+06 0.000E+00 4.007E-12 2.388E-12 2.509E-05 3.485E-06 1.976E-08 4.153E-03 4.229E+16 5.583E+06 1.745E-02
   3.500E+05 6.661E+05 1.816E+19 3.773E+05 1.709E+05 1.399E+07 0.000E+00 5.113E-12 4.161E-12 2.630E-05 3.714E-06 2.928E-08 2.261E-03 3.838E+16 5.843E+06 2.745E-02
   4.500E+05 5.874E+05 1.629E+19 3.214E+05 1.642E+05 1.888E+07 0.000E+00 6.428E-12 7.112E-12 2.757E-05 3.930E-06 4.204E-08 1.417E-03 3.449E+16 6.515E+06 4.144E-02
   5.500E+05 5.167E+05 1.464E+19 2.324E+05 1.359E+05 2.460E+07 0.000E+00 7.968E-12 1.186E-11 2.862E-05 4.137E-06 5.872E-08 7.831E-04 3.105E+16 6.522E+06 6.001E-02
   6.500E+05 4.532E+05 1.317E+19 1.395E+05 9.394E+04 3.091E+07 0.000E+00 9.705E-12 1.907E-11 2.953E-05 4.340E-06 7.946E-08 3.740E-04 2.798E+16 5.999E+06 8.326E-02
   7.500E+05 3.961E+05 1.182E+19 7.501E+04 5.994E+04 3.750E+07 0.000E+00 1.167E-11 3.052E-11 3.049E-05 4.543E-06 1.040E-07 1.662E-04 2.514E+16 4.990E+06 1.115E-01
   8.500E+05 3.450E+05 1.058E+19 3.520E+04 3.632E+04 4.392E+07 0.000E+00 1.394E-11 5.139E-11 3.160E-05 4.753E-06 1.314E-07 6.682E-05 2.252E+16 4.099E+06 1.443E-01
   9.500E+05 2.988E+05 9.621E+18 7.739E+03 9.810E+03 4.997E+07 8.631-216 1.655E-11 7.826E-11 3.211E-05 4.974E-06 1.617E-07 1.303E-05 2.049E+16 2.638E+06 1.765E-01
   1.050E+06 2.567E+05 8.854E+18 6.257E+02 8.762E+02 5.742E+07 1.837-173 1.966E-11 1.064E-10 3.201E-05 5.218E-06 2.026E-07 9.298E-07 1.886E+16 1.781E+06 2.129E-01
   1.150E+06 2.193E+05 7.564E+18 8.076E+02 1.029E+03 7.382E+07 3.455-150 2.380E-11 1.457E-10 3.563E-05 5.499E-06 2.739E-07 9.334E-07 1.611E+16 1.576E+06 3.204E-01
