 RETRY TIME STEP BECAUSE EMAX=   652.444646630815     
 N = 424  EMAX = 1.94E-02 FOR HNO2    AT Z = 8.50E+05 U = 1.16E-14 RHS =-2.26E-16  DT = 1.32E+04  TIME = 7.57E+07
 N = 427  EMAX = 1.46E-02 FOR HSO     AT Z = 1.65E+06 U = 3.65E-25 RHS = 5.34E-27  DT = 5.92E+04  TIME = 7.58E+07
 N = 430  EMAX = 2.69E-02 FOR HSO     AT Z = 1.65E+06 U = 3.75E-25 RHS = 1.01E-26  DT = 2.00E+05  TIME = 7.60E+07
 N = 433  EMAX = 2.29E-02 FOR CH3O2   AT Z = 9.95E+06 U = 1.91E-19 RHS = 4.38E-21  DT = 6.74E+05  TIME = 7.70E+07
 N = 436  EMAX = 7.38E-02 FOR HSO     AT Z = 1.65E+06 U = 4.01E-25 RHS = 2.96E-26  DT = 1.25E+06  TIME = 7.97E+07
 N = 439  EMAX = 2.73E-01 FOR HSO     AT Z = 1.85E+06 U = 1.61E-28 RHS = 4.38E-29  DT = 1.36E+06  TIME = 8.38E+07
 N = 442  EMAX = 1.41E-01 FOR HSO     AT Z = 1.65E+06 U = 5.13E-25 RHS = 7.23E-26  DT = 1.50E+06  TIME = 8.81E+07
 RETRY TIME STEP BECAUSE EMAX=  0.416871279695167     
 N = 445  EMAX = 2.23E+00 FOR HSO     AT Z = 1.95E+06 U = 5.44E-29 RHS =-1.21E-28  DT = 7.43E+05  TIME = 9.04E+07
 RETRY TIME STEP BECAUSE EMAX=   2.22794754011786     
 N = 448  EMAX = 1.19E-01 FOR HSO     AT Z = 1.85E+06 U = 1.94E-28 RHS = 2.30E-29  DT = 5.00E+05  TIME = 9.09E+07
 N = 451  EMAX = 4.85E-02 FOR HSO     AT Z = 1.65E+06 U = 6.82E-25 RHS = 3.31E-26  DT = 1.27E+06  TIME = 9.31E+07
 N = 454  EMAX = 1.14E-01 FOR HSO     AT Z = 1.65E+06 U = 7.26E-25 RHS = 8.30E-26  DT = 1.53E+06  TIME = 9.73E+07
 N = 457  EMAX = 1.38E-01 FOR HSO     AT Z = 1.65E+06 U = 8.27E-25 RHS = 1.14E-25  DT = 1.85E+06  TIME = 1.02E+08
 N = 460  EMAX = 1.65E+00 FOR HSO     AT Z = 1.95E+06 U = 6.15E-29 RHS = 1.02E-28  DT = 2.02E+06  TIME = 1.09E+08
 RETRY TIME STEP BECAUSE EMAX=   1.65278377910964     
 N = 463  EMAX = 6.39E-02 FOR HSO     AT Z = 1.65E+06 U = 1.13E-24 RHS = 7.23E-26  DT = 1.44E+06  TIME = 1.10E+08
 N = 466  EMAX = 1.12E-01 FOR HSO     AT Z = 1.65E+06 U = 1.22E-24 RHS = 1.37E-25  DT = 2.06E+06  TIME = 1.15E+08
 N = 469  EMAX = 1.51E-01 FOR HSO     AT Z = 1.65E+06 U = 1.39E-24 RHS = 2.10E-25  DT = 2.25E+06  TIME = 1.22E+08
 N = 472  EMAX = 1.49E-01 FOR HSO     AT Z = 1.65E+06 U = 1.64E-24 RHS = 2.46E-25  DT = 2.72E+06  TIME = 1.29E+08
 N = 475  EMAX = 4.17E+02 FOR HSO     AT Z = 1.85E+06 U = 5.82E-28 RHS =-2.43E-25  DT = 2.96E+06  TIME = 1.38E+08
 RETRY TIME STEP BECAUSE EMAX=   417.435727486995     
 RETRY TIME STEP BECAUSE EMAX=   188.934518807948     
 RETRY TIME STEP BECAUSE EMAX=   1.02530990201373     
 N = 478  EMAX = 4.22E-01 FOR HSO     AT Z = 1.85E+06 U = 5.82E-28 RHS = 2.46E-28  DT = 3.70E+05  TIME = 1.36E+08
 RETRY TIME STEP BECAUSE EMAX=  0.421775784145386     
 RETRY TIME STEP BECAUSE EMAX=   1.35173148064623     
 RETRY TIME STEP BECAUSE EMAX=   1.99647479575036     
 N = 481  EMAX = 1.17E+00 FOR HSO     AT Z = 1.85E+06 U = 5.82E-28 RHS = 6.80E-28  DT = 4.63E+04  TIME = 1.35E+08
 RETRY TIME STEP BECAUSE EMAX=   1.16801860176446     
 N = 484  EMAX = 2.71E-02 FOR HSO     AT Z = 1.65E+06 U = 2.06E-24 RHS = 5.58E-26  DT = 7.52E+04  TIME = 1.35E+08
 N = 487  EMAX = 1.65E-02 FOR HSO     AT Z = 1.75E+06 U = 1.97E-26 RHS = 3.24E-28  DT = 2.54E+05  TIME = 1.36E+08
 N = 490  EMAX = 2.61E-02 FOR SO2     AT Z = 1.85E+06 U = 5.53E-18 RHS = 1.44E-19  DT = 8.57E+05  TIME = 1.37E+08
 N = 493  EMAX = 9.14E-01 FOR HSO     AT Z = 1.95E+06 U = 9.03E-29 RHS =-8.25E-29  DT = 1.16E+06  TIME = 1.40E+08
 RETRY TIME STEP BECAUSE EMAX=  0.913755995466296     
 RETRY TIME STEP BECAUSE EMAX=   1.88743033069230     
 N = 496  EMAX = 3.00E-01 FOR HSO     AT Z = 1.85E+06 U = 6.92E-28 RHS = 2.07E-28  DT = 2.60E+05  TIME = 1.40E+08
 N = 499  EMAX = 8.37E-02 FOR HSO     AT Z = 1.65E+06 U = 2.43E-24 RHS = 2.03E-25  DT = 5.15E+05  TIME = 1.41E+08
 N = 502  EMAX = 2.21E-02 FOR HSO     AT Z = 1.65E+06 U = 2.47E-24 RHS = 5.44E-26  DT = 9.35E+05  TIME = 1.42E+08
 N = 505  EMAX = 2.75E-01 FOR HSO     AT Z = 1.85E+06 U = 7.52E-28 RHS =-2.07E-28  DT = 1.64E+06  TIME = 1.46E+08
 RETRY TIME STEP BECAUSE EMAX=  0.503331519490431     
 N = 508  EMAX = 9.66E+02 FOR HSO     AT Z = 1.95E+06 U = 9.98E-29 RHS =-9.63E-26  DT = 9.60E+05  TIME = 1.48E+08
 RETRY TIME STEP BECAUSE EMAX=   965.607345430430     
 RETRY TIME STEP BECAUSE EMAX=   192.870660131558     
 RETRY TIME STEP BECAUSE EMAX=   8.30824422814108     
 N = 511  EMAX = 8.91E+00 FOR HSO     AT Z = 1.95E+06 U = 9.98E-29 RHS =-8.89E-28  DT = 1.20E+05  TIME = 1.47E+08
 RETRY TIME STEP BECAUSE EMAX=   8.90942521699668     
 RETRY TIME STEP BECAUSE EMAX=   150.314543370844     
 RETRY TIME STEP BECAUSE EMAX=  0.521749103417644     
 N = 514  EMAX = 5.17E-01 FOR HSO     AT Z = 1.85E+06 U = 5.22E-28 RHS = 2.70E-28  DT = 1.50E+04  TIME = 1.47E+08
 RETRY TIME STEP BECAUSE EMAX=  0.516702534203761     
 RETRY TIME STEP BECAUSE EMAX=  0.510711417030820     
 RETRY TIME STEP BECAUSE EMAX=  0.501089035709474     
 N = 517  EMAX = 4.84E-01 FOR HSO     AT Z = 1.85E+06 U = 5.22E-28 RHS = 2.53E-28  DT = 1.88E+03  TIME = 1.47E+08
 RETRY TIME STEP BECAUSE EMAX=  0.483657240926886     
 RETRY TIME STEP BECAUSE EMAX=  0.452361615675800     
 RETRY TIME STEP BECAUSE EMAX=  0.400519279550950     
 N = 520  EMAX = 3.26E-01 FOR HSO     AT Z = 1.85E+06 U = 5.22E-28 RHS = 1.70E-28  DT = 2.34E+02  TIME = 1.47E+08
 RETRY TIME STEP BECAUSE EMAX=  0.325838179164848     
 N = 523  EMAX = 4.82E-02 FOR HSO     AT Z = 1.85E+06 U = 6.90E-28 RHS = 3.32E-29  DT = 1.68E+02  TIME = 1.47E+08
 N = 526  EMAX = 1.79E-02 FOR HSO     AT Z = 1.85E+06 U = 7.70E-28 RHS = 1.38E-29  DT = 4.90E+02  TIME = 1.47E+08
 N = 529  EMAX = 1.70E-03 FOR HNO2    AT Z = 9.50E+05 U = 6.62E-15 RHS =-1.13E-17  DT = 9.80E+03  TIME = 1.47E+08
 N = 532  EMAX = 9.56E-03 FOR HSO     AT Z = 1.65E+06 U = 2.73E-24 RHS = 2.61E-26  DT = 7.84E+04  TIME = 1.47E+08
 N = 535  EMAX = 9.19E-03 FOR HSO     AT Z = 1.75E+06 U = 2.57E-26 RHS = 2.36E-28  DT = 3.53E+05  TIME = 1.48E+08
 RETRY TIME STEP BECAUSE EMAX=   3.30345805295918     
 N = 538  EMAX = 1.97E-01 FOR HSO     AT Z = 1.95E+06 U = 8.53E-29 RHS = 1.68E-29  DT = 1.43E+05  TIME = 1.48E+08
 N = 541  EMAX = 7.63E-03 FOR SO2     AT Z = 1.85E+06 U = 7.28E-18 RHS = 5.55E-20  DT = 5.58E+05  TIME = 1.49E+08
 N = 544  EMAX = 2.25E-01 FOR HSO     AT Z = 1.85E+06 U = 8.54E-28 RHS =-1.92E-28  DT = 1.13E+06  TIME = 1.51E+08
 RETRY TIME STEP BECAUSE EMAX=  0.331794344544332     
 RETRY TIME STEP BECAUSE EMAX=  0.330601894180112     
 N = 547  EMAX = 3.31E-01 FOR HSO     AT Z = 1.85E+06 U = 6.62E-28 RHS = 2.20E-28  DT = 2.54E+05  TIME = 1.52E+08
 RETRY TIME STEP BECAUSE EMAX=  0.331443592555276     
 RETRY TIME STEP BECAUSE EMAX=  0.325047514670516     
 RETRY TIME STEP BECAUSE EMAX=  0.320746197120469     
 N = 550  EMAX = 3.18E-01 FOR HSO     AT Z = 1.85E+06 U = 6.62E-28 RHS = 2.10E-28  DT = 3.18E+04  TIME = 1.51E+08
 RETRY TIME STEP BECAUSE EMAX=  0.317657705396059     
 RETRY TIME STEP BECAUSE EMAX=  0.314929293443654     
 RETRY TIME STEP BECAUSE EMAX=  0.311526721277545     
 N = 553  EMAX = 3.06E-01 FOR HSO     AT Z = 1.85E+06 U = 6.62E-28 RHS = 2.03E-28  DT = 3.97E+03  TIME = 1.51E+08
 RETRY TIME STEP BECAUSE EMAX=  0.305935711431057     
 N = 556  EMAX = 1.95E-03 FOR HSO     AT Z = 1.85E+06 U = 8.71E-28 RHS = 1.70E-30  DT = 1.49E+04  TIME = 1.51E+08
 N = 559  EMAX = 3.24E-03 FOR HSO     AT Z = 1.65E+06 U = 3.01E-24 RHS = 9.74E-27  DT = 6.70E+04  TIME = 1.51E+08
 N = 562  EMAX = 7.17E-03 FOR HSO     AT Z = 1.65E+06 U = 3.04E-24 RHS = 2.18E-26  DT = 5.36E+05  TIME = 1.52E+08
 N = 565  EMAX = 3.00E-02 FOR HSO     AT Z = 1.85E+06 U = 9.01E-28 RHS = 2.70E-29  DT = 1.81E+06  TIME = 1.54E+08
 N = 568  EMAX = 9.06E-02 FOR HSO     AT Z = 1.65E+06 U = 3.19E-24 RHS = 2.89E-25  DT = 3.36E+06  TIME = 1.62E+08
 N = 571  EMAX = 1.52E-01 FOR HSO     AT Z = 1.65E+06 U = 3.53E-24 RHS = 5.36E-25  DT = 3.66E+06  TIME = 1.73E+08
 N = 574  EMAX = 2.49E-01 FOR HSO     AT Z = 1.65E+06 U = 4.16E-24 RHS = 1.04E-24  DT = 3.99E+06  TIME = 1.85E+08
 RETRY TIME STEP BECAUSE EMAX=   2.38939792642832     
 RETRY TIME STEP BECAUSE EMAX=   5.47980729972934     
 N = 577  EMAX = 3.40E+00 FOR HSO     AT Z = 1.75E+06 U = 4.44E-26 RHS = 1.51E-25  DT = 8.97E+05  TIME = 1.86E+08
 RETRY TIME STEP BECAUSE EMAX=   3.40172692839668     
 RETRY TIME STEP BECAUSE EMAX=   1.81321308201746     
 RETRY TIME STEP BECAUSE EMAX=   2.92178945771979     
 N = 580  EMAX = 4.88E-01 FOR HSO     AT Z = 1.75E+06 U = 4.44E-26 RHS = 2.17E-26  DT = 1.12E+05  TIME = 1.85E+08
 RETRY TIME STEP BECAUSE EMAX=  0.488492128712459     
 N = 583  EMAX = 6.19E-03 FOR HSO     AT Z = 1.75E+06 U = 4.55E-26 RHS = 2.82E-28  DT = 1.12E+05  TIME = 1.85E+08
 N = 586  EMAX = 1.51E-02 FOR SO2     AT Z = 1.85E+06 U = 1.25E-17 RHS = 1.90E-19  DT = 6.73E+05  TIME = 1.86E+08
 N = 589  EMAX = 1.49E+02 FOR HSO     AT Z = 1.95E+06 U = 1.40E-28 RHS = 2.08E-26  DT = 1.36E+06  TIME = 1.89E+08
 RETRY TIME STEP BECAUSE EMAX=   148.799920271104     
 RETRY TIME STEP BECAUSE EMAX=   4.78873434328405     
 RETRY TIME STEP BECAUSE EMAX=   3.35569654292407     
 N = 592  EMAX = 1.10E-02 FOR HSO     AT Z = 1.65E+06 U = 5.02E-24 RHS = 5.51E-26  DT = 2.84E+05  TIME = 1.88E+08
 N = 595  EMAX = 1.72E-02 FOR H2CO    AT Z = 6.25E+06 U = 3.89E-14 RHS = 6.71E-16  DT = 1.70E+06  TIME = 1.90E+08
 N = 598  EMAX = 5.21E-02 FOR HSO     AT Z = 1.75E+06 U = 4.92E-26 RHS = 2.57E-27  DT = 2.68E+06  TIME = 1.96E+08
 N = 601  EMAX = 2.75E-01 FOR HSO     AT Z = 1.65E+06 U = 4.91E-24 RHS = 1.35E-24  DT = 3.13E+06  TIME = 2.05E+08
 N = 604  EMAX = 1.01E-01 FOR HSO     AT Z = 1.65E+06 U = 6.17E-24 RHS = 6.25E-25  DT = 4.48E+06  TIME = 2.17E+08
 N = 607  EMAX = 1.19E-01 FOR HSO     AT Z = 1.75E+06 U = 6.60E-26 RHS = 7.86E-27  DT = 5.42E+06  TIME = 2.32E+08
 N = 610  EMAX = 3.07E+02 FOR HSO     AT Z = 1.95E+06 U = 1.91E-28 RHS =-5.89E-26  DT = 5.91E+06  TIME = 2.50E+08
 RETRY TIME STEP BECAUSE EMAX=   307.491444859535     
 RETRY TIME STEP BECAUSE EMAX=   693.357710876507     
 N = 613  EMAX = 3.22E-02 FOR SO2     AT Z = 1.85E+06 U = 2.29E-17 RHS = 7.36E-19  DT = 2.13E+06  TIME = 2.46E+08
 N = 616  EMAX = 4.45E-02 FOR HSO     AT Z = 1.75E+06 U = 8.74E-26 RHS = 3.89E-27  DT = 5.41E+06  TIME = 2.56E+08
 N = 619  EMAX = 1.35E-01 FOR HSO     AT Z = 1.65E+06 U = 9.49E-24 RHS = 1.28E-24  DT = 7.73E+06  TIME = 2.76E+08
 RETRY TIME STEP BECAUSE EMAX=   1.41469300471413     
 RETRY TIME STEP BECAUSE EMAX=   9.62202582569362     
 N = 622  EMAX = 1.40E-01 FOR HSO     AT Z = 1.85E+06 U = 3.06E-27 RHS =-4.27E-28  DT = 1.93E+06  TIME = 2.78E+08
 N = 625  EMAX = 3.33E-02 FOR HSO     AT Z = 1.75E+06 U = 1.08E-25 RHS = 3.61E-27  DT = 3.39E+06  TIME = 2.84E+08
 N = 628  EMAX = 5.45E-02 FOR HSO     AT Z = 1.65E+06 U = 1.15E-23 RHS = 6.28E-25  DT = 5.34E+06  TIME = 2.96E+08
 N = 631  EMAX = 8.97E-02 FOR HSO     AT Z = 1.65E+06 U = 1.22E-23 RHS = 1.10E-24  DT = 9.92E+06  TIME = 3.18E+08
 N = 634  EMAX = 2.09E-01 FOR HSO     AT Z = 1.65E+06 U = 1.26E-23 RHS = 2.63E-24  DT = 1.08E+07  TIME = 3.50E+08
 N = 637  EMAX = 1.66E-01 FOR HSO     AT Z = 1.65E+06 U = 1.54E-23 RHS = 2.55E-24  DT = 1.18E+07  TIME = 3.86E+08
 N = 640  EMAX = 9.91E-02 FOR HSO     AT Z = 1.65E+06 U = 1.72E-23 RHS = 1.71E-24  DT = 1.85E+07  TIME = 4.28E+08
 N = 643  EMAX = 1.13E-01 FOR HSO     AT Z = 1.75E+06 U = 1.91E-25 RHS = 2.16E-26  DT = 2.24E+07  TIME = 4.89E+08
 RETRY TIME STEP BECAUSE EMAX=   8.22086065809125     
 N = 646  EMAX = 8.39E+00 FOR HSO     AT Z = 1.95E+06 U = 4.37E-28 RHS =-3.67E-27  DT = 1.11E+07  TIME = 5.24E+08
 RETRY TIME STEP BECAUSE EMAX=   8.38863911073070     
 RETRY TIME STEP BECAUSE EMAX=   30.7025428314887     
 RETRY TIME STEP BECAUSE EMAX=   431.725015062544     
 N = 649  EMAX = 1.86E+02 FOR HSO     AT Z = 1.95E+06 U = 4.37E-28 RHS = 8.14E-26  DT = 1.39E+06  TIME = 5.13E+08
 RETRY TIME STEP BECAUSE EMAX=   186.241094727342     
 N = 652  EMAX = 9.32E-03 FOR HSO     AT Z = 1.65E+06 U = 2.23E-23 RHS =-2.08E-25  DT = 2.20E+06  TIME = 5.14E+08
 RETRY TIME STEP BECAUSE EMAX=  0.320329041266754     
 N = 655  EMAX = 2.50E-01 FOR HSO     AT Z = 1.95E+06 U = 3.68E-28 RHS = 9.20E-29  DT = 8.91E+05  TIME = 5.16E+08
 N = 658  EMAX = 1.40E-01 FOR HSO     AT Z = 1.75E+06 U = 2.66E-25 RHS =-3.72E-26  DT = 4.01E+06  TIME = 5.26E+08
 N = 661  EMAX = 2.67E-02 FOR H2CO    AT Z = 6.35E+06 U = 1.52E-13 RHS = 4.05E-15  DT = 1.81E+07  TIME = 5.50E+08
 N = 664  EMAX = 5.75E-02 FOR HSO     AT Z = 1.75E+06 U = 2.36E-25 RHS = 1.35E-26  DT = 3.36E+07  TIME = 6.22E+08
 N = 667  EMAX = 6.03E-02 FOR HSO     AT Z = 1.75E+06 U = 2.50E-25 RHS = 1.51E-26  DT = 5.28E+07  TIME = 7.40E+08
 N = 670  EMAX = 5.42E-02 FOR H2CO    AT Z = 6.35E+06 U = 2.08E-13 RHS = 1.13E-14  DT = 9.81E+07  TIME = 9.51E+08
 N = 673  EMAX = 3.51E-02 FOR H2CO    AT Z = 6.35E+06 U = 2.27E-13 RHS = 7.96E-15  DT = 2.49E+08  TIME = 1.37E+09
 N = 676  EMAX = 1.32E-02 FOR H2SO4   AT Z = 2.05E+06 U = 2.09E-17 RHS =-2.75E-19  DT = 1.12E+09  TIME = 2.74E+09
 N = 679  EMAX = 8.41E-02 FOR HSO     AT Z = 1.95E+06 U = 5.09E-28 RHS = 4.29E-29  DT = 6.77E+09  TIME = 1.56E+10
 N = 682  EMAX = 2.62E-04 FOR HSO     AT Z = 1.55E+06 U = 2.65E-21 RHS =-6.93E-25  DT = 6.77E+12  TIME = 7.67E+11
 N = 685  EMAX = 6.47E-05 FOR SO2     AT Z = 2.15E+06 U = 4.81E-19 RHS = 3.11E-23  DT = 2.71E+14  TIME = 4.82E+13
 N = 688  EMAX = 3.02E-05 FOR HSO     AT Z = 1.75E+06 U = 2.89E-25 RHS = 8.72E-30  DT = 2.71E+17  TIME = 3.01E+16

Information on upper boundary conditions
BOVERH= 3.545E+13 VEFF(LH)=  4.033E+00 BOVERH2= 2.549E+13 VEFF(LH2)=  2.900E+00
BOVERCH4=  1.092E+13 VEFF(LCH4)=  1.242E+00 BOVERH2O-  1.052E+13 VEFF(LH2O)=  1.197E+00
VEFF(LO2)=  1.554E+00   VEFF(LCO2)=  9.104E-02


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 2.34E-12 0.00E+00 2.25E-15 0.00E+00 8.26E-13 1.94E-04 2.15E-05 2.97E-06 1.07E-05 1.58E-05 1.35E-06
   3.50E+05 5.11E-12 0.00E+00 5.48E-14 0.00E+00 4.16E-12 2.09E-04 2.63E-05 3.71E-06 1.34E-05 1.92E-05 2.13E-06
   6.50E+05 9.70E-12 0.00E+00 3.70E-13 0.00E+00 1.91E-11 2.22E-04 2.95E-05 4.34E-06 1.55E-05 2.18E-05 3.25E-06
   9.50E+05 1.65E-11 8.63-216 1.22E-12 4.14-215 7.83E-11 2.34E-04 3.21E-05 4.97E-06 1.73E-05 2.40E-05 5.00E-06
   1.25E+06 2.94E-11 2.72-130 2.80E-12 1.30-129 2.03E-10 2.47E-04 4.07E-05 5.84E-06 1.95E-05 2.62E-05 8.59E-06
   1.55E+06 6.64E-11 3.39E-86 7.65E-12 1.63E-85 6.38E-10 2.63E-04 8.05E-05 7.76E-06 2.28E-05 2.86E-05 2.06E-05
   1.85E+06 1.53E-10 2.59E-58 1.92E-11 1.24E-57 1.88E-09 2.89E-04 2.21E-04 1.22E-05 2.79E-05 3.14E-05 5.58E-05
   2.15E+06 2.86E-10 1.43E-40 3.64E-11 6.88E-40 4.20E-09 3.48E-04 6.85E-04 2.04E-05 3.32E-05 3.42E-05 1.22E-04
   2.45E+06 4.19E-10 2.83E-29 5.74E-11 1.36E-28 8.07E-09 4.43E-04 1.51E-03 2.99E-05 3.70E-05 3.63E-05 1.87E-04
   2.75E+06 5.44E-10 4.23E-22 8.44E-11 2.03E-21 1.51E-08 5.31E-04 2.27E-03 3.75E-05 3.93E-05 3.77E-05 2.34E-04
   3.05E+06 6.77E-10 1.52E-17 1.21E-10 7.28E-17 2.78E-08 5.98E-04 2.86E-03 4.30E-05 4.08E-05 3.86E-05 2.64E-04
   3.35E+06 8.39E-10 1.19E-14 1.69E-10 5.73E-14 4.88E-08 6.44E-04 3.27E-03 4.65E-05 4.17E-05 3.92E-05 2.82E-04
   3.65E+06 1.05E-09 8.43E-13 2.30E-10 4.05E-12 8.01E-08 6.69E-04 3.49E-03 4.84E-05 4.22E-05 3.95E-05 2.91E-04
   3.95E+06 1.32E-09 1.30E-11 3.01E-10 6.26E-11 1.39E-07 6.82E-04 3.60E-03 4.94E-05 4.25E-05 3.97E-05 2.95E-04
   4.25E+06 1.68E-09 7.73E-11 3.79E-10 3.71E-10 2.93E-07 6.87E-04 3.64E-03 4.98E-05 4.27E-05 3.98E-05 2.97E-04
   4.55E+06 2.16E-09 2.48E-10 4.62E-10 1.19E-09 6.33E-07 6.89E-04 3.66E-03 5.01E-05 4.28E-05 3.99E-05 2.98E-04
   4.85E+06 2.86E-09 5.37E-10 5.47E-10 2.58E-09 1.18E-06 6.91E-04 3.67E-03 5.02E-05 4.28E-05 3.99E-05 2.99E-04
   5.15E+06 3.90E-09 8.93E-10 6.34E-10 4.28E-09 1.83E-06 6.91E-04 3.68E-03 5.03E-05 4.28E-05 3.99E-05 2.99E-04
   5.45E+06 5.41E-09 1.30E-09 7.21E-10 6.00E-09 2.50E-06 6.92E-04 3.68E-03 5.04E-05 4.29E-05 3.99E-05 3.00E-04
   5.75E+06 7.49E-09 2.26E-09 8.08E-10 7.59E-09 3.11E-06 6.92E-04 3.69E-03 5.05E-05 4.29E-05 4.00E-05 3.00E-04
   6.05E+06 1.03E-08 5.60E-09 8.94E-10 8.99E-09 3.66E-06 6.92E-04 3.69E-03 5.05E-05 4.29E-05 4.00E-05 3.00E-04
   6.35E+06 1.40E-08 1.44E-08 9.76E-10 1.03E-08 4.14E-06 6.92E-04 3.69E-03 5.06E-05 4.29E-05 4.00E-05 3.00E-04
   6.65E+06 1.89E-08 3.28E-08 1.06E-09 1.16E-08 4.58E-06 6.93E-04 3.69E-03 5.06E-05 4.29E-05 4.00E-05 3.01E-04
   6.95E+06 2.44E-08 6.68E-08 1.13E-09 1.36E-08 5.00E-06 6.93E-04 3.69E-03 5.06E-05 4.29E-05 4.00E-05 3.01E-04
   7.25E+06 3.01E-08 1.25E-07 1.19E-09 1.70E-08 5.42E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   7.55E+06 3.54E-08 2.26E-07 1.24E-09 2.25E-08 5.84E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   7.85E+06 3.98E-08 4.13E-07 1.28E-09 3.22E-08 6.27E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   8.15E+06 4.31E-08 7.28E-07 1.31E-09 4.90E-08 6.67E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   8.45E+06 4.52E-08 1.14E-06 1.33E-09 7.16E-08 7.01E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   8.75E+06 4.65E-08 1.56E-06 1.34E-09 9.47E-08 7.26E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   9.05E+06 4.71E-08 1.92E-06 1.34E-09 1.15E-07 7.44E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   9.35E+06 4.75E-08 2.17E-06 1.34E-09 1.29E-07 7.54E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   9.65E+06 4.76E-08 2.33E-06 1.35E-09 1.38E-07 7.60E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04
   9.95E+06 4.77E-08 2.41E-06 1.35E-09 1.43E-07 7.63E-06 6.93E-04 3.69E-03 5.07E-05 4.29E-05 4.00E-05 3.01E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 2.78E-06 2.47E-09 6.60E-07 5.38E-62 2.95E-03 4.12E-06 1.90E-07 1.19E-08 5.01E-07 1.20E-10
   3.50E+05 0.00E+00 3.47E-06 5.41E-09 1.21E-06 1.81E-18 3.38E-03 5.58E-06 3.64E-07 3.05E-08 7.76E-07 4.59E-10
   6.50E+05 0.00E+00 4.04E-06 1.08E-08 2.12E-06 2.82E-11 3.73E-03 7.21E-06 6.33E-07 6.84E-08 1.13E-06 1.28E-07
   9.50E+05 1.55-212 4.62E-06 1.87E-08 3.41E-06 6.16E-10 4.05E-03 9.27E-06 9.74E-07 1.24E-07 1.62E-06 2.44E-09
   1.25E+06 4.89-127 5.41E-06 3.26E-08 5.67E-06 2.39E-09 4.36E-03 1.28E-05 1.48E-06 2.03E-07 2.44E-06 4.17E-09
   1.55E+06 6.11E-83 7.15E-06 6.92E-08 1.15E-05 1.02E-08 4.63E-03 2.24E-05 2.56E-06 3.70E-07 4.48E-06 7.91E-09
   1.85E+06 4.67E-55 1.11E-05 1.39E-07 2.28E-05 3.56E-08 4.85E-03 4.54E-05 4.09E-06 6.18E-07 8.04E-06 1.38E-08
   2.15E+06 2.58E-37 1.79E-05 2.15E-07 3.61E-05 8.47E-08 5.01E-03 8.59E-05 5.31E-06 8.43E-07 1.14E-05 1.98E-08
   2.45E+06 5.09E-26 2.55E-05 2.71E-07 4.70E-05 1.58E-07 5.12E-03 1.33E-04 6.03E-06 1.02E-06 1.32E-05 2.54E-08
   2.75E+06 7.62E-19 3.13E-05 3.12E-07 5.49E-05 2.58E-07 5.19E-03 1.71E-04 6.54E-06 1.18E-06 1.43E-05 3.15E-08
   3.05E+06 2.73E-14 3.54E-05 3.44E-07 6.10E-05 3.81E-07 5.23E-03 1.99E-04 6.95E-06 1.34E-06 1.51E-05 3.84E-08
   3.35E+06 2.15E-11 3.80E-05 3.71E-07 6.56E-05 5.21E-07 5.26E-03 2.17E-04 7.32E-06 1.50E-06 1.57E-05 4.61E-08
   3.65E+06 1.52E-09 3.95E-05 3.94E-07 6.91E-05 6.70E-07 5.27E-03 2.28E-04 7.64E-06 1.66E-06 1.63E-05 5.42E-08
   3.95E+06 2.35E-08 4.02E-05 4.14E-07 7.19E-05 8.21E-07 5.28E-03 2.33E-04 7.93E-06 1.80E-06 1.69E-05 6.23E-08
   4.25E+06 1.39E-07 4.05E-05 4.32E-07 7.42E-05 9.66E-07 5.29E-03 2.36E-04 8.18E-06 1.92E-06 1.74E-05 7.00E-08
   4.55E+06 4.47E-07 4.06E-05 4.47E-07 7.61E-05 1.10E-06 5.29E-03 2.38E-04 8.39E-06 2.03E-06 1.79E-05 7.71E-08
   4.85E+06 9.66E-07 4.07E-05 4.61E-07 7.77E-05 1.22E-06 5.30E-03 2.40E-04 8.58E-06 2.13E-06 1.83E-05 8.39E-08
