
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.561E+05 2.429E+19 1.376E+06 3.247E+08 1.122E+07 0.000E+00 8.931E-11 1.187E-09 9.468E-05 6.405E-06 4.879E-09 1.127E-02 5.100E+15 5.383E+07 1.529E-02
   1.500E+05 8.500E+05 2.209E+19 1.301E+06 2.078E+08 1.637E+07 0.000E+00 9.418E-11 1.347E-09 1.053E-04 6.879E-06 7.034E-09 6.983E-03 4.734E+15 5.034E+07 2.549E-02
   2.500E+05 7.536E+05 2.006E+19 1.178E+06 1.284E+08 2.420E+07 0.000E+00 9.984E-11 1.541E-09 1.150E-04 7.329E-06 1.049E-08 4.153E-03 4.383E+15 4.752E+07 4.251E-02
   3.500E+05 6.662E+05 1.816E+19 9.338E+05 7.323E+07 3.458E+07 0.000E+00 1.066E-10 1.783E-09 1.236E-04 7.768E-06 1.541E-08 2.262E-03 4.044E+15 4.330E+07 6.793E-02
   4.500E+05 5.875E+05 1.629E+19 7.872E+05 4.824E+07 4.620E+07 0.000E+00 1.147E-10 2.090E-09 1.325E-04 8.209E-06 2.140E-08 1.417E-03 3.691E+15 4.363E+07 1.015E-01
   5.500E+05 5.168E+05 1.464E+19 5.942E+05 2.850E+07 6.284E+07 0.000E+00 1.245E-10 2.486E-09 1.416E-04 8.668E-06 3.031E-08 7.832E-04 3.371E+15 4.145E+07 1.534E-01
   6.500E+05 4.533E+05 1.318E+19 3.930E+05 1.486E+07 8.699E+07 0.000E+00 1.368E-10 3.015E-09 1.518E-04 9.176E-06 4.350E-08 3.740E-04 3.077E+15 3.782E+07 2.345E-01
   7.500E+05 3.962E+05 1.182E+19 2.385E+05 7.364E+06 1.191E+08 0.000E+00 1.528E-10 3.747E-09 1.648E-04 9.776E-06 6.111E-08 1.662E-04 2.793E+15 3.476E+07 3.543E-01
   8.500E+05 3.451E+05 1.058E+19 1.279E+05 3.382E+06 1.593E+08 0.000E+00 1.738E-10 4.781E-09 1.828E-04 1.053E-05 8.238E-08 6.685E-05 2.521E+15 3.181E+07 5.240E-01
   9.500E+05 2.989E+05 9.624E+18 3.316E+04 7.858E+05 2.137E+08 2.088-225 2.020E-10 6.261E-09 2.082E-04 1.151E-05 1.066E-07 1.304E-05 2.304E+15 2.323E+07 7.554E-01
   1.050E+06 2.568E+05 8.857E+18 3.149E+03 6.964E+04 2.880E+08 7.814-185 2.407E-10 8.436E-09 2.490E-04 1.291E-05 1.306E-07 9.321E-07 2.120E+15 1.215E+07 1.068E+00
   1.150E+06 2.194E+05 7.567E+18 4.391E+03 8.798E+04 3.764E+08 3.783-163 2.952E-10 1.169E-08 3.352E-04 1.499E-05 1.484E-07 9.944E-07 1.811E+15 1.425E+07 1.635E+00
   1.250E+06 1.874E+05 6.465E+18 6.216E+03 1.173E+05 4.695E+08 2.292-144 3.650E-10 1.608E-08 4.972E-04 1.801E-05 1.461E-07 1.128E-06 1.546E+15 1.981E+07 2.386E+00
   1.350E+06 1.601E+05 5.524E+18 8.172E+03 1.638E+05 5.060E+08 6.751-128 4.454E-10 2.154E-08 7.810E-04 2.212E-05 1.173E-07 1.377E-06 1.320E+15 2.926E+07 3.010E+00
   1.450E+06 1.368E+05 4.720E+18 9.264E+03 2.282E+05 4.549E+08 3.057-113 5.271E-10 2.785E-08 1.175E-03 2.685E-05 8.204E-08 1.736E-06 1.127E+15 4.178E+07 3.166E+00
   1.550E+06 1.169E+05 4.033E+18 8.879E+03 3.014E+05 3.531E+08 4.595-100 6.041E-10 3.486E-08 1.598E-03 3.144E-05 5.479E-08 2.144E-06 9.615E+14 5.482E+07 2.876E+00
   1.650E+06 9.993E+04 3.447E+18 7.403E+03 3.723E+05 2.487E+08 3.328E-88 6.756E-10 4.258E-08 1.981E-03 3.536E-05 3.643E-08 2.537E-06 8.205E+14 6.645E+07 2.371E+00
   1.750E+06 8.540E+04 2.946E+18 5.639E+03 4.308E+05 1.676E+08 1.355E-77 7.434E-10 5.101E-08 2.301E-03 3.852E-05 2.474E-08 2.867E-06 7.003E+14 7.592E+07 1.870E+00
   1.850E+06 7.298E+04 2.517E+18 4.107E+03 4.724E+05 1.122E+08 3.405E-68 8.099E-10 6.014E-08 2.561E-03 4.100E-05 1.741E-08 3.120E-06 5.979E+14 8.321E+07 1.464E+00
   1.950E+06 6.238E+04 2.152E+18 2.956E+03 4.966E+05 7.637E+07 6.047E-60 8.777E-10 6.996E-08 2.773E-03 4.295E-05 1.280E-08 3.300E-06 5.107E+14 8.859E+07 1.166E+00
   2.050E+06 5.332E+04 1.839E+18 2.143E+03 5.057E+05 5.342E+07 9.191E-53 9.485E-10 8.043E-08 2.949E-03 4.453E-05 9.851E-09 3.419E-06 4.363E+14 9.245E+07 9.545E-01
   2.150E+06 4.557E+04 1.572E+18 1.573E+03 5.029E+05 3.837E+07 1.510E-46 1.024E-09 9.152E-08 3.098E-03 4.582E-05 7.879E-09 3.495E-06 3.728E+14 9.512E+07 8.020E-01
   2.250E+06 3.896E+04 1.344E+18 1.168E+03 4.912E+05 2.811E+07 3.444E-41 1.105E-09 1.032E-07 3.226E-03 4.689E-05 6.487E-09 3.542E-06 3.186E+14 9.683E+07 6.874E-01
   2.350E+06 3.330E+04 1.149E+18 8.722E+02 4.733E+05 2.084E+07 1.394E-36 1.191E-09 1.155E-07 3.335E-03 4.780E-05 5.439E-09 3.568E-06 2.724E+14 9.772E+07 5.960E-01
   2.450E+06 2.847E+04 9.820E+17 6.510E+02 4.510E+05 1.550E+07 1.256E-32 1.285E-09 1.283E-07 3.430E-03 4.857E-05 4.602E-09 3.580E-06 2.328E+14 9.784E+07 5.186E-01
   2.550E+06 2.434E+04 8.395E+17 4.834E+02 4.259E+05 1.151E+07 3.090E-29 1.386E-09 1.416E-07 3.512E-03 4.923E-05 3.902E-09 3.582E-06 1.990E+14 9.724E+07 4.503E-01
   2.650E+06 2.081E+04 7.178E+17 3.560E+02 3.990E+05 8.490E+06 2.484E-26 1.496E-09 1.555E-07 3.582E-03 4.979E-05 3.302E-09 3.574E-06 1.702E+14 9.596E+07 3.886E-01
   2.750E+06 1.779E+04 6.137E+17 2.598E+02 3.711E+05 6.221E+06 7.627E-24 1.616E-09 1.699E-07 3.642E-03 5.026E-05 2.783E-09 3.560E-06 1.455E+14 9.408E+07 3.331E-01
   2.850E+06 1.521E+04 5.248E+17 1.880E+02 3.428E+05 4.529E+06 1.025E-21 1.746E-09 1.846E-07 3.693E-03 5.066E-05 2.336E-09 3.538E-06 1.244E+14 9.171E+07 2.835E-01
