
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.550E+05 2.401E+19 3.362E+05 7.049E-10 2.535E+06 0.000E+00 4.085E-26 2.142E-27 6.505E-06 2.220E-06 1.623E-08 1.371E-02 5.041E+18 1.209E+06 3.112E-03
   1.500E+05 8.471E+05 2.179E+19 2.531E+05 9.260E-09 2.905E+06 0.000E+00 6.708E-25 4.954E-26 6.947E-06 2.398E-06 1.919E-08 8.579E-03 4.575E+18 1.272E+06 4.103E-03
   2.500E+05 7.494E+05 1.973E+19 1.825E+05 9.671E-08 3.344E+06 0.000E+00 9.402E-24 9.420E-25 7.277E-06 2.558E-06 2.329E-08 5.204E-03 4.143E+18 1.334E+06 5.359E-03
   3.500E+05 6.610E+05 1.782E+19 1.175E+05 7.557E-07 3.754E+06 0.000E+00 1.120E-22 1.453E-23 7.453E-06 2.703E-06 2.826E-08 2.920E-03 3.743E+18 1.356E+06 6.764E-03
   4.500E+05 5.812E+05 1.606E+19 6.796E+04 4.472E-06 4.064E+06 0.000E+00 1.129E-21 1.806E-22 7.501E-06 2.833E-06 3.374E-08 1.542E-03 3.373E+18 1.357E+06 8.174E-03
   5.500E+05 5.095E+05 1.443E+19 3.581E+04 2.031E-05 4.234E+06 0.000E+00 9.583E-21 1.813E-21 7.453E-06 2.952E-06 3.935E-08 7.761E-04 3.031E+18 1.321E+06 9.462E-03
   6.500E+05 4.451E+05 1.294E+19 1.708E+04 7.047E-05 4.254E+06 0.000E+00 6.845E-20 1.480E-20 7.329E-06 3.061E-06 4.486E-08 3.681E-04 2.717E+18 1.203E+06 1.055E-02
   7.500E+05 3.875E+05 1.157E+19 7.301E+03 1.854E-04 4.143E+06 0.000E+00 4.126E-19 9.913E-20 7.130E-06 3.161E-06 5.024E-08 1.617E-04 2.429E+18 1.021E+06 1.140E-02
   8.500E+05 3.361E+05 1.031E+19 2.728E+03 3.624E-04 3.940E+06 0.000E+00 2.110E-18 5.517E-19 6.868E-06 3.254E-06 5.566E-08 6.373E-05 2.165E+18 8.844E+05 1.204E-02
   9.500E+05 2.904E+05 9.156E+18 8.367E+02 4.943E-04 3.696E+06 0.000E+00 9.225E-18 2.582E-18 6.563E-06 3.340E-06 6.150E-08 2.091E-05 1.923E+18 8.207E+05 1.257E-02
   1.050E+06 2.498E+05 8.107E+18 1.629E+02 3.578E-04 3.523E+06 0.000E+00 3.482E-17 1.030E-17 6.204E-06 3.422E-06 7.005E-08 4.287E-06 1.703E+18 7.691E+05 1.337E-02
   1.150E+06 2.140E+05 7.152E+18 1.675E+02 1.089E-03 3.637E+06 0.000E+00 1.147E-16 3.549E-17 5.805E-06 3.500E-06 8.759E-08 4.291E-06 1.502E+18 7.005E+05 1.544E-02
   1.250E+06 1.829E+05 6.116E+18 2.100E+02 2.829E-03 4.549E+06 0.000E+00 3.354E-16 1.075E-16 5.917E-06 3.574E-06 1.257E-07 4.302E-06 1.285E+18 5.218E+05 2.257E-02
   1.350E+06 1.563E+05 5.227E+18 2.974E+02 6.420E-03 6.410E+06 0.000E+00 8.624E-16 2.842E-16 6.042E-06 3.644E-06 2.030E-07 4.322E-06 1.098E+18 3.711E+05 3.722E-02
   1.450E+06 1.336E+05 4.468E+18 4.339E+02 1.310E-02 9.277E+06 0.000E+00 2.003E-15 6.730E-16 6.191E-06 3.713E-06 3.354E-07 4.357E-06 9.383E+17 3.021E+05 6.302E-02
   1.550E+06 1.142E+05 3.819E+18 6.093E+02 2.462E-02 1.288E+07 0.000E+00 4.301E-15 1.463E-15 6.383E-06 3.780E-06 5.284E-07 4.407E-06 8.020E+17 2.802E+05 1.024E-01
   1.650E+06 9.763E+04 3.264E+18 8.181E+02 4.344E-02 1.704E+07 0.000E+00 8.698E-15 2.975E-15 6.645E-06 3.849E-06 7.856E-07 4.473E-06 6.856E+17 2.791E+05 1.584E-01
   1.750E+06 8.346E+04 2.790E+18 1.053E+03 7.299E-02 2.156E+07 0.000E+00 1.679E-14 5.746E-15 7.008E-06 3.921E-06 1.102E-06 4.552E-06 5.860E+17 2.914E+05 2.344E-01
   1.850E+06 7.135E+04 2.385E+18 1.316E+03 1.182E-01 2.641E+07 0.000E+00 3.124E-14 1.067E-14 7.506E-06 3.998E-06 1.475E-06 4.642E-06 5.010E+17 3.154E+05 3.360E-01
   1.950E+06 6.100E+04 2.039E+18 1.609E+03 1.868E-01 3.163E+07 0.000E+00 5.645E-14 1.932E-14 8.180E-06 4.081E-06 1.896E-06 4.741E-06 4.283E+17 3.520E+05 4.706E-01
   2.050E+06 5.215E+04 1.744E+18 1.938E+03 2.921E-01 3.727E+07 0.000E+00 9.965E-14 3.459E-14 9.074E-06 4.172E-06 2.356E-06 4.843E-06 3.662E+17 4.038E+05 6.487E-01
   2.150E+06 4.460E+04 1.485E+18 2.326E+03 4.575E-01 4.376E+07 0.000E+00 1.727E-13 6.225E-14 1.033E-05 4.273E-06 2.853E-06 4.949E-06 3.118E+17 4.790E+05 8.962E-01
   2.250E+06 3.818E+04 1.265E+18 2.785E+03 7.282E-01 5.124E+07 0.000E+00 2.945E-13 1.138E-13 1.195E-05 4.386E-06 3.389E-06 5.057E-06 2.657E+17 5.801E+05 1.234E+00
   2.350E+06 3.270E+04 1.079E+18 3.332E+03 1.183E+00 5.996E+07 0.000E+00 4.956E-13 2.123E-13 1.402E-05 4.513E-06 3.963E-06 5.166E-06 2.265E+17 7.146E+05 1.697E+00
   2.450E+06 2.803E+04 9.206E+17 3.983E+03 1.952E+00 7.014E+07 0.000E+00 8.236E-13 4.019E-13 1.665E-05 4.658E-06 4.575E-06 5.276E-06 1.933E+17 8.921E+05 2.331E+00
   2.550E+06 2.405E+04 7.862E+17 4.760E+03 3.231E+00 8.203E+07 0.000E+00 1.351E-12 7.629E-13 1.999E-05 4.827E-06 5.220E-06 5.388E-06 1.651E+17 1.125E+06 3.199E+00
   2.650E+06 2.064E+04 6.719E+17 5.690E+03 5.303E+00 9.596E+07 0.000E+00 2.182E-12 1.435E-12 2.426E-05 5.026E-06 5.887E-06 5.501E-06 1.411E+17 1.431E+06 4.387E+00
   2.750E+06 1.773E+04 5.747E+17 6.788E+03 8.563E+00 1.121E+08 0.000E+00 3.465E-12 2.653E-12 2.976E-05 5.263E-06 6.553E-06 5.616E-06 1.207E+17 1.830E+06 6.003E+00
   2.850E+06 1.525E+04 4.919E+17 8.066E+03 1.355E+01 1.304E+08 0.000E+00 5.392E-12 4.807E-12 3.688E-05 5.550E-06 7.188E-06 5.731E-06 1.033E+17 2.348E+06 8.176E+00
   2.950E+06 1.312E+04 4.213E+17 9.533E+03 2.101E+01 1.509E+08 4.938-288 8.211E-12 8.524E-12 4.615E-05 5.900E-06 7.762E-06 5.850E-06 8.847E+16 3.014E+06 1.107E+01
   3.050E+06 1.129E+04 3.611E+17 1.117E+04 3.188E+01 1.732E+08 1.081-249 1.222E-11 1.479E-11 5.823E-05 6.330E-06 8.233E-06 5.969E-06 7.583E+16 3.863E+06 1.484E+01
   3.150E+06 9.729E+03 3.098E+17 1.292E+04 4.727E+01 1.963E+08 8.387-217 1.775E-11 2.506E-11 7.401E-05 6.859E-06 8.562E-06 6.089E-06 6.504E+16 4.930E+06 1.965E+01
   3.250E+06 8.388E+03 2.659E+17 1.470E+04 6.826E+01 2.189E+08 1.438-188 2.516E-11 4.135E-11 9.455E-05 7.508E-06 8.706E-06 6.208E-06 5.583E+16 6.247E+06 2.558E+01
   3.350E+06 7.240E+03 2.271E+17 1.624E+04 9.507E+01 2.368E+08 2.622-164 3.476E-11 6.618E-11 1.214E-04 8.294E-06 8.587E-06 6.327E-06 4.767E+16 7.780E+06 3.256E+01
   3.450E+06 6.260E+03 1.940E+17 1.746E+04 1.276E+02 2.496E+08 1.448-143 4.666E-11 1.021E-10 1.557E-04 9.224E-06 8.265E-06 6.443E-06 4.073E+16 9.527E+06 4.037E+01
   3.550E+06 5.422E+03 1.661E+17 1.841E+04 1.649E+02 2.582E+08 8.032-126 6.087E-11 1.515E-10 1.989E-04 1.031E-05 7.818E-06 6.555E-06 3.486E+16 1.148E+07 4.904E+01
   3.650E+06 4.704E+03 1.424E+17 1.917E+04 2.056E+02 2.642E+08 1.296-110 7.734E-11 2.168E-10 2.540E-04 1.155E-05 7.306E-06 6.660E-06 2.990E+16 1.362E+07 5.879E+01
   3.750E+06 4.088E+03 1.223E+17 1.981E+04 2.477E+02 2.687E+08 1.480E-97 9.590E-11 2.997E-10 3.247E-04 1.296E-05 6.765E-06 6.757E-06 2.569E+16 1.593E+07 6.992E+01
   3.850E+06 3.559E+03 1.053E+17 2.035E+04 2.895E+02 2.721E+08 2.520E-86 1.163E-10 4.017E-10 4.156E-04 1.456E-05 6.218E-06 6.844E-06 2.211E+16 1.834E+07 8.265E+01
   3.950E+06 3.103E+03 9.079E+16 2.077E+04 3.293E+02 2.742E+08 1.197E-76 1.381E-10 5.239E-10 5.309E-04 1.634E-05 5.689E-06 6.922E-06 1.906E+16 2.072E+07 9.702E+01
