 Gaussian points = 8
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-005  CO2 =   4.000000000000000E-004
 
    CH4 =   2.590435860605555E-009
 Standard CH3CL flux =  2.800E+08

 PO2= 7.417E-04  PNO= 2.805E-03  ZAPNO= 2.964E+02
 N= 3     X= 1.22526E-01  ERR= 5.46052E-08

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
   4.55E+06 1.53E-06 4.53E-05 5.15E-07 8.63E-05 1.65E-06 5.35E-03 2.66E-04 9.38E-06 2.57E-06 2.02E-05 1.19E-07
   4.85E+06 2.16E-06 4.53E-05 5.18E-07 8.67E-05 1.70E-06 5.35E-03 2.66E-04 9.43E-06 2.60E-06 2.03E-05 1.21E-07
   5.15E+06 2.75E-06 4.53E-05 5.22E-07 8.71E-05 1.74E-06 5.36E-03 2.67E-04 9.46E-06 2.62E-06 2.05E-05 1.23E-07
   5.45E+06 3.26E-06 4.54E-05 5.25E-07 8.74E-05 1.78E-06 5.36E-03 2.67E-04 9.49E-06 2.64E-06 2.05E-05 1.25E-07
   5.75E+06 3.68E-06 4.54E-05 5.27E-07 8.77E-05 1.80E-06 5.36E-03 2.67E-04 9.52E-06 2.65E-06 2.06E-05 1.26E-07
   6.05E+06 4.01E-06 4.54E-05 5.29E-07 8.79E-05 1.82E-06 5.36E-03 2.68E-04 9.53E-06 2.66E-06 2.06E-05 1.27E-07
   6.35E+06 4.25E-06 4.54E-05 5.30E-07 8.80E-05 1.83E-06 5.36E-03 2.68E-04 9.54E-06 2.66E-06 2.07E-05 1.27E-07
   6.65E+06 4.43E-06 4.54E-05 5.30E-07 8.81E-05 1.84E-06 5.36E-03 2.68E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   6.95E+06 4.55E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   7.25E+06 4.64E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   7.55E+06 4.70E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   7.85E+06 4.74E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   8.15E+06 4.77E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   8.45E+06 4.78E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   8.75E+06 4.79E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.05E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.35E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.65E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.95E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 7.84E-06 1.80E-03 2.74E-04 2.36E-03 4.85E-03 3.02E-04 1.14E-03 3.32E-07
   3.50E+05 8.04E-06 2.00E-03 3.18E-04 2.51E-03 5.67E-03 3.36E-04 1.49E-03 3.52E-07
   6.50E+05 8.30E-06 1.77E-03 3.12E-04 2.50E-03 5.37E-03 4.33E-04 3.14E-03 8.04E-07
   9.50E+05 8.63E-06 2.12E-03 3.50E-04 2.64E-03 6.24E-03 3.72E-04 1.91E-03 4.18E-07
   1.25E+06 9.12E-06 2.12E-03 3.59E-04 2.70E-03 6.34E-03 4.14E-04 2.49E-03 4.67E-07
   1.55E+06 9.48E-06 2.11E-03 3.65E-04 2.74E-03 6.38E-03 4.42E-04 2.96E-03 5.10E-07
   1.85E+06 9.74E-06 2.10E-03 3.67E-04 2.74E-03 6.39E-03 4.53E-04 3.17E-03 5.48E-07
   2.15E+06 9.93E-06 2.10E-03 3.67E-04 2.75E-03 6.38E-03 4.57E-04 3.26E-03 5.81E-07
   2.45E+06 1.01E-05 2.09E-03 3.66E-04 2.75E-03 6.37E-03 4.59E-04 3.31E-03 6.11E-07
   2.75E+06 1.02E-05 2.09E-03 3.66E-04 2.75E-03 6.36E-03 4.60E-04 3.33E-03 6.40E-07
   3.05E+06 1.04E-05 2.09E-03 3.66E-04 2.75E-03 6.36E-03 4.60E-04 3.34E-03 6.68E-07
   3.35E+06 1.05E-05 2.09E-03 3.66E-04 2.75E-03 6.36E-03 4.60E-04 3.35E-03 6.94E-07
   3.65E+06 1.06E-05 2.09E-03 3.66E-04 2.75E-03 6.36E-03 4.61E-04 3.36E-03 7.16E-07
   3.95E+06 1.07E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 7.36E-07
   4.25E+06 1.07E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 7.52E-07
   4.55E+06 1.08E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 7.66E-07
   4.85E+06 1.08E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 7.77E-07
   5.15E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 7.85E-07
   5.45E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 7.92E-07
   5.75E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 7.97E-07
   6.05E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.00E-07
   6.35E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.02E-07
   6.65E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.03E-07
   6.95E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.03E-07
   7.25E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   7.55E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   7.85E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   8.15E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   8.45E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   8.75E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   9.05E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   9.35E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   9.65E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07
   9.95E+06 1.09E-05 2.09E-03 3.66E-04 2.75E-03 6.35E-03 4.61E-04 3.36E-03 8.04E-07

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 2.26E-02 2.49E-04 2.58E-03 4.04E-05 9.22E-05 4.72E-04 4.53E-07 2.42E-07
   3.50E+05 2.29E-02 2.77E-04 3.13E-03 4.12E-05 9.48E-05 6.02E-04 5.19E-07 2.60E-07
   6.50E+05 2.25E-02 3.45E-04 3.78E-03 4.24E-05 9.80E-05 6.97E-04 5.73E-07 2.85E-07
   9.50E+05 2.28E-02 3.05E-04 3.60E-03 4.39E-05 1.03E-04 7.76E-04 6.22E-07 3.20E-07
   1.25E+06 2.27E-02 3.34E-04 3.91E-03 4.77E-05 1.16E-04 8.89E-04 6.70E-07 3.76E-07
   1.55E+06 2.26E-02 3.54E-04 4.14E-03 4.99E-05 1.26E-04 9.92E-04 7.10E-07 4.27E-07
   1.85E+06 2.25E-02 3.62E-04 4.24E-03 5.10E-05 1.30E-04 1.07E-03 7.40E-07 4.70E-07
   2.15E+06 2.25E-02 3.65E-04 4.27E-03 5.15E-05 1.32E-04 1.13E-03 7.61E-07 5.09E-07
   2.45E+06 2.25E-02 3.66E-04 4.29E-03 5.18E-05 1.33E-04 1.17E-03 7.76E-07 5.45E-07
   2.75E+06 2.25E-02 3.66E-04 4.30E-03 5.21E-05 1.34E-04 1.20E-03 7.86E-07 5.78E-07
   3.05E+06 2.25E-02 3.67E-04 4.30E-03 5.23E-05 1.35E-04 1.22E-03 7.92E-07 6.09E-07
   3.35E+06 2.25E-02 3.67E-04 4.30E-03 5.24E-05 1.35E-04 1.23E-03 7.96E-07 6.38E-07
   3.65E+06 2.25E-02 3.67E-04 4.30E-03 5.27E-05 1.36E-04 1.24E-03 7.98E-07 6.64E-07
   3.95E+06 2.25E-02 3.67E-04 4.30E-03 5.32E-05 1.36E-04 1.25E-03 8.00E-07 6.88E-07
   4.25E+06 2.25E-02 3.67E-04 4.30E-03 5.40E-05 1.36E-04 1.25E-03 8.00E-07 7.09E-07
   4.55E+06 2.25E-02 3.67E-04 4.30E-03 5.50E-05 1.36E-04 1.25E-03 8.01E-07 7.28E-07
   4.85E+06 2.25E-02 3.67E-04 4.30E-03 5.60E-05 1.36E-04 1.25E-03 8.01E-07 7.44E-07
   5.15E+06 2.25E-02 3.67E-04 4.30E-03 5.69E-05 1.37E-04 1.25E-03 8.02E-07 7.59E-07
   5.45E+06 2.25E-02 3.67E-04 4.31E-03 5.77E-05 1.37E-04 1.25E-03 8.02E-07 7.72E-07
   5.75E+06 2.25E-02 3.67E-04 4.31E-03 5.83E-05 1.37E-04 1.25E-03 8.02E-07 7.82E-07
   6.05E+06 2.25E-02 3.67E-04 4.31E-03 5.89E-05 1.37E-04 1.25E-03 8.02E-07 7.91E-07
   6.35E+06 2.25E-02 3.67E-04 4.31E-03 5.93E-05 1.37E-04 1.26E-03 8.02E-07 7.96E-07
   6.65E+06 2.25E-02 3.67E-04 4.31E-03 5.96E-05 1.37E-04 1.26E-03 8.02E-07 8.00E-07
   6.95E+06 2.25E-02 3.67E-04 4.31E-03 5.98E-05 1.37E-04 1.26E-03 8.02E-07 8.02E-07
   7.25E+06 2.25E-02 3.67E-04 4.31E-03 6.00E-05 1.37E-04 1.26E-03 8.02E-07 8.03E-07
   7.55E+06 2.25E-02 3.67E-04 4.31E-03 6.01E-05 1.37E-04 1.26E-03 8.02E-07 8.03E-07
   7.85E+06 2.25E-02 3.67E-04 4.31E-03 6.02E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
   8.15E+06 2.25E-02 3.67E-04 4.31E-03 6.02E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
   8.45E+06 2.25E-02 3.67E-04 4.31E-03 6.03E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
   8.75E+06 2.25E-02 3.67E-04 4.31E-03 6.03E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
   9.05E+06 2.25E-02 3.67E-04 4.31E-03 6.03E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
   9.35E+06 2.25E-02 3.67E-04 4.31E-03 6.03E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
   9.65E+06 2.25E-02 3.67E-04 4.31E-03 6.03E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
   9.95E+06 2.25E-02 3.67E-04 4.31E-03 6.03E-05 1.37E-04 1.26E-03 8.02E-07 8.04E-07
 N =   1  EMAX = 2.90E-11 FOR HO2     AT Z = 6.55E+06 U = 4.26E-14 RHS = 1.24E-24  DT = 1.00E-07  TIME = 1.00E-08
 N =   4  EMAX = 2.90E-08 FOR HO2     AT Z = 6.55E+06 U = 4.26E-14 RHS = 1.24E-21  DT = 1.00E-04  TIME = 1.11E-05
 N =   7  EMAX = 2.63E-05 FOR HO2     AT Z = 6.55E+06 U = 4.26E-14 RHS = 1.12E-18  DT = 1.00E-01  TIME = 1.11E-02
 N =  10  EMAX = 3.39E-04 FOR NO3     AT Z = 6.95E+06 U = 5.78E-23 RHS = 1.96E-26  DT = 1.00E+02  TIME = 1.11E+01
 N =  13  EMAX = 1.05E-03 FOR HO2NO2  AT Z = 4.85E+06 U = 8.56E-20 RHS = 8.96E-23  DT = 5.00E+04  TIME = 1.11E+04
 N =  16  EMAX = 5.47E-04 FOR H2CO    AT Z = 6.45E+06 U = 8.12E-20 RHS = 4.44E-23  DT = 5.00E+07  TIME = 5.56E+06
 N =  19  EMAX = 5.64E-04 FOR SO2     AT Z = 4.05E+06 U = 1.43E-18 RHS =-8.05E-22  DT = 5.00E+10  TIME = 5.56E+09
 N =  22  EMAX = 3.67E-05 FOR H2CO    AT Z = 3.45E+06 U = 1.64E-16 RHS =-6.03E-21  DT = 5.00E+13  TIME = 5.56E+12
 N =  25  EMAX = 3.09E-06 FOR CH3CL   AT Z = 2.75E+06 U = 1.07E-22 RHS =-3.31E-28  DT = 5.00E+16  TIME = 5.56E+15

Information on upper boundary conditions
BOVERH= 3.545E+13 VEFF(LH)=  4.016E+00 BOVERH2= 2.549E+13 VEFF(LH2)=  2.888E+00
BOVERCH4=  1.092E+13 VEFF(LCH4)=  1.237E+00 BOVERH2O-  1.052E+13 VEFF(LH2O)=  1.192E+00
VEFF(LO2)=  1.633E+00   VEFF(LCO2)=  9.555E-02


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 4.78E-10 0.00E+00 9.55E-11 0.00E+00 2.20E-08 2.95E-04 8.39E-04 2.11E-05 2.13E-05 1.97E-05 1.65E-04
   3.50E+05 5.29E-10 0.00E+00 1.13E-10 0.00E+00 2.93E-08 3.46E-04 1.14E-03 2.44E-05 2.74E-05 2.44E-05 1.70E-04
   6.50E+05 6.12E-10 0.00E+00 1.42E-10 0.00E+00 4.23E-08 3.87E-04 1.37E-03 2.71E-05 3.17E-05 2.78E-05 1.76E-04
   9.50E+05 7.49E-10 4.72-108 1.86E-10 1.31-109 6.33E-08 4.27E-04 1.59E-03 3.00E-05 3.52E-05 3.06E-05 1.88E-04
   1.25E+06 1.01E-09 4.83E-69 2.54E-10 1.34E-70 9.70E-08 5.11E-04 2.21E-03 3.73E-05 3.87E-05 3.35E-05 2.35E-04
   1.55E+06 1.33E-09 1.83E-46 3.29E-10 5.07E-48 1.37E-07 5.97E-04 2.90E-03 4.42E-05 4.19E-05 3.61E-05 2.73E-04
   1.85E+06 1.70E-09 2.47E-32 4.06E-10 7.45E-34 1.80E-07 6.56E-04 3.38E-03 4.84E-05 4.46E-05 3.82E-05 2.89E-04
   2.15E+06 2.18E-09 1.87E-23 4.84E-10 9.12E-25 2.26E-07 6.97E-04 3.70E-03 5.10E-05 4.67E-05 3.98E-05 2.95E-04
   2.45E+06 2.85E-09 7.53E-18 5.62E-10 7.42E-19 2.74E-07 7.25E-04 3.93E-03 5.28E-05 4.82E-05 4.09E-05 2.98E-04
   2.75E+06 3.83E-09 2.71E-14 6.41E-10 4.41E-15 3.23E-07 7.45E-04 4.09E-03 5.39E-05 4.93E-05 4.17E-05 2.99E-04
   3.05E+06 5.24E-09 5.05E-12 7.21E-10 1.07E-12 3.73E-07 7.58E-04 4.20E-03 5.47E-05 5.01E-05 4.23E-05 2.99E-04
   3.35E+06 7.13E-09 1.45E-10 8.01E-10 3.38E-11 4.35E-07 7.66E-04 4.26E-03 5.52E-05 5.05E-05 4.26E-05 3.00E-04
   3.65E+06 9.56E-09 1.29E-09 8.78E-10 2.97E-10 5.75E-07 7.72E-04 4.31E-03 5.56E-05 5.08E-05 4.28E-05 3.00E-04
   3.95E+06 1.26E-08 5.40E-09 9.51E-10 1.17E-09 9.22E-07 7.75E-04 4.34E-03 5.58E-05 5.10E-05 4.30E-05 3.00E-04
   4.25E+06 1.62E-08 1.45E-08 1.02E-09 2.79E-09 1.52E-06 7.78E-04 4.36E-03 5.60E-05 5.11E-05 4.30E-05 3.00E-04
   4.55E+06 2.03E-08 3.01E-08 1.08E-09 4.90E-09 2.26E-06 7.79E-04 4.37E-03 5.61E-05 5.12E-05 4.31E-05 3.01E-04
   4.85E+06 2.47E-08 5.46E-08 1.13E-09 7.30E-09 3.04E-06 7.80E-04 4.38E-03 5.61E-05 5.13E-05 4.31E-05 3.01E-04
   5.15E+06 2.93E-08 9.27E-08 1.19E-09 1.01E-08 3.82E-06 7.81E-04 4.38E-03 5.62E-05 5.13E-05 4.32E-05 3.01E-04
   5.45E+06 3.38E-08 1.54E-07 1.23E-09 1.37E-08 4.56E-06 7.81E-04 4.38E-03 5.62E-05 5.13E-05 4.32E-05 3.01E-04
   5.75E+06 3.79E-08 2.56E-07 1.27E-09 1.92E-08 5.25E-06 7.81E-04 4.39E-03 5.62E-05 5.13E-05 4.32E-05 3.01E-04
   6.05E+06 4.15E-08 4.34E-07 1.30E-09 2.86E-08 5.87E-06 7.81E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   6.35E+06 4.41E-08 7.20E-07 1.32E-09 4.40E-08 6.39E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   6.65E+06 4.58E-08 1.09E-06 1.33E-09 6.44E-08 6.81E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   6.95E+06 4.68E-08 1.47E-06 1.34E-09 8.60E-08 7.12E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   7.25E+06 4.73E-08 1.80E-06 1.34E-09 1.05E-07 7.33E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   7.55E+06 4.75E-08 2.07E-06 1.35E-09 1.21E-07 7.47E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   7.85E+06 4.77E-08 2.26E-06 1.35E-09 1.32E-07 7.55E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   8.15E+06 4.77E-08 2.37E-06 1.35E-09 1.40E-07 7.60E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   8.45E+06 4.78E-08 2.45E-06 1.35E-09 1.44E-07 7.63E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   8.75E+06 4.78E-08 2.49E-06 1.35E-09 1.47E-07 7.65E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   9.05E+06 4.78E-08 2.51E-06 1.35E-09 1.48E-07 7.66E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   9.35E+06 4.78E-08 2.52E-06 1.35E-09 1.49E-07 7.66E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   9.65E+06 4.78E-08 2.53E-06 1.35E-09 1.49E-07 7.67E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04
   9.95E+06 4.78E-08 2.53E-06 1.35E-09 1.50E-07 7.67E-06 7.82E-04 4.39E-03 5.63E-05 5.13E-05 4.32E-05 3.01E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 1.81E-05 2.89E-07 4.66E-05 1.81E-08 3.01E-03 1.04E-04 6.39E-06 1.20E-06 1.34E-05 3.37E-08
   3.50E+05 0.00E+00 2.09E-05 3.02E-07 4.95E-05 2.68E-08 3.46E-03 1.17E-04 6.58E-06 1.28E-06 1.38E-05 3.70E-08
   6.50E+05 0.00E+00 2.31E-05 3.19E-07 5.26E-05 4.18E-08 3.83E-03 1.28E-04 6.83E-06 1.38E-06 1.42E-05 1.28E-07
   9.50E+05 2.65-129 2.53E-05 3.41E-07 5.65E-05 6.57E-08 4.16E-03 1.40E-04 7.14E-06 1.51E-06 1.49E-05 4.81E-08
   1.25E+06 3.94E-73 3.10E-05 3.81E-07 6.39E-05 1.15E-07 4.47E-03 1.75E-04 7.60E-06 1.67E-06 1.61E-05 5.64E-08
   1.55E+06 4.99E-48 3.63E-05 4.12E-07 7.00E-05 2.00E-07 4.74E-03 2.08E-04 7.95E-06 1.82E-06 1.69E-05 6.43E-08
   1.85E+06 2.35E-32 3.95E-05 4.33E-07 7.39E-05 3.22E-07 4.94E-03 2.28E-04 8.20E-06 1.94E-06 1.75E-05 7.15E-08
   2.15E+06 1.49E-22 4.15E-05 4.49E-07 7.68E-05 4.82E-07 5.08E-03 2.40E-04 8.41E-06 2.05E-06 1.79E-05 7.81E-08
   2.45E+06 2.01E-16 4.28E-05 4.62E-07 7.90E-05 6.70E-07 5.18E-03 2.49E-04 8.59E-06 2.14E-06 1.83E-05 8.44E-08
   2.75E+06 1.38E-12 4.37E-05 4.73E-07 8.07E-05 8.69E-07 5.25E-03 2.54E-04 8.75E-06 2.23E-06 1.87E-05 9.05E-08
   3.05E+06 3.50E-10 4.43E-05 4.83E-07 8.21E-05 1.06E-06 5.29E-03 2.58E-04 8.90E-06 2.31E-06 1.90E-05 9.66E-08
   3.35E+06 1.12E-08 4.47E-05 4.91E-07 8.33E-05 1.23E-06 5.31E-03 2.61E-04 9.03E-06 2.38E-06 1.93E-05 1.02E-07
   3.65E+06 9.87E-08 4.49E-05 4.99E-07 8.43E-05 1.37E-06 5.33E-03 2.63E-04 9.14E-06 2.44E-06 1.96E-05 1.07E-07
   3.95E+06 3.85E-07 4.51E-05 5.05E-07 8.51E-05 1.49E-06 5.34E-03 2.64E-04 9.24E-06 2.49E-06 1.99E-05 1.12E-07
   4.25E+06 8.99E-07 4.52E-05 5.10E-07 8.57E-05 1.58E-06 5.35E-03 2.65E-04 9.31E-06 2.54E-06 2.01E-05 1.16E-07
   4.55E+06 1.53E-06 4.53E-05 5.15E-07 8.63E-05 1.65E-06 5.35E-03 2.66E-04 9.38E-06 2.57E-06 2.02E-05 1.19E-07
   4.85E+06 2.16E-06 4.53E-05 5.18E-07 8.67E-05 1.70E-06 5.35E-03 2.66E-04 9.43E-06 2.60E-06 2.03E-05 1.21E-07
   5.15E+06 2.75E-06 4.53E-05 5.22E-07 8.71E-05 1.74E-06 5.36E-03 2.67E-04 9.46E-06 2.62E-06 2.05E-05 1.23E-07
   5.45E+06 3.26E-06 4.54E-05 5.25E-07 8.74E-05 1.78E-06 5.36E-03 2.67E-04 9.49E-06 2.64E-06 2.05E-05 1.25E-07
   5.75E+06 3.68E-06 4.54E-05 5.27E-07 8.77E-05 1.80E-06 5.36E-03 2.67E-04 9.52E-06 2.65E-06 2.06E-05 1.26E-07
   6.05E+06 4.01E-06 4.54E-05 5.29E-07 8.79E-05 1.82E-06 5.36E-03 2.68E-04 9.53E-06 2.66E-06 2.06E-05 1.27E-07
   6.35E+06 4.25E-06 4.54E-05 5.30E-07 8.80E-05 1.83E-06 5.36E-03 2.68E-04 9.54E-06 2.66E-06 2.07E-05 1.27E-07
   6.65E+06 4.43E-06 4.54E-05 5.30E-07 8.81E-05 1.84E-06 5.36E-03 2.68E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   6.95E+06 4.55E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.54E-06 2.67E-06 2.07E-05 1.28E-07
   7.25E+06 4.64E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   7.55E+06 4.70E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   7.85E+06 4.74E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   8.15E+06 4.77E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   8.45E+06 4.78E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   8.75E+06 4.79E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.05E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.35E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.65E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07
   9.95E+06 4.80E-06 4.54E-05 5.31E-07 8.82E-05 1.84E-06 5.36E-03 2.68E-04 9.55E-06 2.67E-06 2.07E-05 1.28E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 7.84E-06 1.80E-03 2.74E-04 2.36E-03 4.85E-03 3.02E-04 1.14E-03 3.32E-07
   3.50E+05 8.04E-06 2.00E-03 3.18E-04 2.51E-03 5.67E-03 3.36E-04 1.49E-03 3.52E-07
   6.50E+05 8.30E-06 1.77E-03 3.12E-04 2.50E-03 5.37E-03 4.33E-04 3.14E-03 8.04E-07
   9.50E+05 8.63E-06 2.12E-03 3.50E-04 2.64E-03 6.24E-03 3.72E-04 1.91E-03 4.18E-07
   1.25E+06 9.12E-06 2.12E-03 3.59E-04 2.70E-03 6.34E-03 4.14E-04 2.49E-03 4.67E-07
   1.55E+06 9.48E-06 2.11E-03 3.65E-04 2.74E-03 6.38E-03 4.42E-04 2.96E-03 5.10E-07
   1.85E+06 9.74E-06 2.10E-03 3.67E-04 2.74E-03 6.39E-03 4.53E-04 3.17E-03 5.48E-07
   2.15E+06 9.93E-06 2.10E-03 3.67E-04 2.75E-03 6.38E-03 4.57E-04 3.26E-03 5.81E-07
   2.45E+06 1.01E-05 2.09E-03 3.66E-04 2.75E-03 6.37E-03 4.59E-04 3.31E-03 6.11E-07
   2.75E+06 1.02E-05 2.09E-03 3.66E-04 2.75E-03 6.36E-03 4.60E-04 3.33E-03 6.40E-07
   3.05E+06 1.04E-05 2.09E-03 3.66E-04 2.75E-03 6.36E-03 4.60E-04 3.34E-03 6.68E-07
