
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.559E+05 2.428E+19 2.966E+05 8.296E+02 2.441E+06 0.000E+00 8.839E-15 3.032E-15 8.315E-06 2.329E-06 1.209E-08 1.127E-02 5.099E+17 7.392E+05 3.295E-03
   1.500E+05 8.495E+05 2.208E+19 2.265E+05 7.016E+02 2.878E+06 0.000E+00 1.309E-14 4.549E-15 8.913E-06 2.520E-06 1.462E-08 6.984E-03 4.639E+17 7.784E+05 4.439E-03
   2.500E+05 7.529E+05 2.004E+19 1.660E+05 5.519E+02 3.446E+06 0.000E+00 1.884E-14 6.631E-15 9.355E-06 2.692E-06 1.838E-08 4.153E-03 4.210E+17 8.141E+05 5.996E-03
   3.500E+05 6.654E+05 1.814E+19 1.079E+05 3.876E+02 4.040E+06 0.000E+00 2.642E-14 9.450E-15 9.581E-06 2.847E-06 2.324E-08 2.261E-03 3.812E+17 8.136E+05 7.862E-03
   4.500E+05 5.865E+05 1.627E+19 7.813E+04 3.058E+02 4.638E+06 0.000E+00 3.627E-14 1.328E-14 9.816E-06 2.987E-06 2.905E-08 1.416E-03 3.419E+17 8.466E+05 1.010E-02
   5.500E+05 5.158E+05 1.461E+19 4.822E+04 2.123E+02 5.160E+06 0.000E+00 4.883E-14 1.857E-14 9.880E-06 3.115E-06 3.574E-08 7.822E-04 3.072E+17 8.248E+05 1.249E-02
   6.500E+05 4.522E+05 1.314E+19 2.481E+04 1.290E+02 5.560E+06 0.000E+00 6.491E-14 2.629E-14 9.781E-06 3.231E-06 4.324E-08 3.733E-04 2.763E+17 7.424E+05 1.487E-02
   7.500E+05 3.951E+05 1.179E+19 1.153E+04 7.475E+01 5.836E+06 0.000E+00 8.580E-14 3.826E-14 9.595E-06 3.339E-06 5.158E-08 1.657E-04 2.479E+17 6.422E+05 1.724E-02
   8.500E+05 3.440E+05 1.055E+19 4.733E+03 4.059E+01 5.991E+06 0.000E+00 1.134E-13 5.788E-14 9.337E-06 3.441E-06 6.083E-08 6.649E-05 2.218E+17 5.666E+05 1.956E-02
   9.500E+05 2.979E+05 9.589E+18 8.959E+02 1.125E+01 5.892E+06 0.000E+00 1.507E-13 9.089E-14 8.590E-06 3.537E-06 7.153E-08 1.291E-05 2.017E+17 5.276E+05 2.070E-02
   1.050E+06 2.557E+05 8.821E+18 6.053E+01 1.184E+00 5.746E+06 0.000E+00 2.029E-13 1.481E-13 7.429E-06 3.631E-06 8.767E-08 9.066E-07 1.855E+17 5.505E+05 2.120E-02
   1.150E+06 2.184E+05 7.533E+18 7.472E+01 1.728E+00 7.007E+06 0.000E+00 2.798E-13 2.500E-13 7.645E-06 3.723E-06 1.217E-07 9.177E-07 1.584E+17 5.430E+05 3.028E-02
   1.250E+06 1.865E+05 6.433E+18 1.094E+02 2.540E+00 9.985E+06 0.000E+00 3.882E-13 4.186E-13 7.875E-06 3.811E-06 1.971E-07 9.431E-07 1.353E+17 5.202E+05 5.052E-02
   1.350E+06 1.593E+05 5.494E+18 1.783E+02 3.812E+00 1.541E+07 0.000E+00 5.448E-13 6.968E-13 8.161E-06 3.900E-06 3.436E-07 9.957E-07 1.155E+17 5.229E+05 9.127E-02
   1.450E+06 1.360E+05 4.692E+18 2.916E+02 5.928E+00 2.311E+07 0.000E+00 7.789E-13 1.164E-12 8.569E-06 3.994E-06 5.748E-07 1.086E-06 9.867E+16 5.866E+05 1.603E-01
   1.550E+06 1.162E+05 4.008E+18 4.552E+02 9.577E+00 3.224E+07 0.000E+00 1.136E-12 1.966E-12 9.186E-06 4.098E-06 8.756E-07 1.215E-06 8.428E+16 6.898E+05 2.618E-01
   1.650E+06 9.939E+04 3.364E+18 7.044E+02 1.573E+01 4.359E+07 1.018-304 1.687E-12 3.374E-12 1.055E-05 4.218E-06 1.228E-06 1.385E-06 7.074E+16 8.019E+05 4.257E-01
   1.750E+06 8.515E+04 2.882E+18 1.027E+03 2.664E+01 5.540E+07 3.188-264 2.517E-12 5.816E-12 1.195E-05 4.358E-06 1.608E-06 1.590E-06 6.060E+16 9.385E+05 6.316E-01
   1.850E+06 7.302E+04 2.442E+18 1.478E+03 4.497E+01 6.943E+07 2.644-229 3.773E-12 1.012E-11 1.429E-05 4.528E-06 1.990E-06 1.820E-06 5.133E+16 1.096E+06 9.403E-01
   1.950E+06 6.269E+04 2.096E+18 2.055E+03 7.598E+01 8.502E+07 1.628-199 5.622E-12 1.754E-11 1.715E-05 4.735E-06 2.366E-06 2.067E-06 4.406E+16 1.307E+06 1.341E+00
   2.050E+06 5.381E+04 1.799E+18 2.795E+03 1.261E+02 1.031E+08 9.153-174 8.324E-12 3.022E-11 2.113E-05 4.990E-06 2.711E-06 2.319E-06 3.783E+16 1.579E+06 1.894E+00
   2.150E+06 4.621E+04 1.539E+18 3.729E+03 2.032E+02 1.239E+08 1.683-151 1.219E-11 5.136E-11 2.677E-05 5.307E-06 3.008E-06 2.571E-06 3.234E+16 1.922E+06 2.668E+00
   2.250E+06 3.972E+04 1.316E+18 4.874E+03 3.167E+02 1.475E+08 2.537-132 1.754E-11 8.528E-11 3.448E-05 5.699E-06 3.249E-06 2.821E-06 2.767E+16 2.362E+06 3.721E+00
   2.350E+06 3.416E+04 1.127E+18 6.241E+03 4.754E+02 1.736E+08 8.514-116 2.478E-11 1.376E-10 4.497E-05 6.185E-06 3.426E-06 3.066E-06 2.369E+16 2.923E+06 5.128E+00
   2.450E+06 2.940E+04 9.655E+17 7.824E+03 6.864E+02 2.018E+08 1.506-101 3.432E-11 2.152E-10 5.917E-05 6.787E-06 3.533E-06 3.303E-06 2.029E+16 3.636E+06 6.973E+00
   2.550E+06 2.532E+04 8.278E+17 9.591E+03 9.529E+02 2.311E+08 2.944E-89 4.656E-11 3.257E-10 7.832E-05 7.531E-06 3.564E-06 3.534E-06 1.740E+16 4.544E+06 9.331E+00
   2.650E+06 2.182E+04 7.103E+17 1.149E+04 1.273E+03 2.601E+08 1.196E-78 6.190E-11 4.769E-10 1.041E-04 8.445E-06 3.517E-06 3.758E-06 1.493E+16 5.694E+06 1.227E+01
   2.750E+06 1.882E+04 6.099E+17 1.343E+04 1.639E+03 2.873E+08 1.736E-69 8.068E-11 6.763E-10 1.389E-04 9.560E-06 3.392E-06 3.973E-06 1.282E+16 7.142E+06 1.582E+01
   2.850E+06 1.625E+04 5.241E+17 1.533E+04 2.037E+03 3.116E+08 1.430E-61 1.032E-10 9.303E-10 1.862E-04 1.091E-05 3.194E-06 4.177E-06 1.102E+16 8.953E+06 2.001E+01
   2.950E+06 1.403E+04 4.507E+17 1.711E+04 2.451E+03 3.320E+08 9.978E-55 1.296E-10 1.244E-09 2.518E-04 1.254E-05 2.926E-06 4.372E-06 9.473E+15 1.120E+07 2.484E+01
   3.050E+06 1.213E+04 3.878E+17 1.869E+04 2.862E+03 3.479E+08 8.308E-49 1.596E-10 1.620E-09 3.448E-04 1.448E-05 2.601E-06 4.554E-06 8.152E+15 1.393E+07 3.031E+01
   3.150E+06 1.049E+04 3.340E+17 1.989E+04 3.254E+03 3.570E+08 1.107E-43 1.928E-10 2.064E-09 4.763E-04 1.675E-05 2.244E-06 4.720E-06 7.020E+15 1.705E+07 3.619E+01
   3.250E+06 9.078E+03 2.878E+17 2.041E+04 3.618E+03 3.548E+08 3.039E-39 2.279E-10 2.582E-09 6.531E-04 1.932E-05 1.888E-06 4.868E-06 6.049E+15 2.020E+07 4.184E+01
   3.350E+06 7.866E+03 2.467E+17 1.978E+04 3.928E+03 3.343E+08 2.138E-35 2.636E-10 3.186E-09 8.718E-04 2.210E-05 1.554E-06 4.998E-06 5.185E+15 2.268E+07 4.622E+01
   3.450E+06 6.827E+03 2.116E+17 1.835E+04 4.204E+03 3.029E+08 4.436E-32 2.987E-10 3.892E-09 1.117E-03 2.492E-05 1.282E-06 5.105E-06 4.447E+15 2.423E+07 4.911E+01
