
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.561E+05 2.429E+19 3.771E+05 1.356E+04 3.076E+06 0.000E+00 1.940E-13 4.955E-14 2.411E-05 2.969E-06 5.253E-09 1.127E-02 5.100E+16 1.510E+06 4.188E-03
   1.500E+05 8.499E+05 2.209E+19 3.455E+05 1.586E+04 4.349E+06 0.000E+00 3.538E-13 1.028E-13 2.627E-05 3.232E-06 7.493E-09 6.983E-03 4.650E+16 1.758E+06 6.768E-03
   2.500E+05 7.535E+05 2.006E+19 3.194E+05 1.689E+04 6.567E+06 0.000E+00 5.814E-13 2.027E-13 2.805E-05 3.471E-06 1.167E-08 4.153E-03 4.229E+16 2.044E+06 1.152E-02
   3.500E+05 6.661E+05 1.816E+19 2.601E+05 1.664E+04 9.642E+06 0.000E+00 9.100E-13 4.050E-13 2.931E-05 3.690E-06 1.811E-08 2.261E-03 3.838E+16 2.187E+06 1.892E-02
   4.500E+05 5.874E+05 1.629E+19 2.288E+05 1.890E+04 1.344E+07 0.000E+00 1.379E-12 8.191E-13 3.058E-05 3.894E-06 2.699E-08 1.417E-03 3.449E+16 2.446E+06 2.950E-02
   5.500E+05 5.167E+05 1.464E+19 1.687E+05 1.897E+04 1.786E+07 0.000E+00 2.039E-12 1.655E-12 3.154E-05 4.087E-06 3.869E-08 7.831E-04 3.105E+16 2.473E+06 4.357E-02
   6.500E+05 4.532E+05 1.317E+19 1.021E+05 1.588E+04 2.262E+07 0.000E+00 2.941E-12 3.224E-12 3.226E-05 4.274E-06 5.324E-08 3.740E-04 2.798E+16 2.274E+06 6.093E-02
   7.500E+05 3.961E+05 1.182E+19 5.478E+04 1.174E+04 2.738E+07 0.000E+00 4.126E-12 5.978E-12 3.292E-05 4.459E-06 7.037E-08 1.662E-04 2.514E+16 1.980E+06 8.143E-02
   8.500E+05 3.450E+05 1.058E+19 2.551E+04 7.688E+03 3.184E+07 0.000E+00 5.640E-12 1.088E-11 3.359E-05 4.646E-06 8.961E-08 6.682E-05 2.252E+16 1.689E+06 1.046E-01
   9.500E+05 2.988E+05 9.621E+18 5.548E+03 2.437E+03 3.582E+07 2.773-254 7.547E-12 1.944E-11 3.346E-05 4.840E-06 1.113E-07 1.303E-05 2.049E+16 1.305E+06 1.265E-01
   1.050E+06 2.567E+05 8.854E+18 4.442E+02 2.649E+02 4.076E+07 1.926-207 9.957E-12 3.218E-11 3.248E-05 5.050E-06 1.418E-07 9.298E-07 1.886E+16 1.159E+06 1.511E-01
   1.150E+06 2.193E+05 7.564E+18 5.784E+02 3.586E+02 5.260E+07 5.070-180 1.298E-11 5.054E-11 3.494E-05 5.278E-06 1.990E-07 9.382E-07 1.611E+16 1.102E+06 2.283E-01
   1.250E+06 1.873E+05 6.462E+18 8.503E+02 4.801E+02 7.579E+07 1.454-156 1.680E-11 7.762E-11 3.824E-05 5.537E-06 3.067E-07 9.571E-07 1.376E+16 1.110E+06 3.850E-01
   1.350E+06 1.601E+05 5.521E+18 1.312E+03 6.591E+02 1.124E+08 1.827-136 2.199E-11 1.198E-10 4.325E-05 5.858E-06 4.706E-07 9.960E-07 1.176E+16 1.303E+06 6.682E-01
   1.450E+06 1.368E+05 4.718E+18 1.966E+03 9.448E+02 1.580E+08 3.344-119 2.948E-11 1.887E-10 5.130E-05 6.287E-06 6.527E-07 1.062E-06 1.004E+16 1.650E+06 1.099E+00
   1.550E+06 1.169E+05 4.031E+18 2.786E+03 1.401E+03 2.060E+08 2.465-104 4.036E-11 3.012E-10 6.418E-05 6.876E-06 7.963E-07 1.154E-06 8.582E+15 2.128E+06 1.678E+00
