 Gaussian points = 8
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-004  CO2 =   4.000000000000000E-004
 
    CH4 =   2.693080771062091E-007
 Standard CH3CL flux =  2.920E+08

 PO2= 7.853E-04  PNO= 2.886E-03  ZAPNO= 3.050E+02
 N= 3     X= 1.25804E-01  ERR= 2.35661E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
   3.35E+06 1.84E-09 4.58E-05 5.52E-07 9.32E-05 9.63E-07 5.30E-03 2.72E-04 1.32E-05 2.82E-06 2.68E-05 9.34E-08
   3.65E+06 3.08E-08 4.68E-05 5.84E-07 9.76E-05 1.18E-06 5.31E-03 2.80E-04 1.34E-05 2.96E-06 2.73E-05 1.03E-07
   3.95E+06 1.85E-07 4.74E-05 6.11E-07 1.01E-04 1.37E-06 5.33E-03 2.85E-04 1.36E-05 3.08E-06 2.79E-05 1.12E-07
   4.25E+06 5.79E-07 4.78E-05 6.32E-07 1.04E-04 1.53E-06 5.33E-03 2.89E-04 1.38E-05 3.19E-06 2.83E-05 1.20E-07
   4.55E+06 1.19E-06 4.81E-05 6.48E-07 1.06E-04 1.67E-06 5.34E-03 2.92E-04 1.40E-05 3.27E-06 2.87E-05 1.27E-07
   4.85E+06 1.88E-06 4.83E-05 6.61E-07 1.08E-04 1.78E-06 5.34E-03 2.93E-04 1.41E-05 3.34E-06 2.90E-05 1.33E-07
   5.15E+06 2.52E-06 4.84E-05 6.71E-07 1.09E-04 1.86E-06 5.34E-03 2.95E-04 1.42E-05 3.40E-06 2.93E-05 1.38E-07
   5.45E+06 3.07E-06 4.85E-05 6.79E-07 1.10E-04 1.93E-06 5.34E-03 2.96E-04 1.42E-05 3.44E-06 2.95E-05 1.42E-07
   5.75E+06 3.52E-06 4.85E-05 6.85E-07 1.10E-04 1.98E-06 5.34E-03 2.96E-04 1.43E-05 3.48E-06 2.96E-05 1.45E-07
   6.05E+06 3.87E-06 4.86E-05 6.89E-07 1.11E-04 2.02E-06 5.34E-03 2.97E-04 1.44E-05 3.50E-06 2.98E-05 1.48E-07
   6.35E+06 4.13E-06 4.86E-05 6.93E-07 1.11E-04 2.05E-06 5.34E-03 2.97E-04 1.44E-05 3.52E-06 2.98E-05 1.49E-07
   6.65E+06 4.33E-06 4.86E-05 6.95E-07 1.12E-04 2.07E-06 5.34E-03 2.97E-04 1.44E-05 3.53E-06 2.99E-05 1.50E-07
   6.95E+06 4.48E-06 4.86E-05 6.97E-07 1.12E-04 2.09E-06 5.34E-03 2.98E-04 1.44E-05 3.53E-06 2.99E-05 1.51E-07
   7.25E+06 4.59E-06 4.86E-05 6.98E-07 1.12E-04 2.09E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   7.55E+06 4.66E-06 4.86E-05 6.98E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   7.85E+06 4.72E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   8.15E+06 4.75E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   8.45E+06 4.77E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   8.75E+06 4.79E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.05E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.35E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.65E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.95E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 4.99E-07 1.76E-03 2.28E-04 1.45E-03 4.06E-03 8.29E-05 1.63E-05 8.53E-09
   3.50E+05 1.63E-06 1.94E-03 2.62E-04 1.76E-03 4.66E-03 1.17E-04 2.35E-05 3.13E-08
   6.50E+05 3.41E-06 1.75E-03 3.02E-04 2.88E-03 5.09E-03 4.81E-04 3.00E-03 9.51E-07
   9.50E+05 5.93E-06 2.06E-03 2.87E-04 2.32E-03 5.10E-03 1.78E-04 6.25E-05 1.68E-07
   1.25E+06 8.86E-06 2.06E-03 2.96E-04 2.64E-03 5.27E-03 2.41E-04 2.76E-04 2.85E-07
   1.55E+06 1.17E-05 2.06E-03 3.17E-04 3.01E-03 5.55E-03 3.63E-04 1.27E-03 4.06E-07
   1.85E+06 1.34E-05 2.06E-03 3.34E-04 3.23E-03 5.73E-03 4.53E-04 2.22E-03 5.00E-07
   2.15E+06 1.44E-05 2.06E-03 3.41E-04 3.32E-03 5.81E-03 4.95E-04 2.69E-03 5.70E-07
   2.45E+06 1.49E-05 2.06E-03 3.44E-04 3.35E-03 5.84E-03 5.14E-04 2.90E-03 6.29E-07
   2.75E+06 1.53E-05 2.05E-03 3.46E-04 3.36E-03 5.85E-03 5.23E-04 2.99E-03 6.85E-07
   3.05E+06 1.56E-05 2.05E-03 3.47E-04 3.37E-03 5.86E-03 5.27E-04 3.04E-03 7.38E-07
   3.35E+06 1.59E-05 2.05E-03 3.47E-04 3.37E-03 5.87E-03 5.29E-04 3.06E-03 7.89E-07
   3.65E+06 1.61E-05 2.05E-03 3.47E-04 3.37E-03 5.87E-03 5.30E-04 3.08E-03 8.35E-07
   3.95E+06 1.63E-05 2.05E-03 3.47E-04 3.37E-03 5.87E-03 5.31E-04 3.09E-03 8.77E-07
   4.25E+06 1.64E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.31E-04 3.09E-03 9.14E-07
   4.55E+06 1.65E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.31E-04 3.10E-03 9.44E-07
   4.85E+06 1.66E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.31E-04 3.10E-03 9.70E-07
   5.15E+06 1.67E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 9.91E-07
   5.45E+06 1.68E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.01E-06
   5.75E+06 1.68E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.02E-06
   6.05E+06 1.69E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.03E-06
   6.35E+06 1.69E-05 2.05E-03 3.47E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.04E-06
   6.65E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.04E-06
   6.95E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.04E-06
   7.25E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.04E-06
   7.55E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   7.85E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   8.15E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   8.45E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   8.75E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   9.05E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   9.35E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   9.65E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06
   9.95E+06 1.69E-05 2.05E-03 3.48E-04 3.36E-03 5.87E-03 5.32E-04 3.10E-03 1.05E-06

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 2.25E-02 6.36E-05 1.48E-03 1.86E-06 3.31E-06 2.25E-04 4.53E-07 2.94E-09
   3.50E+05 2.28E-02 1.03E-04 1.75E-03 5.90E-06 1.02E-05 2.94E-04 5.19E-07 1.12E-08
   6.50E+05 2.25E-02 3.92E-04 3.59E-03 1.14E-05 2.04E-05 3.48E-04 5.73E-07 2.94E-08
   9.50E+05 2.28E-02 1.76E-04 2.00E-03 1.84E-05 3.48E-05 4.06E-04 6.22E-07 6.60E-08
   1.25E+06 2.27E-02 2.31E-04 2.24E-03 2.76E-05 5.59E-05 5.10E-04 6.70E-07 1.20E-07
   1.55E+06 2.26E-02 3.24E-04 2.90E-03 3.80E-05 8.42E-05 6.86E-04 7.09E-07 1.87E-07
   1.85E+06 2.25E-02 3.89E-04 3.44E-03 4.62E-05 1.08E-04 8.39E-04 7.40E-07 2.50E-07
   2.15E+06 2.25E-02 4.19E-04 3.70E-03 5.23E-05 1.25E-04 9.47E-04 7.61E-07 3.09E-07
   2.45E+06 2.25E-02 4.31E-04 3.82E-03 5.73E-05 1.39E-04 1.02E-03 7.76E-07 3.66E-07
   2.75E+06 2.25E-02 4.36E-04 3.87E-03 6.16E-05 1.51E-04 1.07E-03 7.86E-07 4.27E-07
   3.05E+06 2.25E-02 4.38E-04 3.90E-03 6.52E-05 1.61E-04 1.11E-03 7.92E-07 4.90E-07
   3.35E+06 2.25E-02 4.39E-04 3.92E-03 6.81E-05 1.68E-04 1.13E-03 7.96E-07 5.53E-07
   3.65E+06 2.25E-02 4.40E-04 3.92E-03 7.03E-05 1.74E-04 1.14E-03 7.98E-07 6.15E-07
   3.95E+06 2.25E-02 4.40E-04 3.93E-03 7.21E-05 1.78E-04 1.15E-03 7.99E-07 6.73E-07
   4.25E+06 2.25E-02 4.40E-04 3.93E-03 7.38E-05 1.81E-04 1.16E-03 8.00E-07 7.25E-07
   4.55E+06 2.25E-02 4.41E-04 3.93E-03 7.54E-05 1.83E-04 1.16E-03 8.01E-07 7.70E-07
   4.85E+06 2.25E-02 4.41E-04 3.93E-03 7.69E-05 1.84E-04 1.16E-03 8.01E-07 8.08E-07
   5.15E+06 2.25E-02 4.41E-04 3.94E-03 7.82E-05 1.85E-04 1.16E-03 8.02E-07 8.41E-07
   5.45E+06 2.25E-02 4.41E-04 3.94E-03 7.92E-05 1.86E-04 1.17E-03 8.02E-07 8.68E-07
   5.75E+06 2.25E-02 4.41E-04 3.94E-03 8.01E-05 1.86E-04 1.17E-03 8.02E-07 8.91E-07
   6.05E+06 2.25E-02 4.41E-04 3.94E-03 8.07E-05 1.86E-04 1.17E-03 8.02E-07 9.09E-07
   6.35E+06 2.25E-02 4.41E-04 3.94E-03 8.12E-05 1.87E-04 1.17E-03 8.02E-07 9.24E-07
   6.65E+06 2.25E-02 4.41E-04 3.94E-03 8.15E-05 1.87E-04 1.17E-03 8.02E-07 9.35E-07
   6.95E+06 2.25E-02 4.41E-04 3.94E-03 8.18E-05 1.87E-04 1.17E-03 8.02E-07 9.42E-07
   7.25E+06 2.25E-02 4.41E-04 3.94E-03 8.20E-05 1.87E-04 1.17E-03 8.02E-07 9.46E-07
   7.55E+06 2.25E-02 4.41E-04 3.94E-03 8.22E-05 1.87E-04 1.17E-03 8.02E-07 9.48E-07
   7.85E+06 2.25E-02 4.41E-04 3.94E-03 8.24E-05 1.87E-04 1.17E-03 8.02E-07 9.50E-07
   8.15E+06 2.25E-02 4.41E-04 3.94E-03 8.25E-05 1.87E-04 1.17E-03 8.02E-07 9.50E-07
   8.45E+06 2.25E-02 4.41E-04 3.94E-03 8.25E-05 1.87E-04 1.17E-03 8.02E-07 9.51E-07
   8.75E+06 2.25E-02 4.41E-04 3.94E-03 8.25E-05 1.87E-04 1.17E-03 8.02E-07 9.51E-07
   9.05E+06 2.25E-02 4.41E-04 3.94E-03 8.26E-05 1.87E-04 1.17E-03 8.02E-07 9.51E-07
   9.35E+06 2.25E-02 4.41E-04 3.94E-03 8.26E-05 1.87E-04 1.17E-03 8.02E-07 9.51E-07
   9.65E+06 2.25E-02 4.41E-04 3.94E-03 8.26E-05 1.87E-04 1.17E-03 8.02E-07 9.51E-07
   9.95E+06 2.25E-02 4.41E-04 3.94E-03 8.26E-05 1.87E-04 1.17E-03 8.02E-07 9.51E-07
 N =   1  EMAX = 1.80E-12 FOR O       AT Z = 5.00E+04 U = 2.25E-15 RHS =-4.05E-27  DT = 1.00E-07  TIME = 1.00E-08
 N =   4  EMAX = 1.79E-09 FOR O       AT Z = 5.00E+04 U = 2.25E-15 RHS =-4.04E-24  DT = 1.00E-04  TIME = 1.11E-05
 N =   7  EMAX = 9.76E-07 FOR O       AT Z = 1.50E+05 U = 5.22E-15 RHS =-5.10E-21  DT = 1.00E-01  TIME = 1.11E-02
 N =  10  EMAX = 3.13E-06 FOR O       AT Z = 2.45E+06 U = 1.30E-10 RHS =-4.06E-16  DT = 1.00E+02  TIME = 1.11E+01
 N =  13  EMAX = 5.66E-06 FOR CLONO2  AT Z = 4.95E+06 U = 1.33E-22 RHS = 7.54E-28  DT = 1.00E+05  TIME = 1.11E+04
 N =  16  EMAX = 1.79E-06 FOR HOCL    AT Z = 1.55E+06 U = 1.55E-11 RHS = 2.77E-17  DT = 1.00E+08  TIME = 1.11E+07
 N =  19  EMAX = 3.04E-06 FOR HSO     AT Z = 1.55E+06 U = 2.07E-25 RHS = 6.28E-31  DT = 1.00E+11  TIME = 1.11E+10
 N =  22  EMAX = 1.86E-07 FOR CH3OOH  AT Z = 5.65E+06 U = 2.78E-18 RHS = 5.18E-25  DT = 1.00E+14  TIME = 1.11E+13
 N =  25  EMAX = 4.05E-08 FOR HSO     AT Z = 1.55E+06 U = 2.07E-25 RHS = 8.37E-33  DT = 1.00E+17  TIME = 1.11E+16

Information on upper boundary conditions
BOVERH= 3.545E+13 VEFF(LH)=  4.018E+00 BOVERH2= 2.549E+13 VEFF(LH2)=  2.889E+00
BOVERCH4=  1.092E+13 VEFF(LCH4)=  1.237E+00 BOVERH2O-  1.052E+13 VEFF(LH2O)=  1.193E+00
VEFF(LO2)=  1.630E+00   VEFF(LCO2)=  9.540E-02


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 8.43E-12 0.00E+00 1.29E-15 0.00E+00 1.20E-12 2.15E-04 1.39E-04 5.26E-06 1.68E-05 1.80E-05 6.32E-06
   3.50E+05 2.73E-11 0.00E+00 6.78E-14 0.00E+00 8.86E-12 2.37E-04 1.82E-04 7.27E-06 2.12E-05 2.20E-05 1.69E-05
   6.50E+05 5.91E-11 0.00E+00 1.10E-12 0.00E+00 6.12E-11 2.55E-04 2.14E-04 9.15E-06 2.45E-05 2.50E-05 2.89E-05
   9.50E+05 1.16E-10 1.27-153 7.23E-12 6.10-153 4.97E-10 2.75E-04 2.58E-04 1.14E-05 2.75E-05 2.76E-05 4.57E-05
   1.25E+06 2.16E-10 8.29E-91 2.06E-11 3.98E-90 1.83E-09 3.09E-04 4.26E-04 1.56E-05 3.12E-05 3.04E-05 7.89E-05
   1.55E+06 3.80E-10 3.47E-61 4.20E-11 1.67E-60 4.56E-09 3.97E-04 1.13E-03 2.50E-05 3.59E-05 3.35E-05 1.46E-04
   1.85E+06 5.62E-10 2.78E-42 6.98E-11 1.33E-41 9.30E-09 5.06E-04 2.06E-03 3.50E-05 3.96E-05 3.61E-05 2.11E-04
   2.15E+06 7.59E-10 3.33E-30 1.05E-10 1.60E-29 1.76E-08 5.89E-04 2.76E-03 4.25E-05 4.23E-05 3.80E-05 2.58E-04
   2.45E+06 9.97E-10 1.54E-22 1.52E-10 7.37E-22 3.28E-08 6.45E-04 3.24E-03 4.78E-05 4.42E-05 3.94E-05 2.94E-04
   2.75E+06 1.30E-09 1.06E-17 2.15E-10 5.10E-17 5.90E-08 6.82E-04 3.55E-03 5.16E-05 4.55E-05 4.03E-05 3.21E-04
   3.05E+06 1.72E-09 1.20E-14 2.96E-10 5.77E-14 9.92E-08 7.04E-04 3.73E-03 5.42E-05 4.63E-05 4.08E-05 3.41E-04
   3.35E+06 2.32E-09 1.02E-12 3.94E-10 4.91E-12 1.55E-07 7.17E-04 3.85E-03 5.60E-05 4.68E-05 4.12E-05 3.56E-04
   3.65E+06 3.23E-09 1.72E-11 5.05E-10 8.21E-11 2.47E-07 7.26E-04 3.92E-03 5.72E-05 4.72E-05 4.14E-05 3.66E-04
   3.95E+06 4.59E-09 1.13E-10 6.23E-10 4.93E-10 4.64E-07 7.31E-04 3.96E-03 5.80E-05 4.74E-05 4.16E-05 3.73E-04
   4.25E+06 6.47E-09 5.48E-10 7.43E-10 1.55E-09 9.12E-07 7.34E-04 3.99E-03 5.85E-05 4.75E-05 4.17E-05 3.77E-04
   4.55E+06 8.98E-09 2.41E-09 8.57E-10 3.23E-09 1.58E-06 7.36E-04 4.01E-03 5.89E-05 4.76E-05 4.17E-05 3.80E-04
   4.85E+06 1.23E-08 7.93E-09 9.61E-10 5.21E-09 2.33E-06 7.38E-04 4.02E-03 5.91E-05 4.76E-05 4.17E-05 3.82E-04
   5.15E+06 1.64E-08 1.99E-08 1.05E-09 7.25E-09 3.08E-06 7.38E-04 4.02E-03 5.93E-05 4.77E-05 4.18E-05 3.84E-04
   5.45E+06 2.14E-08 4.18E-08 1.14E-09 9.38E-09 3.80E-06 7.39E-04 4.03E-03 5.94E-05 4.77E-05 4.18E-05 3.85E-04
   5.75E+06 2.68E-08 7.95E-08 1.21E-09 1.20E-08 4.46E-06 7.39E-04 4.03E-03 5.95E-05 4.77E-05 4.18E-05 3.85E-04
   6.05E+06 3.22E-08 1.43E-07 1.27E-09 1.57E-08 5.08E-06 7.39E-04 4.03E-03 5.95E-05 4.77E-05 4.18E-05 3.86E-04
   6.35E+06 3.72E-08 2.54E-07 1.32E-09 2.17E-08 5.66E-06 7.40E-04 4.03E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   6.65E+06 4.13E-08 4.54E-07 1.36E-09 3.21E-08 6.17E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   6.95E+06 4.42E-08 7.70E-07 1.39E-09 4.91E-08 6.62E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   7.25E+06 4.61E-08 1.17E-06 1.40E-09 7.10E-08 6.98E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   7.55E+06 4.72E-08 1.57E-06 1.41E-09 9.35E-08 7.25E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   7.85E+06 4.77E-08 1.91E-06 1.41E-09 1.13E-07 7.43E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   8.15E+06 4.80E-08 2.17E-06 1.42E-09 1.28E-07 7.55E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   8.45E+06 4.82E-08 2.33E-06 1.42E-09 1.38E-07 7.62E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   8.75E+06 4.83E-08 2.43E-06 1.42E-09 1.43E-07 7.65E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   9.05E+06 4.83E-08 2.48E-06 1.42E-09 1.46E-07 7.67E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   9.35E+06 4.83E-08 2.51E-06 1.42E-09 1.48E-07 7.68E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   9.65E+06 4.83E-08 2.52E-06 1.42E-09 1.49E-07 7.69E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04
   9.95E+06 4.83E-08 2.53E-06 1.42E-09 1.49E-07 7.69E-06 7.40E-04 4.04E-03 5.96E-05 4.77E-05 4.18E-05 3.86E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 4.75E-06 5.80E-09 1.88E-06 3.97E-63 3.00E-03 1.12E-05 3.62E-07 1.78E-08 1.34E-06 8.60E-11
   3.50E+05 0.00E+00 6.61E-06 2.15E-08 4.63E-06 3.86E-20 3.44E-03 1.87E-05 1.21E-06 7.42E-08 3.72E-06 7.45E-10
   6.50E+05 0.00E+00 8.32E-06 5.17E-08 9.63E-06 4.87E-11 3.80E-03 2.76E-05 2.60E-06 2.21E-07 6.42E-06 1.42E-07
   9.50E+05 2.29-150 1.03E-05 1.02E-07 1.77E-05 4.22E-09 4.13E-03 4.01E-05 4.64E-06 5.44E-07 9.62E-06 1.03E-08
   1.25E+06 1.49E-87 1.40E-05 1.72E-07 2.89E-05 1.85E-08 4.45E-03 6.25E-05 7.04E-06 9.82E-07 1.39E-05 2.08E-08
   1.55E+06 6.25E-58 2.15E-05 2.52E-07 4.32E-05 5.24E-08 4.71E-03 1.10E-04 9.34E-06 1.44E-06 1.88E-05 3.26E-08
   1.85E+06 5.00E-39 2.93E-05 3.21E-07 5.60E-05 1.12E-07 4.92E-03 1.60E-04 1.08E-05 1.80E-06 2.19E-05 4.34E-08
   2.15E+06 5.99E-27 3.51E-05 3.77E-07 6.60E-05 2.07E-07 5.06E-03 1.98E-04 1.17E-05 2.07E-06 2.36E-05 5.30E-08
   2.45E+06 2.77E-19 3.94E-05 4.27E-07 7.43E-05 3.44E-07 5.16E-03 2.27E-04 1.22E-05 2.29E-06 2.46E-05 6.26E-08
   2.75E+06 1.91E-14 4.23E-05 4.73E-07 8.15E-05 5.26E-07 5.23E-03 2.47E-04 1.26E-05 2.49E-06 2.54E-05 7.26E-08
   3.05E+06 2.17E-11 4.44E-05 5.15E-07 8.78E-05 7.40E-07 5.27E-03 2.62E-04 1.29E-05 2.66E-06 2.61E-05 8.30E-08
   3.35E+06 1.84E-09 4.58E-05 5.52E-07 9.32E-05 9.63E-07 5.30E-03 2.72E-04 1.32E-05 2.82E-06 2.68E-05 9.34E-08
   3.65E+06 3.08E-08 4.68E-05 5.84E-07 9.76E-05 1.18E-06 5.31E-03 2.80E-04 1.34E-05 2.96E-06 2.73E-05 1.03E-07
   3.95E+06 1.85E-07 4.74E-05 6.11E-07 1.01E-04 1.37E-06 5.33E-03 2.85E-04 1.36E-05 3.08E-06 2.79E-05 1.12E-07
   4.25E+06 5.79E-07 4.78E-05 6.32E-07 1.04E-04 1.53E-06 5.33E-03 2.89E-04 1.38E-05 3.19E-06 2.83E-05 1.20E-07
   4.55E+06 1.19E-06 4.81E-05 6.48E-07 1.06E-04 1.67E-06 5.34E-03 2.92E-04 1.40E-05 3.27E-06 2.87E-05 1.27E-07
   4.85E+06 1.88E-06 4.83E-05 6.61E-07 1.08E-04 1.78E-06 5.34E-03 2.93E-04 1.41E-05 3.34E-06 2.90E-05 1.33E-07
   5.15E+06 2.52E-06 4.84E-05 6.71E-07 1.09E-04 1.86E-06 5.34E-03 2.95E-04 1.42E-05 3.40E-06 2.93E-05 1.38E-07
   5.45E+06 3.07E-06 4.85E-05 6.79E-07 1.10E-04 1.93E-06 5.34E-03 2.96E-04 1.42E-05 3.44E-06 2.95E-05 1.42E-07
   5.75E+06 3.52E-06 4.85E-05 6.85E-07 1.10E-04 1.98E-06 5.34E-03 2.96E-04 1.43E-05 3.48E-06 2.96E-05 1.45E-07
   6.05E+06 3.87E-06 4.86E-05 6.89E-07 1.11E-04 2.02E-06 5.34E-03 2.97E-04 1.44E-05 3.50E-06 2.98E-05 1.48E-07
   6.35E+06 4.13E-06 4.86E-05 6.93E-07 1.11E-04 2.05E-06 5.34E-03 2.97E-04 1.44E-05 3.52E-06 2.98E-05 1.49E-07
   6.65E+06 4.33E-06 4.86E-05 6.95E-07 1.12E-04 2.07E-06 5.34E-03 2.97E-04 1.44E-05 3.53E-06 2.99E-05 1.50E-07
   6.95E+06 4.48E-06 4.86E-05 6.97E-07 1.12E-04 2.09E-06 5.34E-03 2.98E-04 1.44E-05 3.53E-06 2.99E-05 1.51E-07
   7.25E+06 4.59E-06 4.86E-05 6.98E-07 1.12E-04 2.09E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   7.55E+06 4.66E-06 4.86E-05 6.98E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   7.85E+06 4.72E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   8.15E+06 4.75E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   8.45E+06 4.77E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   8.75E+06 4.79E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.05E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.35E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.65E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07
   9.95E+06 4.80E-06 4.86E-05 6.99E-07 1.12E-04 2.10E-06 5.34E-03 2.98E-04 1.44E-05 3.54E-06 2.99E-05 1.51E-07

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 4.99E-07 1.76E-03 2.28E-04 1.45E-03 4.06E-03 8.29E-05 1.63E-05 8.53E-09
   3.50E+05 1.63E-06 1.94E-03 2.62E-04 1.76E-03 4.66E-03 1.17E-04 2.35E-05 3.13E-08
   6.50E+05 3.41E-06 1.75E-03 3.02E-04 2.88E-03 5.09E-03 4.81E-04 3.00E-03 9.51E-07
   9.50E+05 5.93E-06 2.06E-03 2.87E-04 2.32E-03 5.10E-03 1.78E-04 6.25E-05 1.68E-07
   1.25E+06 8.86E-06 2.06E-03 2.96E-04 2.64E-03 5.27E-03 2.41E-04 2.76E-04 2.85E-07
