
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D
   5.000E+04 9.550E+05 2.401E+19 3.451E+05 4.119E-12 2.602E+06 0.000E+00 3.810E-28 1.252E-29 6.849E-06 2.242E-06 1.583E-08 1.371E-02 5.041E+18 1.230E+06 3.195E-03
   1.500E+05 8.471E+05 2.179E+19 2.606E+05 7.741E-11 2.991E+06 0.000E+00 8.726E-27 4.142E-28 7.320E-06 2.423E-06 1.876E-08 8.579E-03 4.575E+18 1.297E+06 4.225E-03
   2.500E+05 7.494E+05 1.973E+19 1.887E+05 1.323E-09 3.457E+06 0.000E+00 1.906E-25 1.289E-26 7.675E-06 2.585E-06 2.283E-08 5.204E-03 4.143E+18 1.361E+06 5.539E-03
   3.500E+05 6.610E+05 1.782E+19 1.218E+05 1.670E-08 3.894E+06 0.000E+00 3.458E-24 3.209E-25 7.868E-06 2.731E-06 2.777E-08 2.920E-03 3.743E+18 1.386E+06 7.017E-03
   4.500E+05 5.812E+05 1.606E+19 7.071E+04 1.561E-07 4.229E+06 0.000E+00 5.193E-23 6.302E-24 7.927E-06 2.864E-06 3.322E-08 1.542E-03 3.373E+18 1.387E+06 8.505E-03
   5.500E+05 5.095E+05 1.443E+19 3.734E+04 1.088E-06 4.414E+06 0.000E+00 6.429E-22 9.717E-23 7.886E-06 2.984E-06 3.878E-08 7.761E-04 3.031E+18 1.350E+06 9.866E-03
   6.500E+05 4.451E+05 1.294E+19 1.784E+04 5.621E-06 4.442E+06 0.000E+00 6.547E-21 1.180E-21 7.765E-06 3.094E-06 4.421E-08 3.681E-04 2.717E+18 1.225E+06 1.101E-02
   7.500E+05 3.875E+05 1.157E+19 7.631E+03 2.130E-05 4.330E+06 0.000E+00 5.489E-20 1.139E-20 7.566E-06 3.195E-06 4.949E-08 1.617E-04 2.429E+18 1.044E+06 1.191E-02
   8.500E+05 3.361E+05 1.031E+19 2.853E+03 5.801E-05 4.120E+06 0.000E+00 3.805E-19 8.831E-20 7.301E-06 3.289E-06 5.475E-08 6.373E-05 2.165E+18 9.055E+05 1.259E-02
   9.500E+05 2.904E+05 9.156E+18 8.751E+02 1.068E-04 3.865E+06 0.000E+00 2.196E-18 5.578E-19 6.990E-06 3.377E-06 6.039E-08 2.091E-05 1.923E+18 8.419E+05 1.315E-02
   1.050E+06 2.498E+05 8.107E+18 1.702E+02 1.011E-04 3.682E+06 0.000E+00 1.065E-17 2.910E-18 6.624E-06 3.460E-06 6.857E-08 4.287E-06 1.703E+18 7.902E+05 1.397E-02
   1.150E+06 2.140E+05 7.152E+18 1.744E+02 3.906E-04 3.785E+06 0.000E+00 4.388E-17 1.273E-17 6.213E-06 3.539E-06 8.519E-08 4.291E-06 1.502E+18 7.206E+05 1.607E-02
   1.250E+06 1.829E+05 6.116E+18 2.164E+02 1.227E-03 4.686E+06 0.000E+00 1.534E-16 4.666E-17 6.333E-06 3.614E-06 1.210E-07 4.301E-06 1.285E+18 5.389E+05 2.325E-02
   1.350E+06 1.563E+05 5.227E+18 3.028E+02 3.266E-03 6.528E+06 0.000E+00 4.582E-16 1.446E-16 6.466E-06 3.685E-06 1.932E-07 4.322E-06 1.098E+18 3.852E+05 3.790E-02
   1.450E+06 1.336E+05 4.468E+18 4.379E+02 7.601E-03 9.366E+06 0.000E+00 1.205E-15 3.906E-16 6.622E-06 3.754E-06 3.166E-07 4.356E-06 9.383E+17 3.129E+05 6.362E-02
   1.550E+06 1.142E+05 3.819E+18 6.113E+02 1.591E-02 1.293E+07 0.000E+00 2.865E-15 9.458E-16 6.820E-06 3.822E-06 4.965E-07 4.404E-06 8.020E+17 2.885E+05 1.028E-01
   1.650E+06 9.763E+04 3.264E+18 8.177E+02 3.061E-02 1.705E+07 0.000E+00 6.292E-15 2.099E-15 7.088E-06 3.891E-06 7.369E-07 4.468E-06 6.856E+17 2.857E+05 1.585E-01
   1.750E+06 8.346E+04 2.790E+18 1.049E+03 5.512E-02 2.151E+07 0.000E+00 1.297E-14 4.346E-15 7.454E-06 3.963E-06 1.034E-06 4.545E-06 5.860E+17 2.968E+05 2.340E-01
   1.850E+06 7.135E+04 2.385E+18 1.307E+03 9.424E-02 2.629E+07 0.000E+00 2.542E-14 8.527E-15 7.954E-06 4.039E-06 1.386E-06 4.633E-06 5.010E+17 3.198E+05 3.345E-01
   1.950E+06 6.100E+04 2.039E+18 1.594E+03 1.551E-01 3.141E+07 0.000E+00 4.784E-14 1.609E-14 8.626E-06 4.121E-06 1.786E-06 4.729E-06 4.283E+17 3.554E+05 4.674E-01
   2.050E+06 5.215E+04 1.744E+18 1.913E+03 2.498E-01 3.692E+07 0.000E+00 8.710E-14 2.967E-14 9.513E-06 4.210E-06 2.226E-06 4.829E-06 3.662E+17 4.061E+05 6.426E-01
   2.150E+06 4.460E+04 1.485E+18 2.290E+03 3.983E-01 4.323E+07 0.000E+00 1.543E-13 5.440E-14 1.076E-05 4.308E-06 2.705E-06 4.931E-06 3.118E+17 4.800E+05 8.852E-01
   2.250E+06 3.818E+04 1.265E+18 2.732E+03 6.408E-01 5.046E+07 0.000E+00 2.674E-13 1.006E-13 1.236E-05 4.418E-06 3.227E-06 5.036E-06 2.657E+17 5.793E+05 1.215E+00
   2.350E+06 3.270E+04 1.079E+18 3.257E+03 1.049E+00 5.888E+07 0.000E+00 4.550E-13 1.890E-13 1.441E-05 4.542E-06 3.789E-06 5.143E-06 2.265E+17 7.114E+05 1.667E+00
   2.450E+06 2.803E+04 9.206E+17 3.882E+03 1.740E+00 6.869E+07 0.000E+00 7.624E-13 3.600E-13 1.699E-05 4.683E-06 4.393E-06 5.250E-06 1.933E+17 8.855E+05 2.283E+00
