 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
  INITIAL MIXING RATIO OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
  45.5   2.2218E-12  2.8506E-12  2.8506E-12  6.4436E-09  1.4527E-08  1.7467E-09  2.5406E-11  3.9583E-10  8.9314E-13  8.9308E-13
  47.5   2.1183E-12  3.0634E-12  3.0634E-12  4.6502E-09  1.3676E-08  9.6500E-10  1.4453E-11  1.2423E-10  3.0226E-13  3.0224E-13
  49.5   1.9616E-12  3.0471E-12  3.0471E-12  3.4078E-09  1.2641E-08  5.4772E-10  8.6592E-12  4.3297E-11  1.1481E-13  1.1481E-13
  51.5   1.8248E-12  3.0240E-12  3.0240E-12  2.5359E-09  1.1560E-08  3.1933E-10  5.2084E-12  1.6114E-11  4.5897E-14  4.5895E-14
  53.5   1.6478E-12  2.7783E-12  2.7783E-12  1.9266E-09  1.0515E-08  1.9276E-10  3.3890E-12  6.8003E-12  2.0632E-14  2.0631E-14
  55.5   1.4825E-12  2.5007E-12  2.5007E-12  1.4899E-09  9.5309E-09  1.2187E-10  2.2630E-12  3.1535E-12  9.9630E-15  9.9627E-15
  57.5   1.3397E-12  2.2332E-12  2.2332E-12  1.1675E-09  8.6200E-09  8.2549E-11  1.5339E-12  1.5968E-12  5.2166E-15  5.2165E-15
  59.5   1.2080E-12  1.9605E-12  1.9605E-12  9.2382E-10  7.7915E-09  6.1281E-11  1.0625E-12  9.0424E-13  3.0451E-15  3.0450E-15
  61.5   1.0729E-12  1.6792E-12  1.6792E-12  7.3509E-10  7.0505E-09  4.9995E-11  7.5067E-13  5.7719E-13  1.9830E-15  1.9829E-15
  63.5   8.8356E-13  1.1662E-12  1.1662E-12  5.8782E-10  6.4069E-09  4.5633E-11  6.1638E-13  4.5500E-13  1.6210E-15  1.6210E-15
  65.5   7.6345E-13  1.0439E-12  1.0439E-12  4.7039E-10  5.8944E-09  4.1403E-11  4.1007E-13  3.2594E-13  1.1178E-15  1.1178E-15
  67.5   6.4198E-13  8.1223E-13  8.1223E-13  3.7160E-10  5.4733E-09  4.1502E-11  3.1099E-13  2.6350E-13  9.1066E-16  9.1066E-16
  69.5   5.2633E-13  6.0656E-13  6.0656E-13  2.8910E-10  5.1391E-09  4.4664E-11  2.5152E-13  2.3873E-13  8.2281E-16  8.2280E-16
  71.5   4.1980E-13  4.4170E-13  4.4170E-13  2.2109E-10  4.8790E-09  4.7527E-11  2.0849E-13  2.1636E-13  7.2886E-16  7.2886E-16
  73.5   3.1804E-13  3.1942E-13  3.1942E-13  1.6197E-10  4.6561E-09  4.4360E-11  1.6319E-13  1.7043E-13  5.3646E-16  5.3645E-16
  75.5   2.1730E-13  2.1496E-13  2.1496E-13  1.0871E-10  4.4326E-09  3.4425E-11  1.1794E-13  1.0952E-13  3.0918E-16  3.0918E-16
  77.5   1.3088E-13  1.3076E-13  1.3076E-13  6.4697E-11  4.1894E-09  2.1955E-11  7.7128E-14  5.6619E-14  1.3768E-16  1.3768E-16
  79.5   6.7918E-14  7.0320E-14  7.0320E-14  3.1839E-11  3.9038E-09  1.3035E-11  5.2818E-14  2.5021E-14  5.3305E-17  5.3305E-17
  81.5   2.5915E-14  2.1689E-14  2.1689E-14  1.0950E-11  3.5519E-09  1.1231E-12  1.1313E-14  6.2600E-15  6.3449E-18  6.3449E-18
  83.5   8.9788E-15  1.1013E-14  1.1013E-14  2.7721E-12  3.1367E-09  4.8563E-14  1.3247E-15  1.2953E-15  4.3342E-19  4.3342E-19
  85.5   3.0893E-15  7.7062E-15  7.7062E-15  6.5415E-13  2.7209E-09  1.1985E-14  2.7796E-16  2.6779E-16  2.9893E-20  2.9893E-20
  87.5   1.0686E-15  6.1613E-15  6.1613E-15  1.6833E-13  2.3399E-09  6.2292E-15  6.4829E-17  5.5686E-17  2.1087E-21  2.1087E-21
  89.5   3.7126E-16  5.3570E-15  5.3570E-15  5.0358E-14  2.0080E-09  3.6758E-15  1.6036E-17  1.1594E-17  1.5126E-22  1.5126E-22
  91.5   1.3009E-16  4.9104E-15  4.9104E-15  1.8072E-14  1.7340E-09  2.1746E-15  3.6818E-18  2.4319E-18  1.1158E-23  1.1158E-23
  93.5   4.5929E-17  4.6237E-15  4.6237E-15  7.7499E-15  1.5189E-09  1.3209E-15  8.7026E-19  5.1302E-19  8.5145E-25  8.5145E-25
  95.5   1.6478E-17  4.3962E-15  4.3962E-15  3.9683E-15  1.3622E-09  8.2556E-16  2.1006E-19  1.0964E-19  6.8869E-26  6.8869E-26
  97.5   6.2417E-18  4.1770E-15  4.1770E-15  2.4675E-15  1.2627E-09  5.3365E-16  5.1398E-20  2.4259E-20  6.1395E-27  6.1395E-27
  99.5   3.1481E-18  3.9402E-15  3.9402E-15  1.9338E-15  1.2181E-09  3.5843E-16  1.3131E-20  7.2517E-21  7.5972E-28  7.5972E-28
Alt(km)   CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
 
   TPI   1.7057E+11  2.9479E+11  2.9479E+11  3.6282E+06  2.3002E+13  4.6296E+13  2.1351E+10  1.5779E+11  1.5036E+11  1.5036E+11
   TLI   1.6445E+11  2.9458E+11  2.9458E+11  1.1236E+09  2.3002E+13  4.6296E+13  2.1350E+10  1.5542E+11  1.5036E+11  1.5036E+11
 
Alt(km)   NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ     
   0.5   1.1257E-14  7.3991E-17  1.8498E-17  4.1999E-01  4.7318E-20  5.5163E-11  8.7699E-12  6.1587E-14  8.0000E-04
   1.5   1.3128E-14  1.5331E-16  3.8327E-17  4.2000E-01  7.2354E-20  9.4640E-11  1.7480E-11  7.5703E-14  8.0916E-04
   2.5   1.6329E-14  3.5223E-16  8.8057E-17  4.2001E-01  1.0928E-19  1.2855E-10  2.7363E-11  8.8071E-14  8.1815E-04
   3.5   1.9984E-14  8.6897E-16  2.1724E-16  4.2002E-01  1.6456E-19  1.5953E-10  3.7056E-11  1.0338E-13  8.2684E-04
   5.5   2.4417E-14  4.4187E-15  1.1047E-15  4.2004E-01  3.8991E-19  2.2056E-10  5.3220E-11  1.4802E-13  8.4273E-04
   7.5   2.1080E-14  1.1930E-14  2.9824E-15  4.2005E-01  8.6589E-19  2.7947E-10  5.7823E-11  2.1674E-13  8.5523E-04
   9.5   1.9879E-14  4.4299E-14  1.1075E-14  4.2005E-01  1.6810E-18  2.8379E-10  5.2217E-11  2.3348E-13  8.6203E-04
  11.5   2.2613E-14  2.0158E-13  5.0396E-14  4.2005E-01  5.9680E-19  1.3080E-10  2.5336E-11  4.3974E-14  8.6206E-04
  13.5   3.4296E-14  6.7102E-13  1.6776E-13  4.2005E-01  2.6302E-20  2.8161E-11  3.9016E-12  1.9666E-15  8.6213E-04
  15.5   7.8240E-14  3.5505E-12  8.8763E-13  4.2005E-01  1.0607E-21  3.4019E-12  3.3894E-13  2.8017E-17  8.6227E-04
  17.5   1.8467E-13  1.4535E-11  3.6338E-12  4.2004E-01  4.9593E-22  3.5398E-13  3.0162E-14  2.2712E-19  8.6245E-04
  19.5   3.8148E-13  3.8863E-11  9.7157E-12  4.2003E-01  2.8476E-22  3.6744E-14  3.1746E-15  1.4118E-21  8.6266E-04
  21.5   7.0602E-13  7.5437E-11  1.8859E-11  4.2002E-01  1.3898E-22  4.1120E-15  5.2287E-16  8.0280E-24  8.6288E-04
  23.5   1.2415E-12  1.2299E-10  3.0747E-11  4.2000E-01  6.0128E-23  4.9595E-16  1.0483E-15  3.9907E-26  8.6308E-04
  25.5   2.0613E-12  1.7909E-10  4.4773E-11  4.1998E-01  2.4981E-23  6.3633E-17  1.9122E-15  1.6657E-28  8.6328E-04
  27.5   3.2575E-12  2.3798E-10  5.9496E-11  4.1997E-01  1.1958E-23  1.0191E-17  2.0181E-15  4.5306E-30  8.6346E-04
  29.5   4.7548E-12  2.6897E-10  6.7243E-11  4.1995E-01  1.7038E-23  5.2702E-18  2.0268E-15  4.7588E-30  8.6363E-04
  31.5   6.1323E-12  2.3251E-10  5.8129E-11  4.1993E-01  6.0972E-23  7.5425E-18  2.0209E-15  1.2763E-29  8.6377E-04
  33.5   6.8788E-12  1.4589E-10  3.6473E-11  4.1991E-01  2.0610E-22  1.2020E-17  2.0105E-15  3.0838E-29  8.6388E-04
  35.5   6.6120E-12  6.6376E-11  1.6594E-11  4.1989E-01  5.4862E-22  1.8438E-17  1.9960E-15  5.6600E-29  8.6395E-04
  37.5   5.4165E-12  2.2123E-11  5.5307E-12  4.1988E-01  1.2208E-21  2.6707E-17  1.9777E-15  7.9790E-29  8.6397E-04
  39.5   3.7696E-12  5.2371E-12  1.3093E-12  4.1986E-01  2.4567E-21  3.8533E-17  1.9522E-15  9.7066E-29  8.6394E-04
  41.5   2.1745E-12  8.6746E-13  2.1686E-13  4.1984E-01  4.9379E-21  5.9816E-17  1.9076E-15  1.2180E-28  8.6384E-04
  43.5   1.0857E-12  1.1611E-13  2.9027E-14  4.1982E-01  1.0007E-20  9.8366E-17  1.8284E-15  1.6460E-28  8.6369E-04
  45.5   5.1092E-13  1.5093E-14  3.7733E-15  4.1979E-01  1.9032E-20  1.5702E-16  1.7088E-15  2.1627E-28  8.6350E-04
  47.5   2.3876E-13  2.0788E-15  5.1970E-16  4.1977E-01  3.2542E-20  2.3015E-16  1.5603E-15  2.6068E-28  8.6328E-04
  49.5   1.1401E-13  3.3362E-16  8.3405E-17  4.1974E-01  5.6576E-20  3.0801E-16  1.4022E-15  3.2290E-28  8.6303E-04
  51.5   5.5030E-14  5.7610E-17  1.4403E-17  4.1971E-01  9.3094E-20  3.8354E-16  1.2486E-15  4.2153E-28  8.6275E-04
  53.5   2.7650E-14  1.1684E-17  2.9210E-18  4.1968E-01  1.6196E-19  4.5062E-16  1.1119E-15  6.5284E-28  8.6247E-04
  55.5   1.4372E-14  2.6355E-18  6.5887E-19  4.1965E-01  2.8047E-19  5.0866E-16  9.9315E-16  1.1291E-27  8.6216E-04
  57.5   7.8239E-15  6.6292E-19  1.6573E-19  4.1961E-01  4.7494E-19  5.5814E-16  8.9115E-16  2.0814E-27  8.6184E-04
  59.5   4.5576E-15  1.9370E-19  4.8426E-20  4.1958E-01  7.9104E-19  5.9958E-16  8.0474E-16  4.0161E-27  8.6149E-04
  61.5   2.8574E-15  6.6438E-20  1.6609E-20  4.1954E-01  1.2987E-18  6.3364E-16  7.3226E-16  7.9647E-27  8.6111E-04
  63.5   2.1226E-15  3.4115E-20  8.5287E-21  4.1950E-01  2.6935E-18  6.5940E-16  6.7277E-16  2.0108E-26  8.6070E-04
  65.5   1.3627E-15  1.2522E-20  3.1306E-21  4.1946E-01  3.6410E-18  6.8092E-16  6.2345E-16  3.4840E-26  8.6024E-04
  67.5   9.9324E-16  5.7870E-21  1.4468E-21  4.1942E-01  5.5141E-18  6.9689E-16  5.8131E-16  6.9706E-26  8.5971E-04
  69.5   7.6068E-16  3.0359E-21  7.5897E-22  4.1937E-01  7.7805E-18  7.0860E-16  5.4590E-16  1.3739E-25  8.5910E-04
  71.5   5.7539E-16  1.5588E-21  3.8970E-22  4.1931E-01  9.9783E-18  7.1742E-16  5.1624E-16  2.5070E-25  8.5840E-04
  73.5   3.8916E-16  6.2524E-22  1.5631E-22  4.1924E-01  1.1864E-17  7.2524E-16  4.8916E-16  4.0599E-25  8.5751E-04
  75.5   2.2826E-16  1.8453E-22  4.6132E-23  4.1915E-01  1.4113E-17  7.3175E-16  4.6192E-16  6.0325E-25  8.5629E-04
  77.5   1.1443E-16  3.9474E-23  9.8686E-24  4.1902E-01  1.7436E-17  7.3524E-16  4.3463E-16  8.4066E-25  8.5461E-04
  79.5   5.2644E-17  6.7499E-24  1.6875E-24  4.1884E-01  2.0141E-17  7.3868E-16  4.0745E-16  1.1466E-24  8.5233E-04
  81.5   8.2465E-18  4.8132E-25  1.2033E-25  4.1859E-01  6.0718E-17  6.6463E-16  3.8040E-16  1.3850E-24  8.4923E-04
  83.5   3.7259E-19  2.3434E-26  5.8585E-27  4.1814E-01  1.5694E-16  4.7718E-16  3.5375E-16  6.6707E-25  8.4515E-04
  85.5   7.1418E-20  1.1431E-27  2.8577E-28  4.1731E-01  2.2967E-16  3.3436E-16  3.2738E-16  2.7101E-25  8.3983E-04
  87.5   2.6365E-20  5.6711E-29  1.4178E-29  4.1586E-01  2.7223E-16  2.4885E-16  3.0093E-16  1.0862E-25  8.3280E-04
  89.5   1.0966E-20  2.8481E-30  7.1203E-31  4.1358E-01  2.9818E-16  1.9257E-16  2.7390E-16  4.6472E-26  8.2339E-04
  91.5   4.3879E-21  1.4650E-31  3.6626E-32  4.1023E-01  3.1275E-16  1.5386E-16  2.4596E-16  2.0736E-26  8.1079E-04
  93.5   1.8260E-21  7.7499E-33  1.9375E-33  4.0565E-01  3.2086E-16  1.2159E-16  2.1692E-16  9.8212E-27  7.9401E-04
  95.5   7.8581E-22  4.3184E-34  1.0796E-34  3.9975E-01  3.2292E-16  9.3690E-17  1.8700E-16  4.8681E-27  7.7204E-04
  97.5   3.4919E-22  2.6510E-35  6.6274E-36  3.9257E-01  3.1795E-16  7.1133E-17  1.5680E-16  2.4870E-27  7.4393E-04
  99.5   1.6025E-22  2.2504E-36  5.6261E-37  3.8429E-01  3.0470E-16  5.5944E-17  1.2733E-16  1.2902E-27  7.0899E-04
Alt(km)   NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ     
 
   TPI   1.4801E+11  5.7710E+09  1.4428E+09  1.1666E+20  3.4687E+08  3.5973E+11  1.0803E+10  1.9601E+08  2.3586E+14
   TLI   1.4801E+11  5.7710E+09  1.4428E+09  1.1666E+20  3.4687E+08  3.5840E+11  1.0592E+10  1.9453E+08  2.8614E+12
 
 
  NUMBER DENSITY OF SHORT-LIVED ISOTOPIC SPECIES
Alt(km)   Q1D         H3CQ        HCQ         SO1Q        SO3Q        HSO2Q       SO2Q    
   0.5   4.9967E-03  3.1935E+01  4.9146E-03  4.2932E-04  3.1211E-03  1.4338E-03  1.5144E+00
   4.5   1.5241E-02  4.4921E+01  5.2690E-03  1.9180E-03  1.3789E-02  7.6025E-03  5.1793E+01
   8.5   2.4296E-02  2.4600E+01  1.7685E-03  3.3621E-03  2.4054E-02  1.0327E-02  8.2142E+02
  12.5   4.3535E-02  1.2455E+01  5.5904E-04  8.2114E-04  5.8587E-03  2.0099E-03  2.0297E+03
  16.5   2.4988E-01  8.4597E+00  3.5830E-04  1.3977E-05  9.9421E-05  1.8942E-05  1.8576E+01
  20.5   9.7720E-01  1.0384E+01  4.6539E-04  1.6617E-07  1.1749E-06  2.1120E-07  1.9573E-01
  24.5   3.4666E+00  1.9156E+01  1.0844E-03  2.7755E-09  1.9410E-08  4.2131E-09  3.7808E-03
  28.5   1.2624E+01  3.8196E+01  2.8485E-03  1.1879E-10  8.1688E-10  2.1794E-10  1.9000E-04
  32.5   4.2183E+01  7.1948E+01  6.9061E-03  2.7276E-10  1.8328E-09  5.3659E-10  4.5595E-04
  36.5   1.0031E+02  1.0458E+02  1.3548E-02  9.8720E-10  6.4414E-09  1.3803E-09  1.2018E-03
  40.5   1.9839E+02  1.1656E+02  1.9134E-02  2.9321E-09  1.8430E-08  2.4733E-09  2.2424E-03
  44.5   2.4083E+02  8.0499E+01  1.5826E-02  9.1791E-09  5.4708E-08  3.1052E-09  3.0045E-03
  48.5   1.8557E+02  4.4624E+01  9.9651E-03  2.0647E-08  1.1400E-07  2.3859E-09  2.5208E-03
  52.5   1.3241E+02  2.5516E+01  5.5260E-03  3.1602E-08  1.5790E-07  1.7111E-09  1.8981E-03
  56.5   9.0459E+01  1.5412E+01  2.7958E-03  3.8220E-08  1.6842E-07  1.3456E-09  1.4723E-03
  60.5   5.3200E+01  9.7894E+00  1.4662E-03  3.9951E-08  1.4993E-07  1.0381E-09  1.1148E-03
  64.5   3.0047E+01  6.2210E+00  7.8517E-04  3.7317E-08  1.1667E-07  9.4068E-10  9.5573E-04
  68.5   1.4188E+01  4.1643E+00  2.5290E-03  3.0867E-08  7.8366E-08  7.1492E-10  7.3645E-04
  72.5   7.8471E+00  2.9487E+00  1.1380E-02  2.2883E-08  4.7873E-08  6.2984E-10  6.6123E-04
  76.5   7.9534E+00  1.4542E+00  2.3370E-02  1.5238E-08  2.7150E-08  4.1726E-10  4.8330E-04
  80.5   1.0608E+01  2.9733E-01  2.6023E-02  9.0806E-09  1.4423E-08  1.9460E-10  2.7989E-04
  84.5   3.7440E+01  6.2006E-03  2.5796E-02  2.7701E-09  4.0855E-09  2.2773E-12  2.8642E-05
  88.5   6.8707E+01  6.7020E-04  1.6880E-02  7.8555E-10  1.1085E-09  7.5155E-14  3.2632E-05
  92.5   1.0115E+02  7.2626E-05  9.2296E-03  2.4377E-10  3.3590E-10  2.0573E-15  2.9340E-05
  96.5   2.2742E+02  1.0173E-05  4.7297E-03  7.2001E-11  9.8062E-11  4.9804E-17  1.8059E-05
Alt(km)   Q1D         H3CQ        HCQ         SO1Q        SO3Q        HSO2Q       SO2Q    

 FLUXES OF LONG-LIVED ISOTOPIC SPECIES


     Z        H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH   CH3QOH   CH3OQ   
  0.00E+00-9.86E+08-2.04E+04 4.69E+13-1.60E+06-7.15E+08-1.53E+10-6.71E+10-3.35E+10 3.46E+11-6.12E+09-6.12E+09-2.07E+08
  1.00E+05-1.66E+08-4.79E+02 0.00E+00-3.35E+05-1.05E+07-2.02E+09-1.40E+11-7.00E+10 2.72E+11 1.21E+08 1.21E+08 3.30E+06
  5.00E+05 4.06E+08-1.35E+03 0.00E+00-1.95E+05 4.20E+07 7.62E+09-2.05E+11-1.02E+11 9.46E+10 3.17E+09 3.17E+09 1.82E+07
  9.00E+05 1.33E+08-2.11E+03 0.00E+00-1.15E+05 2.43E+07 2.13E+09-1.23E+11-6.13E+10 2.80E+10 6.04E+08 6.04E+08 5.80E+06
  1.30E+06 1.37E+06-1.96E+03-1.90E+10-4.67E+03 5.05E+05 1.92E+07-6.67E+10-3.34E+10 3.64E+09 2.63E+06 2.63E+06 4.35E+04
  1.70E+06 7.26E+03-7.13E+03-1.54E+10-5.49E+03-6.67E+04-1.90E+05-6.18E+10-3.09E+10 2.63E+08 8.76E+03 8.76E+03 1.05E+03
  2.10E+06-2.19E+05-4.43E+04-1.35E+10-1.85E+04-3.13E+05-1.94E+06-8.04E+10-4.02E+10 2.52E+07-6.07E+04-6.07E+04-3.63E+03
  2.50E+06-3.26E+05-2.93E+05-1.17E+10-7.24E+04-1.24E+06-1.20E+07-1.13E+11-5.64E+10 6.45E+06-1.54E+05-1.54E+05-7.71E+03
  2.90E+06-2.45E+05-1.58E+06-9.59E+09-2.69E+05-2.89E+06-2.23E+07-1.04E+11-5.22E+10 1.10E+07-4.62E+04-4.62E+04-7.13E+03
  3.30E+06-6.04E+04-6.79E+06-6.94E+09-9.30E+05-3.21E+06 3.93E+06 4.74E+09 2.37E+09 1.05E+07 7.49E+04 7.49E+04-5.76E+03
  3.70E+06 9.59E+04-2.75E+07-3.96E+09-2.54E+06-1.60E+06 1.00E+07 5.48E+10 2.74E+10 9.51E+06 4.64E+04 4.64E+04-4.35E+03
  4.10E+06 1.09E+05-1.10E+08-1.18E+09-3.94E+06-1.73E+06 2.34E+06 4.71E+10 2.36E+10 3.10E+06 1.02E+04 1.02E+04-4.21E+03
  4.50E+06 8.46E+04-2.18E+08 8.61E+08-1.76E+06-1.20E+06 8.63E+05 2.56E+10 1.28E+10-8.81E+06 2.09E+03 2.09E+03-2.67E+03
  4.90E+06 6.72E+04-2.99E+08 2.13E+09-1.13E+06-9.56E+05 3.10E+05 9.84E+09 4.92E+09-2.18E+07 2.03E+03 2.03E+03 7.51E+02
  5.30E+06 4.17E+04-3.79E+08 2.92E+09-1.59E+06-1.42E+06-1.56E+05 4.91E+09 2.46E+09-5.16E+07 2.18E+03 2.18E+03 3.53E+03
  5.70E+06 2.27E+04-4.42E+08 3.34E+09-2.84E+06-2.72E+06-6.34E+05 3.95E+09 1.98E+09-1.16E+08 1.54E+03 1.54E+03 2.97E+03
  6.10E+06 1.40E+04-4.44E+08 3.54E+09-5.22E+06-5.12E+06-1.58E+06 2.62E+09 1.31E+09-2.30E+08 1.42E+03 1.42E+03 2.91E+03
  6.50E+06-1.24E+04-6.25E+08 3.59E+09-9.10E+06-9.06E+06-3.02E+06 1.86E+09 9.31E+08-4.07E+08 1.02E+03 1.02E+03 1.04E+03
  6.90E+06-1.49E+05-4.27E+08 3.56E+09-1.99E+07-1.85E+07-8.37E+06 7.28E+08 3.64E+08-6.19E+08 8.86E+02 8.86E+02 1.47E+03
  7.30E+06-2.40E+05-7.94E+08 3.34E+09-2.76E+07-2.19E+07-8.75E+06 2.24E+08 1.12E+08-7.92E+08 5.75E+02 5.75E+02 6.38E+02
  7.70E+06-1.34E+05-1.38E+09 2.67E+09-1.29E+07-5.59E+06-3.60E+05 4.99E+07 2.50E+07-8.34E+08 2.49E+02 2.49E+02 2.33E+02
  8.10E+06-7.77E+04-3.41E+10 2.01E+09 5.94E+07 3.79E+07 7.12E+06-1.70E+08-8.49E+07-7.73E+08 5.74E+01 5.74E+01 6.25E+01
  8.50E+06 5.72E+04-3.85E+11 8.19E+08 1.06E+06 7.12E+05 4.08E+05-3.58E+08-1.79E+08-4.61E+08 3.75E+00 3.75E+00 2.22E+00
  8.90E+06 5.11E+03-6.73E+11 2.63E+08 1.33E+05 3.30E+04 1.72E+04-6.00E+07-3.00E+07-2.44E+08 2.24E-01 2.24E-01 2.68E-01
  9.30E+06 7.83E+02-6.79E+11 8.07E+07 2.49E+04 2.62E+03 6.84E+02 3.73E+07 1.87E+07-1.27E+08 1.37E-02 1.37E-02 3.27E-02
  9.70E+06 1.28E+02-5.15E+11 2.35E+07 4.74E+03 2.94E+02 2.69E+01 2.12E+07 1.06E+07-6.82E+07 8.76E-04 8.76E-04 3.69E-03
  1.00E+07-3.11E-07-3.51E+11 6.48E+06-8.27E-03-1.02E-03-8.88E-16-5.92E-02-2.96E-02-4.32E+07 2.60E-18 2.49E-18-6.29E-15

     Z        CH3QO    N2Q      NQ       NOQ      HNOQ     HNO2Q    HOQNO2   HO2NOQ   NO2Q     N2O4Q    N2QO4    OQ      
  0.00E+00-2.07E+08 1.12E+09-1.81E+07-7.84E+07-6.52E+05-2.37E+09-3.94E+06-3.94E+06-1.35E+05-8.88E+02-2.22E+02-2.31E+14
  1.00E+05 3.30E+06 1.12E+09-2.06E+07-5.59E+07-4.31E+05-2.39E+09-1.15E+07-1.15E+07-4.28E+04-1.81E+03-4.53E+02-2.08E+14
  5.00E+05 1.82E+07 1.11E+09-3.61E+07-4.45E+07-5.15E+05-1.35E+09-3.32E+08-3.32E+08-2.04E+04-3.54E+04-8.85E+03-1.15E+14
  9.00E+05 5.80E+06 1.10E+09-4.95E+07-1.69E+07-4.19E+05-2.85E+08 4.77E+06 4.77E+06-9.57E+02-2.10E+05-5.26E+04-2.29E+13
  1.30E+06 4.35E+04 1.10E+09-1.01E+07-2.02E+07-1.79E+04-3.75E+08-2.68E+06-2.68E+06-4.57E+03-1.70E+05-4.26E+04 1.41E+11
  1.70E+06 1.05E+03 1.09E+09-5.20E+06-2.65E+07-8.29E+03-3.47E+08-6.75E+06-6.75E+06-7.48E+03-8.24E+05-2.06E+05 1.22E+11
  2.10E+06-3.63E+03 1.06E+09-3.63E+06-2.68E+07-1.03E+04-2.95E+08-7.72E+06-7.72E+06-1.56E+04-1.67E+06-4.17E+05 1.46E+11
  2.50E+06-7.71E+03 9.88E+08-6.34E+06-4.09E+07-2.60E+04-1.89E+08-5.33E+06-5.33E+06-3.26E+04-2.10E+06-5.25E+05 1.91E+11
  2.90E+06-7.13E+03 8.08E+08-1.72E+07-7.64E+07-8.44E+04-6.22E+06 2.16E+06 2.16E+06-4.59E+04-5.54E+05-1.39E+05 1.74E+11
  3.30E+06-5.76E+03 5.05E+08-3.89E+07-6.24E+07-2.16E+05 1.56E+08 6.67E+06 6.67E+06-1.53E+04 2.10E+06 5.24E+05 5.42E+09
  3.70E+06-4.35E+03 2.31E+08-5.75E+07 3.57E+07-2.73E+05 1.66E+08 2.17E+06 2.17E+06 2.60E+04 6.77E+05 1.69E+05-7.49E+10
  4.10E+06-4.21E+03 8.90E+07-2.96E+07 6.08E+07 8.90E+04 7.15E+07 2.37E+05 2.37E+05 2.43E+04 4.35E+04 1.09E+04-6.78E+10
  4.50E+06-2.67E+03 3.37E+07 7.89E+06 1.78E+07 2.08E+05 8.83E+06 1.88E+04 1.88E+04 6.64E+03 7.47E+02 1.87E+02-3.84E+10
  4.90E+06 7.51E+02 1.40E+07 1.31E+07 4.38E+06 6.08E+04 7.18E+05 1.71E+03 1.71E+03 1.25E+03 1.20E+01 3.00E+00-1.64E+10
  5.30E+06 3.53E+03 6.50E+06 1.21E+07 1.27E+06 1.80E+04 8.15E+04 2.26E+02 2.26E+02 2.60E+02 3.20E-01 8.01E-02-9.83E+09
  5.70E+06 2.97E+03 3.31E+06 9.90E+06 3.72E+05 7.22E+03 1.37E+04 4.23E+01 4.23E+01 6.02E+01 1.42E-02 3.54E-03-8.86E+09
  6.10E+06 2.91E+03 1.82E+06 7.40E+06 9.80E+04 2.90E+03 2.76E+03 9.12E+00 9.12E+00 1.48E+01 9.24E-04 2.31E-04-7.18E+09
  6.50E+06 1.04E+03 1.06E+06 4.58E+06 3.26E+04 1.74E+03 1.14E+03 4.27E+00 4.27E+00 6.23E+00 1.58E-04 3.94E-05-6.08E+09
  6.90E+06 1.47E+03 6.17E+05 2.46E+06-2.74E+04 4.36E+02 1.57E+02 6.11E-01 6.11E-01 1.73E+00 1.80E-05 4.49E-06-4.73E+09
  7.30E+06 6.38E+02 3.26E+05 1.24E+06 2.96E+04 2.65E+02 2.94E+02 1.22E+00 1.22E+00 1.06E+00 4.54E-06 1.13E-06-3.56E+09
  7.70E+06 2.33E+02 1.27E+05 7.72E+05 3.93E+04 1.25E+02 1.50E+02 4.69E-01 4.69E-01 3.21E-01 3.08E-07 7.69E-08-2.15E+09
  8.10E+06 6.25E+01 2.89E+04 6.16E+05 1.68E+04 7.73E+01 2.40E+01 5.44E-02 5.44E-02 7.08E-02 5.28E-09 1.32E-09 3.15E+10
  8.50E+06 2.22E+00 1.19E+03 3.56E+05 1.41E+01 5.16E-01 5.53E-01 1.44E-04 1.44E-04 1.13E-04 6.91E-12 1.73E-12 3.84E+11
  8.90E+06 2.68E-01 3.47E+01 1.40E+05 9.34E-01 1.40E-02 1.19E-02 3.56E-07 3.56E-07 5.10E-06 8.44E-15 2.11E-15 6.73E+11
  9.30E+06 3.27E-02 1.67E+00 4.48E+04 1.59E-01 4.08E-04 2.61E-04 9.58E-10 9.58E-10 4.28E-07 1.10E-17 2.75E-18 6.79E+11
  9.70E+06 3.69E-03 1.30E-01 1.01E+04 2.79E-02 1.24E-05 6.15E-06 3.22E-12 3.22E-12 3.74E-08 1.75E-20 4.37E-21 5.15E+11
  1.00E+07-6.17E-15 3.17E-14-4.72E-08-2.18E-08-3.30E-16-9.53E-22-8.66E-25-4.90E-25-8.71E-15-2.14E-33-5.35E-34 3.51E+11

     Z        SQ       SOQ      H2SO3Q   HSQ      COQ     
  0.00E+00-6.40E-04-1.32E+09-2.11E+08-1.48E+06-2.33E+14
