 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
  INITIAL MIXING RATIO OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
  15.5   8.2400E-14  3.6759E-12  9.1897E-13  4.2078E-01  1.0624E-21  3.4026E-12  1.0546E-12  2.8063E-17  8.6342E-04
  17.5   1.9535E-13  1.5080E-11  3.7701E-12  4.2078E-01  4.9654E-22  3.5404E-13  9.0478E-14  2.2745E-19  8.6363E-04
  19.5   4.0152E-13  4.0202E-11  1.0050E-11  4.2077E-01  2.8506E-22  3.6749E-14  8.9435E-15  1.4135E-21  8.6387E-04
  21.5   7.3815E-13  7.7757E-11  1.9439E-11  4.2077E-01  1.3911E-22  4.1126E-15  1.1708E-15  8.0355E-24  8.6410E-04
  23.5   1.2896E-12  1.2639E-10  3.1597E-11  4.2076E-01  6.0195E-23  4.9614E-16  1.1680E-15  3.9932E-26  8.6433E-04
  25.5   2.1303E-12  1.8372E-10  4.5930E-11  4.2075E-01  2.5116E-23  6.4050E-17  3.1346E-15  1.6663E-28  8.6455E-04
  27.5   3.3535E-12  2.4395E-10  6.0987E-11  4.2074E-01  1.2551E-23  1.0899E-17  3.3487E-15  4.5394E-30  8.6475E-04
  29.5   4.8835E-12  2.7579E-10  6.8946E-11  4.2072E-01  1.9306E-23  6.2639E-18  3.3429E-15  4.7719E-30  8.6493E-04
  31.5   6.2949E-12  2.3876E-10  5.9690E-11  4.2071E-01  6.7967E-23  8.7657E-18  3.2892E-15  1.2801E-29  8.6509E-04
  33.5   7.0675E-12  1.5019E-10  3.7546E-11  4.2070E-01  2.2289E-22  1.3400E-17  3.2043E-15  3.0931E-29  8.6522E-04
  35.5   6.8098E-12  6.8573E-11  1.7143E-11  4.2069E-01  5.7987E-22  1.9911E-17  3.0922E-15  5.6775E-29  8.6530E-04
  37.5   5.6107E-12  2.3006E-11  5.7516E-12  4.2068E-01  1.2704E-21  2.8220E-17  2.9651E-15  8.0052E-29  8.6533E-04
  39.5   3.9418E-12  5.5060E-12  1.3765E-12  4.2066E-01  2.5272E-21  4.0060E-17  2.8296E-15  9.7426E-29  8.6531E-04
  41.5   2.3044E-12  9.2679E-13  2.3170E-13  4.2065E-01  5.0318E-21  6.1358E-17  2.6781E-15  1.2231E-28  8.6522E-04
  43.5   1.1709E-12  1.2671E-13  3.1676E-14  4.2063E-01  1.0128E-20  9.9938E-17  2.4970E-15  1.6530E-28  8.6508E-04
  45.5   5.6237E-13  1.6874E-14  4.2184E-15  4.2061E-01  1.9186E-20  1.5863E-16  2.2824E-15  2.1715E-28  8.6490E-04
  47.5   2.6853E-13  2.3837E-15  5.9593E-16  4.2058E-01  3.2735E-20  2.3180E-16  2.0477E-15  2.6167E-28  8.6468E-04
  49.5   1.3190E-13  3.9530E-16  9.8825E-17  4.2055E-01  5.6844E-20  3.0970E-16  1.8145E-15  3.2409E-28  8.6443E-04
  51.5   6.5822E-14  7.0942E-17  1.7735E-17  4.2052E-01  9.3471E-20  3.8527E-16  1.5977E-15  4.2305E-28  8.6416E-04
  53.5   3.4594E-14  1.5145E-17  3.7862E-18  4.2049E-01  1.6255E-19  4.5240E-16  1.4101E-15  6.5514E-28  8.6387E-04
  55.5   1.8977E-14  3.6315E-18  9.0789E-19  4.2046E-01  2.8142E-19  5.1048E-16  1.2506E-15  1.1330E-27  8.6357E-04
  57.5   1.0951E-14  9.7573E-19  2.4393E-19  4.2043E-01  4.7646E-19  5.6001E-16  1.1158E-15  2.0885E-27  8.6324E-04
  59.5   6.7436E-15  3.0362E-19  7.5905E-20  4.2039E-01  7.9349E-19  6.0150E-16  1.0031E-15  4.0298E-27  8.6289E-04
  61.5   4.4210E-15  1.0958E-19  2.7394E-20  4.2036E-01  1.3027E-18  6.3562E-16  9.0941E-16  7.9918E-27  8.6252E-04
  63.5   3.3939E-15  5.8446E-20  1.4612E-20  4.2032E-01  2.7018E-18  6.6151E-16  8.3310E-16  2.0178E-26  8.6211E-04
  65.5   2.2163E-15  2.1873E-20  5.4682E-21  4.2028E-01  3.6524E-18  6.8316E-16  7.7035E-16  3.4963E-26  8.6165E-04
  67.5   1.6327E-15  1.0236E-20  2.5591E-21  4.2023E-01  5.5320E-18  6.9936E-16  7.1704E-16  6.9968E-26  8.6112E-04
  69.5   1.2577E-15  5.4074E-21  1.3518E-21  4.2018E-01  7.8077E-18  7.1144E-16  6.7244E-16  1.3795E-25  8.6051E-04
  71.5   9.5388E-16  2.7850E-21  6.9626E-22  4.2013E-01  1.0017E-17  7.2073E-16  6.3527E-16  2.5180E-25  8.5981E-04
  73.5   6.4568E-16  1.1181E-21  2.7952E-22  4.2006E-01  1.1915E-17  7.2900E-16  6.0148E-16  4.0789E-25  8.5892E-04
  75.5   3.7862E-16  3.2986E-22  8.2465E-23  4.1997E-01  1.4177E-17  7.3576E-16  5.6765E-16  6.0615E-25  8.5769E-04
  77.5   1.8955E-16  7.0474E-23  1.7618E-23  4.1984E-01  1.7515E-17  7.3919E-16  5.3389E-16  8.4458E-25  8.5602E-04
  79.5   8.6940E-17  1.2018E-23  3.0046E-24  4.1966E-01  2.0223E-17  7.4223E-16  5.0037E-16  1.1516E-24  8.5373E-04
  81.5   1.3419E-17  8.5366E-25  2.1342E-25  4.1941E-01  6.1064E-17  6.6698E-16  4.6711E-16  1.3884E-24  8.5063E-04
  83.5   5.6620E-19  4.1549E-26  1.0387E-26  4.1896E-01  1.5755E-16  4.7862E-16  4.3436E-16  6.6802E-25  8.4654E-04
  85.5   9.4710E-20  2.0263E-27  5.0657E-28  4.1813E-01  2.3044E-16  3.3539E-16  4.0198E-16  2.7139E-25  8.4121E-04
  87.5   3.2915E-20  1.0048E-28  2.5119E-29  4.1668E-01  2.7312E-16  2.4967E-16  3.6948E-16  1.0879E-25  8.3416E-04
  89.5   1.3343E-20  5.0395E-30  1.2599E-30  4.1439E-01  2.9917E-16  1.9324E-16  3.3629E-16  4.6558E-26  8.2474E-04
  91.5   5.2525E-21  2.5845E-31  6.4611E-32  4.1102E-01  3.1382E-16  1.5443E-16  3.0197E-16  2.0780E-26  8.1211E-04
  93.5   2.1589E-21  1.3580E-32  3.3951E-33  4.0642E-01  3.2199E-16  1.2208E-16  2.6631E-16  9.8444E-27  7.9529E-04
  95.5   9.2013E-22  7.4550E-34  1.8637E-34  4.0051E-01  3.2408E-16  9.4096E-17  2.2956E-16  4.8808E-27  7.7326E-04
  97.5   4.0610E-22  4.4321E-35  1.1080E-35  3.9330E-01  3.1912E-16  7.1468E-17  1.9247E-16  2.4942E-27  7.4508E-04
  99.5   1.8580E-22  3.5596E-36  8.8991E-37  3.8497E-01  3.0580E-16  5.6221E-17  1.5627E-16  1.2942E-27  7.1003E-04
Alt(km)   NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ     
 
   TPI   1.4801E+11  5.7708E+09  1.4427E+09  1.1666E+20  3.4687E+08  3.5973E+11  1.0803E+10  1.9602E+08  2.3586E+14
   TLI   1.4801E+11  5.7708E+09  1.4427E+09  1.1666E+20  3.4687E+08  3.5840E+11  1.0592E+10  1.9454E+08  2.8614E+12
 
Alt(km)   HQO         HQONO2  
   0.5   1.0485E-12 -2.4097E-22
   1.5   2.2632E-12 -4.3367E-22
   2.5   1.9763E-12 -6.7156E-22
   3.5   1.7952E-12 -9.9667E-22
   5.5   1.6051E-12 -2.0785E-21
   7.5   1.5329E-12 -2.2175E-21
   9.5   1.5109E-12 -7.8930E-22
  11.5   1.5070E-12 -1.8616E-22
  13.5   1.5070E-12 -1.8606E-22
  15.5   1.5069E-12 -1.8574E-22
  17.5   1.5069E-12 -1.8519E-22
  19.5   1.5069E-12 -1.8444E-22
  21.5   1.5068E-12 -1.8348E-22
  23.5   1.5068E-12 -1.8270E-22
  25.5   1.5067E-12 -1.8229E-22
  27.5   1.5067E-12 -1.8188E-22
  29.5   1.5066E-12 -1.8146E-22
  31.5   1.5065E-12 -1.8131E-22
  33.5   1.5065E-12 -1.8126E-22
  35.5   1.5064E-12 -1.8111E-22
  37.5   1.5063E-12 -1.8099E-22
  39.5   1.5062E-12 -1.8086E-22
  41.5   1.5061E-12 -1.8072E-22
  43.5   1.5059E-12 -1.8057E-22
  45.5   1.5058E-12 -1.8042E-22
  47.5   1.5057E-12 -1.8026E-22
  49.5   1.5055E-12 -1.8008E-22
  51.5   1.5054E-12 -1.7990E-22
  53.5   1.5052E-12 -1.7972E-22
  55.5   1.5051E-12 -1.7953E-22
  57.5   1.5049E-12 -1.7933E-22
  59.5   1.5048E-12 -1.7913E-22
  61.5   1.5046E-12 -1.7891E-22
  63.5   1.5044E-12 -1.7869E-22
  65.5   1.5042E-12 -1.7845E-22
  67.5   1.5040E-12 -1.7818E-22
  69.5   1.5038E-12 -1.7789E-22
  71.5   1.5035E-12 -1.7756E-22
  73.5   1.5032E-12 -1.7717E-22
  75.5   1.5027E-12 -1.7663E-22
  77.5   1.5021E-12 -1.7590E-22
  79.5   1.5013E-12 -1.7490E-22
  81.5   1.5001E-12 -1.7352E-22
  83.5   1.4985E-12 -1.7163E-22
  85.5   1.4963E-12 -1.6903E-22
  87.5   1.4932E-12 -1.6543E-22
  89.5   1.4889E-12 -1.6050E-22
  91.5   1.4828E-12 -1.5382E-22
  93.5   1.4744E-12 -1.4499E-22
  95.5   1.4630E-12 -1.3372E-22
  97.5   1.4479E-12 -1.1994E-22
  99.5   1.4284E-12 -1.0395E-22
Alt(km)   HQO         HQONO2  
 
   TPI   0.0000E+00  0.0000E+00
   TLI   1.1575E+08  8.9462E+07
 
 
  NUMBER DENSITY OF SHORT-LIVED ISOTOPIC SPECIES
Alt(km)   Q1D         H3CQ        HCQ         SO1Q        SO3Q    
   0.5   4.9969E-03  3.1936E+01  4.9148E-03  4.2932E-04  3.1211E-03
   4.5   1.5242E-02  4.4923E+01  5.2692E-03  1.9180E-03  1.3790E-02
   8.5   2.4297E-02  2.4601E+01  1.7686E-03  3.3622E-03  2.4055E-02
  12.5   4.3540E-02  1.2455E+01  5.5905E-04  8.2117E-04  5.8589E-03
  16.5   2.4993E-01  8.4609E+00  3.5836E-04  1.3976E-05  9.9417E-05
  20.5   9.7745E-01  1.0386E+01  4.6549E-04  1.6614E-07  1.1747E-06
  24.5   3.4678E+00  1.9159E+01  1.0846E-03  2.7742E-09  1.9401E-08
  28.5   1.2629E+01  3.8202E+01  2.8492E-03  1.1876E-10  8.1669E-10
  32.5   4.2200E+01  7.1958E+01  6.9074E-03  2.7284E-10  1.8333E-09
  36.5   1.0034E+02  1.0459E+02  1.3549E-02  9.8744E-10  6.4428E-09
  40.5   1.9846E+02  1.1655E+02  1.9133E-02  2.9329E-09  1.8435E-08
  44.5   2.4084E+02  8.0473E+01  1.5821E-02  9.1821E-09  5.4724E-08
  48.5   1.8554E+02  4.4605E+01  9.9610E-03  2.0651E-08  1.1401E-07
  52.5   1.3238E+02  2.5505E+01  5.5236E-03  3.1604E-08  1.5791E-07
  56.5   9.0424E+01  1.5405E+01  2.7946E-03  3.8220E-08  1.6841E-07
  60.5   5.3173E+01  9.7852E+00  1.4656E-03  3.9948E-08  1.4989E-07
  64.5   3.0030E+01  6.2180E+00  7.8514E-04  3.7310E-08  1.1663E-07
  68.5   1.4179E+01  4.1625E+00  2.5322E-03  3.0859E-08  7.8334E-08
  72.5   7.8451E+00  2.9470E+00  1.1388E-02  2.2875E-08  4.7849E-08
  76.5   7.9550E+00  1.4526E+00  2.3372E-02  1.5231E-08  2.7135E-08
  80.5   1.0615E+01  2.9595E-01  2.5996E-02  9.0744E-09  1.4413E-08
  84.5   3.7471E+01  6.1863E-03  2.5786E-02  2.7669E-09  4.0806E-09
  88.5   6.8726E+01  6.6881E-04  1.6869E-02  7.8471E-10  1.1072E-09
  92.5   1.0120E+02  7.2484E-05  9.2217E-03  2.4351E-10  3.3553E-10
  96.5   2.2750E+02  1.0156E-05  4.7253E-03  7.1937E-11  9.7974E-11
Alt(km)   Q1D         H3CQ        HCQ         SO1Q        SO3Q    

 FLUXES OF LONG-LIVED ISOTOPIC SPECIES


     Z        H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH   CH3QOH   CH3OQ   
  0.00E+00-9.40E+08 3.74E+12-2.13E+15 1.31E+10 8.30E+09 1.63E+10-3.65E+10-1.83E+10 3.46E+11-6.06E+09-6.06E+09-1.05E+08
  1.00E+05-1.67E+08-4.80E+02 0.00E+00-5.45E+05-1.43E+06-2.59E+09-1.40E+11-7.02E+10 2.72E+11 1.21E+08 1.21E+08 3.30E+06
  5.00E+05 4.06E+08-1.35E+03 0.00E+00-9.88E+05 3.81E+07 8.01E+09-2.05E+11-1.03E+11 9.46E+10 3.18E+09 3.18E+09 1.82E+07
  9.00E+05 1.34E+08-2.11E+03 0.00E+00-6.17E+05 2.24E+07 2.27E+09-1.23E+11-6.14E+10 2.80E+10 6.05E+08 6.05E+08 5.81E+06
  1.30E+06 1.37E+06-1.96E+03 2.39E+11-1.13E+04 3.45E+05 1.92E+07-6.69E+10-3.34E+10 3.64E+09 2.64E+06 2.64E+06 4.35E+04
  1.70E+06 7.22E+03-7.15E+03 2.36E+11-8.89E+03-6.70E+04-2.16E+05-6.19E+10-3.09E+10 2.63E+08 8.77E+03 8.77E+03 1.05E+03
  2.10E+06-2.20E+05-4.44E+04 2.25E+11-2.27E+04-2.75E+05-1.97E+06-8.05E+10-4.03E+10 2.52E+07-6.08E+04-6.08E+04-3.64E+03
  2.50E+06-3.26E+05-2.94E+05 2.05E+11-8.12E+04-1.06E+06-1.33E+07-1.13E+11-5.65E+10 6.46E+06-1.54E+05-1.54E+05-7.72E+03
  2.90E+06-2.45E+05-1.59E+06 1.74E+11-2.84E+05-2.35E+06-2.72E+07-1.05E+11-5.23E+10 1.10E+07-4.62E+04-4.62E+04-7.14E+03
  3.30E+06-6.04E+04-6.81E+06 1.28E+11-9.46E+05-2.62E+06 2.40E+06 4.77E+09 2.39E+09 1.05E+07 7.50E+04 7.50E+04-5.77E+03
  3.70E+06 9.60E+04-2.76E+07 8.02E+10-2.63E+06-1.74E+06 1.16E+07 5.49E+10 2.75E+10 9.53E+06 4.65E+04 4.65E+04-4.36E+03
  4.10E+06 1.09E+05-1.10E+08 4.39E+10-4.00E+06-2.05E+06 3.12E+06 4.72E+10 2.36E+10 3.10E+06 1.02E+04 1.02E+04-4.21E+03
  4.50E+06 8.47E+04-2.18E+08 2.23E+10-1.71E+06-1.37E+06 1.53E+06 2.56E+10 1.28E+10-8.82E+06 2.10E+03 2.10E+03-2.67E+03
  4.90E+06 6.73E+04-3.00E+08 1.38E+10-1.10E+06-1.02E+06 6.24E+05 9.85E+09 4.93E+09-2.18E+07 2.04E+03 2.04E+03 7.52E+02
  5.30E+06 4.17E+04-3.80E+08 1.08E+10-1.58E+06-1.44E+06-6.78E+04 4.92E+09 2.46E+09-5.17E+07 2.18E+03 2.18E+03 3.54E+03
  5.70E+06 2.27E+04-4.43E+08 9.31E+09-2.84E+06-2.74E+06-6.82E+05 3.96E+09 1.98E+09-1.17E+08 1.54E+03 1.54E+03 2.97E+03
  6.10E+06 1.40E+04-4.44E+08 8.35E+09-5.24E+06-5.13E+06-1.82E+06 2.63E+09 1.31E+09-2.30E+08 1.43E+03 1.43E+03 2.92E+03
  6.50E+06-1.25E+04-6.26E+08 7.53E+09-9.15E+06-9.08E+06-3.56E+06 1.86E+09 9.32E+08-4.07E+08 1.02E+03 1.02E+03 1.04E+03
  6.90E+06-1.49E+05-4.28E+08 6.73E+09-2.01E+07-1.85E+07-9.90E+06 7.28E+08 3.64E+08-6.20E+08 8.87E+02 8.87E+02 1.47E+03
  7.30E+06-2.40E+05-7.96E+08 5.59E+09-2.79E+07-2.19E+07-1.02E+07 2.24E+08 1.12E+08-7.94E+08 5.76E+02 5.76E+02 6.38E+02
  7.70E+06-1.34E+05-1.38E+09 3.91E+09-1.29E+07-5.60E+06-1.31E+05 5.00E+07 2.50E+07-8.35E+08 2.50E+02 2.50E+02 2.34E+02
  8.10E+06-7.72E+04-3.43E+10 2.54E+09 5.97E+07 3.79E+07 8.01E+06-1.71E+08-8.54E+07-7.74E+08 5.73E+01 5.73E+01 6.23E+01
  8.50E+06 5.72E+04-3.86E+11 1.01E+09 1.06E+06 7.11E+05 4.61E+05-3.59E+08-1.79E+08-4.61E+08 3.75E+00 3.75E+00 2.22E+00
  8.90E+06 5.11E+03-6.75E+11 3.22E+08 1.33E+05 3.30E+04 1.94E+04-6.00E+07-3.00E+07-2.44E+08 2.24E-01 2.24E-01 2.68E-01
  9.30E+06 7.83E+02-6.80E+11 9.88E+07 2.49E+04 2.62E+03 7.74E+02 3.74E+07 1.87E+07-1.28E+08 1.37E-02 1.37E-02 3.27E-02
  9.70E+06 1.28E+02-5.16E+11 2.88E+07 4.75E+03 2.95E+02 3.05E+01 2.12E+07 1.06E+07-6.83E+07 8.75E-04 8.75E-04 3.69E-03
  1.00E+07-2.62E+01-6.44E+14 7.94E+06-1.71E+06-8.53E+04-4.88E-05-4.97E+06-2.49E+06-4.32E+07-1.85E-09-1.85E-09-5.11E-07

     Z        CH3QO    N2Q      NQ       NOQ      HNOQ     HNO2Q    HOQNO2   HO2NOQ   NO2Q     N2O4Q    N2QO4    OQ      
  0.00E+00-1.05E+08 1.12E+09 2.36E+10 5.29E+10 2.77E+07-2.86E+09 8.05E+09 5.37E+09 1.31E+08 2.67E+06 6.67E+05-2.27E+14
  1.00E+05 3.30E+06 1.12E+09-2.47E+07-6.50E+07-5.71E+05-3.31E+09-1.01E+07-1.43E+07-5.58E+04-2.24E+03-5.60E+02-2.08E+14
  5.00E+05 1.82E+07 1.11E+09-4.01E+07-4.47E+07-1.18E+06-2.62E+09-2.81E+08-3.87E+08-4.53E+04-4.62E+04-1.16E+04-1.16E+14
  9.00E+05 5.81E+06 1.10E+09-5.46E+07-1.58E+07-1.10E+06-5.28E+08 1.11E+07 1.88E+07-7.07E+03-2.97E+05-7.43E+04-2.32E+13
  1.30E+06 4.35E+04 1.10E+09-9.92E+06-2.01E+07-2.41E+04-3.23E+08-1.89E+06-2.11E+06-3.60E+03-1.67E+05-4.18E+04-1.27E+11
  1.70E+06 1.05E+03 1.09E+09-5.23E+06-2.66E+07-1.16E+04-4.08E+08-6.28E+06-6.80E+06-7.91E+03-8.55E+05-2.14E+05-1.39E+11
  2.10E+06-3.64E+03 1.06E+09-3.69E+06-2.72E+07-1.08E+04-3.13E+08-6.80E+06-7.82E+06-1.62E+04-1.71E+06-4.27E+05-1.03E+11
  2.50E+06-7.72E+03 9.88E+08-6.51E+06-4.19E+07-2.70E+04-1.80E+08-4.34E+06-5.51E+06-3.34E+04-2.15E+06-5.37E+05-3.47E+10
  2.90E+06-7.14E+03 8.08E+08-1.77E+07-7.90E+07-8.73E+04 7.58E+06 2.25E+06 2.08E+06-4.69E+04-5.72E+05-1.43E+05-2.04E+10
  3.30E+06-5.77E+03 5.05E+08-4.06E+07-6.60E+07-2.21E+05 1.65E+08 5.48E+06 6.82E+06-1.59E+04 2.15E+06 5.36E+05-1.44E+11
  3.70E+06-4.36E+03 2.31E+08-6.17E+07 3.47E+07-2.89E+05 1.70E+08 1.77E+06 2.25E+06 2.61E+04 6.98E+05 1.74E+05-1.76E+11
  4.10E+06-4.21E+03 8.90E+07-3.75E+07 6.29E+07 8.56E+04 7.49E+07 2.11E+05 2.50E+05 2.51E+04 4.58E+04 1.15E+04-1.18E+11
  4.50E+06-2.67E+03 3.37E+07 1.83E+06 1.93E+07 2.19E+05 9.53E+06 1.79E+04 2.08E+04 7.06E+03 8.19E+02 2.05E+02-5.51E+10
  4.90E+06 7.52E+02 1.40E+07 7.73E+06 4.94E+06 6.48E+04 8.00E+05 1.68E+03 1.99E+03 1.38E+03 1.38E+01 3.45E+00-1.87E+10
  5.30E+06 3.54E+03 6.50E+06 5.10E+06 1.49E+06 1.93E+04 9.47E+04 2.24E+02 2.80E+02 2.99E+02 3.94E-01 9.85E-02-1.35E+10
  5.70E+06 2.97E+03 3.31E+06 3.79E+06 4.61E+05 8.16E+03 1.72E+04 4.21E+01 5.80E+01 7.47E+01 1.95E-02 4.86E-03-1.09E+10
  6.10E+06 2.92E+03 1.82E+06 6.38E+06 1.25E+05 3.65E+03 3.77E+03 9.10E+00 1.42E+01 2.06E+01 1.43E-03 3.59E-04-1.67E+10
  6.50E+06 1.04E+03 1.05E+06 6.70E+06 4.86E+04 2.46E+03 1.75E+03 4.27E+00 7.80E+00 9.75E+00 2.69E-04 6.73E-05-1.47E+10
  6.90E+06 1.47E+03 6.16E+05 4.32E+06-5.83E+04 6.33E+02 2.42E+02 6.10E-01 1.13E+00 2.81E+00 3.16E-05 7.91E-06-1.12E+10
  7.30E+06 6.38E+02 3.26E+05 2.42E+06 5.85E+04 3.95E+02 4.87E+02 1.22E+00 2.41E+00 1.75E+00 8.10E-06 2.03E-06-8.69E+09
  7.70E+06 2.34E+02 1.27E+05 1.62E+06 7.83E+04 1.87E+02 2.48E+02 4.69E-01 9.33E-01 5.33E-01 5.49E-07 1.37E-07-5.81E+09
  8.10E+06 6.23E+01 2.88E+04 1.51E+06 3.30E+04 1.14E+02 3.96E+01 5.42E-02 1.07E-01 1.17E-01 9.38E-09 2.34E-09 2.87E+10
  8.50E+06 2.22E+00 1.19E+03 8.19E+05 2.54E+01 7.33E-01 9.12E-01 1.44E-04 2.82E-04 1.70E-04 1.22E-11 3.06E-12 3.85E+11
  8.90E+06 2.68E-01 3.46E+01 2.85E+05 1.32E+00 1.89E-02 1.97E-02 3.55E-07 6.94E-07 6.40E-06 1.49E-14 3.74E-15 6.77E+11
  9.30E+06 3.27E-02 1.67E+00 8.38E+04 2.11E-01 5.27E-04 4.31E-04 9.55E-10 1.84E-09 5.15E-07 1.94E-17 4.84E-18 6.80E+11
  9.70E+06 3.69E-03 1.29E-01 1.86E+04 3.56E-02 1.55E-05 1.02E-05 3.21E-12 5.91E-12 4.40E-08 3.00E-20 7.49E-21 5.17E+11
  1.00E+07-5.11E-07-4.73E-06-2.08E+02-4.10E+02-6.34E-06-6.93E-12-1.93E-14-9.20E-15-8.73E-05-2.80E-23-6.99E-24-6.43E+14

     Z        SQ       SOQ      H2SO3Q   HSQ      COQ      HQO      HQONO2  
  0.00E+00 9.12E+04-1.32E+09-2.46E+08-1.43E+06-2.33E+14-2.52E+07 3.02E-03
  1.00E+05-5.74E-01-9.03E+08-2.99E+08-3.24E+05-2.10E+14-2.78E+07 4.41E-03
  5.00E+05-2.11E+00-4.70E+08-1.39E+09-3.85E+05-1.17E+14 1.12E+06 9.61E-03
  9.00E+05-4.00E+00 9.68E+07-3.56E+09 8.26E+04-2.33E+13 6.86E+04-8.52E-03
  1.30E+06 6.10E-02 1.99E+07 3.40E+07 4.69E+03-2.79E+10-1.28E-06-2.68E-08
  1.70E+06 1.62E-05 8.88E+04 2.53E+04 2.87E-01-1.67E+10-1.28E-06-3.58E-08
  2.10E+06 5.47E-06 6.65E+02 1.54E+02 8.24E-06-1.36E+10-1.28E-06-4.03E-08
  2.50E+06 9.95E-07 8.10E+00-3.58E+01 1.76E-10-1.14E+10 1.08E-08-8.77E-09
  2.90E+06-3.80E-07 3.25E-02 6.63E-01-6.42E-14-9.08E+09 1.01E-08-9.91E-09
  3.30E+06-4.45E-06-1.21E-01 2.12E+00-4.93E-13-6.52E+09 1.27E-08 2.35E-09
  3.70E+06-1.52E-05-1.69E-01 2.42E+00-4.11E-13-3.99E+09 1.32E-08-4.20E-10
  4.10E+06-4.77E-05-3.99E-01 2.49E+00-4.69E-13-1.94E+09 1.57E-08-4.89E-11
  4.50E+06-1.43E-04-8.94E-01 3.09E+00-7.32E-13-7.60E+08 2.03E-08-3.59E-12
  4.90E+06-3.41E-04-9.68E-01 2.82E+00-8.79E-13-2.81E+08 2.41E-08-1.67E-13
  5.30E+06-9.49E-04-7.61E-01 2.08E+00-3.32E-12-5.99E+07 1.76E-08 7.18E-14
  5.70E+06-2.44E-03-5.32E-01 1.41E+00-1.25E-11 1.26E+08 1.03E-08 8.34E-15
  6.10E+06-5.87E-03-3.39E-01 9.03E-01-4.81E-11 3.72E+08 1.82E-08 1.13E-14
  6.50E+06-9.19E-03-2.01E-01 5.54E-01-1.56E-10 7.34E+08 8.41E-09 2.92E-15
  6.90E+06-1.74E-02-9.63E-02 3.22E-01-6.04E-10 1.17E+09 1.55E-08 4.37E-17
  7.30E+06-1.05E-02-5.33E-02 1.79E-01-9.33E-10 1.53E+09-3.19E-08 3.11E-16
  7.70E+06-1.14E-02-1.48E-02 9.39E-02-7.61E-10 1.64E+09 5.56E-09 3.23E-17
  8.10E+06-1.11E-01 2.04E-01 4.58E-02 6.85E-13 1.53E+09-5.34E-09-3.28E-18
  8.50E+06-5.78E-02 1.07E-01 2.01E-02 2.67E-10 9.17E+08 7.94E-11-4.45E-21
  8.90E+06-1.19E-02 2.04E-02 7.97E-03 2.08E-11 4.86E+08-1.65E-12 3.35E-23
  9.30E+06-3.36E-03 5.58E-03 2.74E-03 1.89E-12 2.55E+08-1.40E-12-1.49E-23
  9.70E+06-1.03E-03 1.78E-03 6.43E-04 2.22E-13 1.37E+08 5.77E-15-7.44E-24
  1.00E+07-1.34E-05-4.07E-04-3.20E-03-1.43E-10 8.65E+07-5.28E-14 2.27E-24
 
                 INTEGRATED REACTION RATES
         1         2         3         4         5         6         7         8         9        10
  1   3.181E+11 3.181E+11 1.511E+09 8.909E+07 7.000E+10 9.405E+11 9.405E+11 9.405E+11 9.458E+12 3.641E+09   10
 11   7.802E+08 7.802E+08 4.681E+10 5.062E+12 5.062E+12 1.313E+11 1.313E+11 1.654E+12 1.654E+12 1.654E+12   20
 21   1.654E+12 4.489E+12 4.489E+12 0.000E+00 3.853E+11 3.853E+11 3.853E+11 3.853E+11 1.813E+11 1.813E+11   30
 31   6.239E+10 6.239E+10 3.948E+10 3.319E+15 3.319E+15 3.319E+15 9.023E+11 9.023E+11 1.805E+12 5.230E+09   40
 41   5.230E+09 6.515E+14 2.610E+14 5.221E+14 9.139E+14 9.139E+14 9.139E+14 2.379E+15 2.379E+15 2.379E+15   50
 51   1.720E+09 1.720E+09 5.225E+11 5.225E+11 6.453E+05 6.453E+05 7.661E+03 2.534E+03 0.000E+00 0.000E+00   60
 61   2.242E+02 2.242E+02 1.670E+05 1.670E+05 1.670E+05 9.792E+04 1.744E+09 1.744E+09 9.637E+10 1.927E+11   70
 71   5.106E+10 5.106E+10 1.164E+07 2.885E+08 2.370E+08 2.370E+08 3.806E+07 1.903E+07 2.001E+11 1.736E+09   80
 81   1.003E+08 6.906E+04 6.906E+04 3.455E+07 3.455E+07 2.019E+11 2.019E+11 6.754E-08 1.538E+06 3.896E+06   90
 91   3.896E+06 3.896E+06 1.706E+11 1.706E+11 1.706E+11 3.117E+09 3.117E+09 1.111E+11 1.111E+11 1.111E+11  100
101   1.767E+11 3.534E+11 1.519E+03 1.519E+03 1.924E+03 1.924E+03 1.024E+08 1.024E+08 7.492E+07 7.492E+07  110
111   1.516E+08 1.516E+08 4.959E+04 4.959E+04 4.959E+04 9.061E+06 2.347E+07 2.174E+13 2.174E+13 2.174E+13  120
121   2.174E+13 7.415E+09 7.415E+09 1.112E+12 1.112E+12 5.561E+11 1.068E+10 1.068E+10 3.033E+12 3.033E+12  130
131   3.033E+12 1.044E+11 5.222E+10 9.432E+08 9.432E+08 5.157E+10 1.719E+10 7.518E+10 1.504E+11 1.373E+10  140
