 SOLAR ZENITH ANGLE (deg) =    48.2000000000000     
 FIXED SPECIES MIXING RATIOS:
    O2 =   0.210000000000000       CO2 =   4.000000000000000E-004
 
    CH4 =   1.600000000000082E-006
 Standard CH3CL flux =  0.000E+00

 PO2= 1.517E-01  PNO= 3.565E-02  ZAPNO= 3.768E+03
 N= 3     X= 6.98377E-01  ERR= 1.04174E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


   3.05E+06 0.00E+00 5.40E-06 1.26E-08 2.65E-06 1.18E-10 4.17E-03 1.09E-05 2.43E-07 1.83E-08 6.16E-07 2.37E-10
   3.35E+06 6.34-234 7.11E-06 3.49E-08 6.49E-06 2.14E-09 4.19E-03 2.01E-05 6.66E-07 5.60E-08 1.69E-06 8.28E-10
   3.65E+06 3.21-154 9.88E-06 6.96E-08 1.25E-05 1.31E-08 4.20E-03 3.60E-05 1.32E-06 1.23E-07 3.41E-06 2.02E-09
   3.95E+06 8.38-104 1.37E-05 1.08E-07 1.94E-05 3.94E-08 4.21E-03 5.88E-05 2.03E-06 2.09E-07 5.33E-06 3.73E-09
   4.25E+06 2.05E-71 1.82E-05 1.43E-07 2.63E-05 7.81E-08 4.22E-03 8.82E-05 2.66E-06 3.00E-07 6.99E-06 5.72E-09
   4.55E+06 2.63E-50 2.26E-05 1.72E-07 3.23E-05 1.21E-07 4.22E-03 1.17E-04 3.17E-06 3.88E-07 8.22E-06 7.81E-09
   4.85E+06 2.29E-36 2.56E-05 1.96E-07 3.70E-05 1.62E-07 4.22E-03 1.38E-04 3.58E-06 4.71E-07 9.05E-06 9.94E-09
   5.15E+06 6.31E-27 2.75E-05 2.17E-07 4.06E-05 2.04E-07 4.22E-03 1.52E-04 3.92E-06 5.53E-07 9.64E-06 1.22E-08
   5.45E+06 2.14E-20 2.86E-05 2.35E-07 4.36E-05 2.54E-07 4.22E-03 1.60E-04 4.23E-06 6.37E-07 1.01E-05 1.47E-08
   5.75E+06 8.20E-16 2.92E-05 2.53E-07 4.63E-05 3.19E-07 4.22E-03 1.66E-04 4.52E-06 7.28E-07 1.05E-05 1.77E-08
   6.05E+06 1.26E-12 2.96E-05 2.69E-07 4.86E-05 3.99E-07 4.22E-03 1.70E-04 4.79E-06 8.24E-07 1.09E-05 2.13E-08
   6.35E+06 1.94E-10 2.99E-05 2.85E-07 5.07E-05 4.87E-07 4.22E-03 1.72E-04 5.06E-06 9.27E-07 1.12E-05 2.56E-08
   6.65E+06 6.28E-09 3.00E-05 3.01E-07 5.27E-05 5.77E-07 4.22E-03 1.74E-04 5.31E-06 1.04E-06 1.16E-05 3.06E-08
   6.95E+06 6.18E-08 3.01E-05 3.15E-07 5.45E-05 6.69E-07 4.22E-03 1.76E-04 5.56E-06 1.15E-06 1.20E-05 3.60E-08
   7.25E+06 2.77E-07 3.02E-05 3.28E-07 5.61E-05 7.63E-07 4.22E-03 1.77E-04 5.79E-06 1.25E-06 1.24E-05 4.17E-08
   7.55E+06 7.23E-07 3.02E-05 3.40E-07 5.75E-05 8.57E-07 4.22E-03 1.78E-04 6.00E-06 1.36E-06 1.28E-05 4.74E-08
   7.85E+06 1.32E-06 3.03E-05 3.50E-07 5.87E-05 9.42E-07 4.22E-03 1.79E-04 6.19E-06 1.45E-06 1.32E-05 5.31E-08
   8.15E+06 1.93E-06 3.03E-05 3.59E-07 5.97E-05 1.02E-06 4.22E-03 1.79E-04 6.36E-06 1.54E-06 1.36E-05 5.87E-08
   8.45E+06 2.43E-06 3.03E-05 3.67E-07 6.07E-05 1.09E-06 4.22E-03 1.80E-04 6.52E-06 1.62E-06 1.39E-05 6.42E-08
   8.75E+06 2.79E-06 3.03E-05 3.75E-07 6.16E-05 1.15E-06 4.22E-03 1.81E-04 6.67E-06 1.70E-06 1.42E-05 7.02E-08
   9.05E+06 3.02E-06 3.04E-05 3.82E-07 6.24E-05 1.22E-06 4.22E-03 1.81E-04 6.81E-06 1.78E-06 1.46E-05 7.63E-08
   9.35E+06 3.17E-06 3.04E-05 3.89E-07 6.31E-05 1.28E-06 4.22E-03 1.82E-04 6.95E-06 1.86E-06 1.49E-05 8.23E-08
   9.65E+06 3.25E-06 3.04E-05 3.95E-07 6.38E-05 1.33E-06 4.22E-03 1.82E-04 7.07E-06 1.93E-06 1.52E-05 8.86E-08
   9.95E+06 3.31E-06 3.04E-05 4.00E-07 6.44E-05 1.38E-06 4.22E-03 1.83E-04 7.19E-06 2.00E-06 1.56E-05 9.50E-08

     Z      PMCCL3   PCL2     PHOCL    PNOCL    PCLONO   PCLONO2  PCLO2    PHCL
   5.00E+04 3.33E-30 8.36E-04 8.20E-05 6.66E-04 1.41E-03 1.85E-05 1.17E-25 5.29E-32
   3.50E+05 2.79E-24 9.71E-04 9.80E-05 7.65E-04 1.69E-03 2.17E-05 3.42E-25 4.67E-26
   6.50E+05 1.93E-19 1.06E-03 1.09E-04 8.33E-04 1.88E-03 2.40E-05 3.17E-24 3.37E-21
   9.50E+05 8.73E-16 1.12E-03 1.16E-04 8.78E-04 2.00E-03 2.55E-05 4.64E-22 1.56E-17
   1.25E+06 3.42E-13 1.16E-03 1.21E-04 9.07E-04 2.08E-03 2.65E-05 2.41E-20 6.19E-15
   1.55E+06 1.85E-11 1.19E-03 1.24E-04 9.25E-04 2.14E-03 2.72E-05 8.08E-19 3.37E-13
   1.85E+06 3.26E-10 1.21E-03 1.27E-04 9.38E-04 2.18E-03 2.78E-05 6.47E-17 5.93E-12
   2.15E+06 3.05E-09 1.22E-03 1.30E-04 9.48E-04 2.24E-03 2.87E-05 1.19E-14 5.55E-11
   2.45E+06 1.88E-08 1.24E-03 1.34E-04 9.60E-04 2.31E-03 3.02E-05 2.44E-12 3.48E-10
   2.75E+06 8.83E-08 1.25E-03 1.39E-04 9.81E-04 2.40E-03 3.31E-05 3.57E-10 1.74E-09
   3.05E+06 3.24E-07 1.27E-03 1.46E-04 1.03E-03 2.53E-03 3.97E-05 3.01E-08 6.90E-09
   3.35E+06 8.78E-07 1.29E-03 1.54E-04 1.12E-03 2.69E-03 5.47E-05 1.25E-06 2.00E-08
   3.65E+06 1.72E-06 1.30E-03 1.63E-04 1.26E-03 2.88E-03 8.27E-05 2.12E-05 4.17E-08
   3.95E+06 2.63E-06 1.31E-03 1.72E-04 1.42E-03 3.06E-03 1.24E-04 1.58E-04 6.75E-08
   4.25E+06 3.43E-06 1.32E-03 1.83E-04 1.56E-03 3.22E-03 1.73E-04 5.41E-04 9.32E-08
   4.55E+06 4.06E-06 1.33E-03 1.93E-04 1.67E-03 3.35E-03 2.19E-04 1.05E-03 1.17E-07
   4.85E+06 4.55E-06 1.33E-03 2.00E-04 1.74E-03 3.44E-03 2.52E-04 1.45E-03 1.39E-07
   5.15E+06 4.96E-06 1.33E-03 2.04E-04 1.78E-03 3.48E-03 2.71E-04 1.70E-03 1.59E-07
   5.45E+06 5.31E-06 1.33E-03 2.07E-04 1.82E-03 3.51E-03 2.83E-04 1.85E-03 1.81E-07
   5.75E+06 5.63E-06 1.33E-03 2.08E-04 1.84E-03 3.53E-03 2.90E-04 1.94E-03 2.04E-07
   6.05E+06 5.94E-06 1.33E-03 2.09E-04 1.85E-03 3.54E-03 2.94E-04 1.99E-03 2.29E-07
   6.35E+06 6.22E-06 1.33E-03 2.09E-04 1.86E-03 3.54E-03 2.96E-04 2.01E-03 2.56E-07
   6.65E+06 6.49E-06 1.33E-03 2.10E-04 1.87E-03 3.54E-03 2.98E-04 2.02E-03 2.86E-07
   6.95E+06 6.74E-06 1.33E-03 2.10E-04 1.87E-03 3.54E-03 2.98E-04 2.02E-03 3.18E-07
   7.25E+06 6.97E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 3.49E-07
   7.55E+06 7.18E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 3.80E-07
   7.85E+06 7.36E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 4.10E-07
   8.15E+06 7.52E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 4.37E-07
   8.45E+06 7.67E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 4.64E-07
   8.75E+06 7.80E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 4.92E-07
   9.05E+06 7.93E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 5.20E-07
   9.35E+06 8.05E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 2.99E-04 2.03E-03 5.46E-07
   9.65E+06 8.16E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 3.00E-04 2.03E-03 5.73E-07
   9.95E+06 8.26E-06 1.33E-03 2.10E-04 1.88E-03 3.54E-03 3.00E-04 2.03E-03 6.00E-07

     Z      PNO3     PN2O5    PCL2O2   PSO2     PH2S     PSO21    PSO23    PH2SO4
   5.00E+04 1.46E-02 8.85E-06 3.96E-04 3.82E-29 8.58E-29 5.04E-05 4.72E-07 5.29E-32
   3.50E+05 1.53E-02 1.08E-05 4.77E-04 3.46E-23 5.64E-23 6.42E-05 5.32E-07 4.67E-26
   6.50E+05 1.59E-02 1.21E-05 5.33E-04 2.23E-18 3.32E-18 7.41E-05 5.73E-07 3.37E-21
   9.50E+05 1.62E-02 1.31E-05 5.71E-04 9.61E-15 1.39E-14 8.11E-05 6.00E-07 1.56E-17
   1.25E+06 1.65E-02 1.37E-05 5.96E-04 3.66E-12 5.22E-12 8.61E-05 6.18E-07 6.19E-15
   1.55E+06 1.66E-02 1.41E-05 6.13E-04 1.96E-10 2.78E-10 9.04E-05 6.29E-07 3.37E-13
   1.85E+06 1.67E-02 1.46E-05 6.29E-04 3.45E-09 4.90E-09 9.65E-05 6.35E-07 5.93E-12
   2.15E+06 1.68E-02 1.54E-05 6.50E-04 3.24E-08 4.63E-08 1.07E-04 6.39E-07 5.55E-11
   2.45E+06 1.68E-02 1.68E-05 6.80E-04 1.99E-07 2.90E-07 1.24E-04 6.41E-07 3.48E-10
   2.75E+06 1.68E-02 2.02E-05 7.25E-04 9.11E-07 1.38E-06 1.51E-04 6.43E-07 1.74E-09
   3.05E+06 1.68E-02 2.82E-05 7.93E-04 3.18E-06 5.11E-06 1.95E-04 6.44E-07 6.90E-09
   3.35E+06 1.69E-02 4.55E-05 8.99E-04 8.16E-06 1.42E-05 2.66E-04 6.44E-07 2.00E-08
   3.65E+06 1.69E-02 7.29E-05 1.04E-03 1.50E-05 2.90E-05 3.63E-04 6.45E-07 4.17E-08
   3.95E+06 1.69E-02 1.07E-04 1.24E-03 2.13E-05 4.58E-05 4.68E-04 6.45E-07 6.75E-08
   4.25E+06 1.69E-02 1.45E-04 1.53E-03 2.62E-05 6.07E-05 5.60E-04 6.45E-07 9.32E-08
   4.55E+06 1.69E-02 1.79E-04 1.85E-03 2.97E-05 7.19E-05 6.28E-04 6.45E-07 1.17E-07
   4.85E+06 1.69E-02 2.02E-04 2.08E-03 3.21E-05 7.96E-05 6.70E-04 6.45E-07 1.39E-07
   5.15E+06 1.69E-02 2.17E-04 2.22E-03 3.38E-05 8.49E-05 6.93E-04 6.45E-07 1.59E-07
   5.45E+06 1.69E-02 2.25E-04 2.30E-03 3.51E-05 8.88E-05 7.07E-04 6.45E-07 1.81E-07
   5.75E+06 1.69E-02 2.30E-04 2.34E-03 3.62E-05 9.17E-05 7.14E-04 6.45E-07 2.04E-07
   6.05E+06 1.69E-02 2.33E-04 2.37E-03 3.70E-05 9.41E-05 7.18E-04 6.45E-07 2.29E-07
   6.35E+06 1.69E-02 2.35E-04 2.38E-03 3.76E-05 9.60E-05 7.20E-04 6.45E-07 2.56E-07
   6.65E+06 1.69E-02 2.36E-04 2.39E-03 3.82E-05 9.75E-05 7.21E-04 6.45E-07 2.86E-07
   6.95E+06 1.69E-02 2.36E-04 2.39E-03 3.87E-05 9.88E-05 7.22E-04 6.45E-07 3.18E-07
   7.25E+06 1.69E-02 2.36E-04 2.39E-03 3.94E-05 9.98E-05 7.22E-04 6.45E-07 3.49E-07
   7.55E+06 1.69E-02 2.36E-04 2.39E-03 4.03E-05 1.01E-04 7.22E-04 6.45E-07 3.80E-07
   7.85E+06 1.69E-02 2.36E-04 2.39E-03 4.14E-05 1.01E-04 7.22E-04 6.45E-07 4.10E-07
   8.15E+06 1.69E-02 2.36E-04 2.39E-03 4.24E-05 1.02E-04 7.22E-04 6.45E-07 4.37E-07
   8.45E+06 1.69E-02 2.37E-04 2.39E-03 4.33E-05 1.02E-04 7.22E-04 6.45E-07 4.64E-07
   8.75E+06 1.69E-02 2.37E-04 2.39E-03 4.39E-05 1.03E-04 7.22E-04 6.45E-07 4.92E-07
   9.05E+06 1.69E-02 2.37E-04 2.39E-03 4.44E-05 1.03E-04 7.22E-04 6.45E-07 5.20E-07
   9.35E+06 1.69E-02 2.37E-04 2.39E-03 4.47E-05 1.03E-04 7.22E-04 6.45E-07 5.46E-07
   9.65E+06 1.69E-02 2.37E-04 2.39E-03 4.49E-05 1.04E-04 7.22E-04 6.45E-07 5.73E-07
   9.95E+06 1.69E-02 2.37E-04 2.39E-03 4.50E-05 1.04E-04 7.22E-04 6.45E-07 6.00E-07
 N =   1  EMAX = 3.51E-05 FOR O       AT Z = 5.00E+04 U = 4.07E-17 RHS =-1.43E-21  DT = 1.00E-07  TIME = 1.00E-08
 N =   4  EMAX = 5.68E-03 FOR O       AT Z = 1.50E+05 U = 5.64E-17 RHS =-3.20E-19  DT = 4.00E-06  TIME = 3.11E-06
 N =   7  EMAX = 1.52E-02 FOR O       AT Z = 7.50E+05 U = 3.87E-16 RHS =-5.89E-18  DT = 1.80E-05  TIME = 2.71E-05
 N =  10  EMAX = 1.84E-02 FOR O       AT Z = 1.25E+06 U = 2.57E-15 RHS =-4.72E-17  DT = 6.07E-05  TIME = 1.13E-04
 N =  13  EMAX = 1.98E-02 FOR O       AT Z = 1.65E+06 U = 5.63E-14 RHS =-1.11E-15  DT = 2.05E-04  TIME = 4.01E-04
 N =  16  EMAX = 2.11E-02 FOR O       AT Z = 2.05E+06 U = 6.16E-13 RHS =-1.30E-14  DT = 6.92E-04  TIME = 1.38E-03
 N =  19  EMAX = 2.17E-02 FOR O       AT Z = 2.35E+06 U = 2.91E-12 RHS =-6.33E-14  DT = 2.34E-03  TIME = 4.66E-03
 N =  22  EMAX = 2.15E-02 FOR O       AT Z = 2.75E+06 U = 1.99E-11 RHS =-4.28E-13  DT = 7.88E-03  TIME = 1.58E-02
 N =  25  EMAX = 2.90E-02 FOR CL      AT Z = 5.00E+04 U = 5.59E-18 RHS =-1.62E-19  DT = 2.66E-02  TIME = 5.32E-02
 N =  28  EMAX = 4.15E-02 FOR CL      AT Z = 6.50E+05 U = 9.11E-17 RHS =-3.78E-18  DT = 5.84E-02  TIME = 1.59E-01
 N =  31  EMAX = 2.85E-02 FOR CL      AT Z = 6.50E+05 U = 8.08E-17 RHS =-2.30E-18  DT = 1.48E-01  TIME = 3.93E-01
 N =  34  EMAX = 7.26E-03 FOR H       AT Z = 3.85E+06 U = 1.06E-14 RHS =-7.68E-17  DT = 6.67E-01  TIME = 1.10E+00
 N =  37  EMAX = 1.60E-02 FOR NO3     AT Z = 5.00E+04 U = 4.96E-15 RHS = 7.93E-17  DT = 4.00E+00  TIME = 5.76E+00
 N =  40  EMAX = 3.66E-02 FOR NO3     AT Z = 5.00E+04 U = 5.30E-15 RHS = 1.94E-16  DT = 1.17E+01  TIME = 2.48E+01
 N =  43  EMAX = 4.36E-02 FOR N2O5    AT Z = 5.00E+04 U = 3.41E-17 RHS = 1.49E-18  DT = 2.57E+01  TIME = 7.15E+01
 N =  46  EMAX = 5.75E-02 FOR CLO     AT Z = 6.50E+05 U = 1.03E-13 RHS =-5.92E-15  DT = 4.78E+01  TIME = 1.74E+02
 N =  49  EMAX = 6.72E-02 FOR CLO     AT Z = 6.50E+05 U = 8.52E-14 RHS =-5.73E-15  DT = 6.36E+01  TIME = 3.32E+02
 N =  52  EMAX = 7.32E-02 FOR CLO     AT Z = 6.50E+05 U = 6.86E-14 RHS =-5.02E-15  DT = 8.47E+01  TIME = 5.43E+02
 N =  55  EMAX = 7.12E-02 FOR CLO     AT Z = 6.50E+05 U = 5.46E-14 RHS =-3.89E-15  DT = 1.13E+02  TIME = 8.23E+02
 N =  58  EMAX = 5.84E-02 FOR CLO     AT Z = 6.50E+05 U = 4.43E-14 RHS =-2.58E-15  DT = 1.50E+02  TIME = 1.20E+03
 N =  61  EMAX = 4.28E-02 FOR CLO     AT Z = 6.50E+05 U = 3.77E-14 RHS =-1.62E-15  DT = 2.79E+02  TIME = 1.73E+03
 N =  64  EMAX = 4.11E-02 FOR HOCL    AT Z = 7.55E+06 U = 1.98E-14 RHS = 8.14E-16  DT = 6.13E+02  TIME = 2.84E+03
 RETRY TIME STEP BECAUSE EMAX=   2.55160649667969     
 N =  67  EMAX = 3.11E+00 FOR HOCL    AT Z = 9.75E+06 U = 8.10E-24 RHS =-2.52E-23  DT = 3.58E+02  TIME = 3.85E+03
 RETRY TIME STEP BECAUSE EMAX=   3.10743622092285     
 RETRY TIME STEP BECAUSE EMAX=   3.38402896961670     
 N =  70  EMAX = 1.84E-02 FOR HOCL    AT Z = 9.75E+06 U = 7.90E-24 RHS = 1.46E-25  DT = 1.94E+02  TIME = 3.68E+03
 N =  73  EMAX = 2.14E-02 FOR HOCL    AT Z = 7.75E+06 U = 1.20E-14 RHS = 2.58E-16  DT = 6.55E+02  TIME = 4.60E+03
 N =  76  EMAX = 4.86E-02 FOR CLONO2  AT Z = 6.50E+05 U = 4.33E-13 RHS = 2.10E-14  DT = 1.66E+03  TIME = 7.52E+03
 N =  79  EMAX = 5.18E-02 FOR CLONO2  AT Z = 6.50E+05 U = 5.05E-13 RHS = 2.62E-14  DT = 2.21E+03  TIME = 1.30E+04
 N =  82  EMAX = 5.26E-02 FOR CLONO2  AT Z = 6.50E+05 U = 5.88E-13 RHS = 3.09E-14  DT = 3.48E+03  TIME = 2.13E+04
 N =  85  EMAX = 6.41E-02 FOR H2O2    AT Z = 9.95E+06 U = 1.81E-14 RHS = 1.16E-15  DT = 5.47E+03  TIME = 3.42E+04
 RETRY TIME STEP BECAUSE EMAX=  0.990074106636289     
 N =  88  EMAX = 1.50E-01 FOR HOCL    AT Z = 9.55E+06 U = 5.12E-23 RHS = 7.70E-24  DT = 2.22E+03  TIME = 3.94E+04
 RETRY TIME STEP BECAUSE EMAX=  0.305746650239948     
 RETRY TIME STEP BECAUSE EMAX=  0.305320500607210     
 N =  91  EMAX = 3.01E-01 FOR HOCL    AT Z = 9.55E+06 U = 5.89E-23 RHS =-1.78E-23  DT = 4.98E+02  TIME = 4.00E+04
 RETRY TIME STEP BECAUSE EMAX=  0.301167034920884     
 N =  94  EMAX = 6.63E-03 FOR HOCL    AT Z = 9.55E+06 U = 4.04E-23 RHS = 2.68E-25  DT = 6.48E+02  TIME = 4.03E+04
 N =  97  EMAX = 2.41E-02 FOR H2O2    AT Z = 9.95E+06 U = 2.19E-14 RHS = 5.28E-16  DT = 2.92E+03  TIME = 4.42E+04
 N = 100  EMAX = 6.33E-02 FOR H2O2    AT Z = 9.95E+06 U = 2.43E-14 RHS = 1.54E-15  DT = 5.42E+03  TIME = 5.58E+04
 N = 103  EMAX = 8.33E-02 FOR H2O2    AT Z = 9.95E+06 U = 2.98E-14 RHS = 2.48E-15  DT = 7.21E+03  TIME = 7.37E+04
 N = 106  EMAX = 1.49E-01 FOR HOCL    AT Z = 9.55E+06 U = 4.04E-23 RHS = 6.03E-24  DT = 8.73E+03  TIME = 9.76E+04
 RETRY TIME STEP BECAUSE EMAX=  0.501010634370209     
 N = 109  EMAX = 1.74E-01 FOR HOCL    AT Z = 9.45E+06 U = 1.10E-22 RHS =-1.92E-23  DT = 3.54E+03  TIME = 1.06E+05
 N = 112  EMAX = 4.90E-02 FOR H2O2    AT Z = 9.95E+06 U = 5.10E-14 RHS = 2.50E-15  DT = 7.77E+03  TIME = 1.20E+05
 N = 115  EMAX = 1.72E-01 FOR HOCL    AT Z = 9.45E+06 U = 1.09E-22 RHS =-1.88E-23  DT = 6.92E+03  TIME = 1.44E+05
 N = 118  EMAX = 3.95E-01 FOR HOCL    AT Z = 9.55E+06 U = 4.00E-23 RHS =-1.58E-23  DT = 7.29E+03  TIME = 1.68E+05
 RETRY TIME STEP BECAUSE EMAX=  0.394758742968750     
 N = 121  EMAX = 1.11E-01 FOR HOCL    AT Z = 9.45E+06 U = 8.99E-23 RHS =-1.00E-23  DT = 4.01E+03  TIME = 1.72E+05
 N = 124  EMAX = 1.39E-02 FOR H2O2    AT Z = 9.95E+06 U = 7.21E-14 RHS = 1.00E-15  DT = 9.02E+03  TIME = 1.86E+05
 N = 127  EMAX = 3.68E-02 FOR HOCL    AT Z = 9.25E+06 U = 4.80E-22 RHS = 1.77E-23  DT = 2.29E+04  TIME = 2.26E+05
 N = 130  EMAX = 3.66E-02 FOR N2O     AT Z = 9.95E+06 U = 8.07E-14 RHS = 2.96E-15  DT = 5.79E+04  TIME = 3.28E+05
 N = 133  EMAX = 9.18E-02 FOR HOCL    AT Z = 9.55E+06 U = 3.83E-23 RHS = 3.51E-24  DT = 1.08E+05  TIME = 5.59E+05
 N = 136  EMAX = 3.44E-02 FOR HOCL    AT Z = 1.75E+06 U = 8.11E-14 RHS = 2.79E-15  DT = 2.31E+05  TIME = 9.63E+05
 N = 139  EMAX = 3.68E-02 FOR HCL     AT Z = 8.50E+05 U = 2.45E-11 RHS =-9.00E-13  DT = 5.08E+05  TIME = 1.88E+06
 N = 142  EMAX = 3.72E-02 FOR HCL     AT Z = 1.05E+06 U = 2.56E-11 RHS =-9.52E-13  DT = 1.12E+06  TIME = 3.91E+06
 N = 145  EMAX = 2.85E-02 FOR HNO2    AT Z = 1.95E+06 U = 1.27E-13 RHS = 3.63E-15  DT = 2.83E+06  TIME = 8.36E+06
 N = 148  EMAX = 6.74E-02 FOR HSO     AT Z = 1.95E+06 U = 6.24E-19 RHS =-4.21E-20  DT = 3.76E+06  TIME = 1.77E+07
 N = 151  EMAX = 6.55E-02 FOR HSO     AT Z = 1.95E+06 U = 5.56E-19 RHS =-3.64E-20  DT = 5.01E+06  TIME = 3.02E+07
 N = 154  EMAX = 5.78E-02 FOR HSO     AT Z = 1.95E+06 U = 5.01E-19 RHS =-2.90E-20  DT = 9.31E+06  TIME = 5.02E+07
 N = 157  EMAX = 4.20E-02 FOR HSO     AT Z = 1.95E+06 U = 4.64E-19 RHS =-1.95E-20  DT = 2.36E+07  TIME = 8.97E+07
 N = 160  EMAX = 2.76E-02 FOR SO2     AT Z = 9.95E+06 U = 1.21E-15 RHS =-3.33E-17  DT = 6.90E+07  TIME = 1.95E+08
 N = 163  EMAX = 4.20E-03 FOR CL      AT Z = 3.85E+06 U = 6.40E-13 RHS = 2.69E-15  DT = 4.14E+08  TIME = 5.75E+08
 N = 166  EMAX = 1.78E-03 FOR HSO     AT Z = 1.95E+06 U = 4.38E-19 RHS = 7.81E-22  DT = 1.04E+11  TIME = 2.38E+10
 N = 169  EMAX = 1.78E-04 FOR H2O2    AT Z = 2.55E+06 U = 6.82E-11 RHS =-1.22E-14  DT = 1.04E+14  TIME = 1.15E+13
 N = 172  EMAX = 2.22E-04 FOR HSO     AT Z = 1.95E+06 U = 4.39E-19 RHS =-9.76E-23  DT = 1.04E+17  TIME = 1.15E+16

Information on upper boundary conditions
BOVERH= 3.612E+13 VEFF(LH)=  2.821E+00 BOVERH2= 2.597E+13 VEFF(LH2)=  2.028E+00
BOVERCH4=  1.107E+13 VEFF(LCH4)=  8.648E-01 BOVERH2O-  1.067E+13 VEFF(LH2O)=  8.333E-01
VEFF(LO2)=  4.707E-02   VEFF(LCO2)=  6.831E-03


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 6.30E-34 0.00E+00 4.84E-41 0.00E+00 1.40E-35 1.76E-04 7.35E-06 2.41E-06 8.65E-06 1.55E-05 5.40E-28
   3.50E+05 2.65E-28 0.00E+00 1.70E-33 0.00E+00 1.84E-29 1.84E-04 8.68E-06 2.95E-06 1.08E-05 1.87E-05 2.12E-22
   6.50E+05 1.13E-23 0.00E+00 5.17E-28 0.00E+00 1.92E-24 1.89E-04 8.75E-06 3.32E-06 1.22E-05 2.08E-05 8.51E-18
   9.50E+05 4.01E-20 0.00E+00 4.20E-24 0.00E+00 1.07E-20 1.93E-04 8.01E-06 3.58E-06 1.32E-05 2.22E-05 2.90E-14
   1.25E+06 1.40E-17 0.00E+00 2.12E-21 0.00E+00 4.59E-18 1.95E-04 7.37E-06 3.74E-06 1.39E-05 2.32E-05 9.92E-12
   1.55E+06 7.01E-16 0.00E+00 1.24E-19 0.00E+00 2.51E-16 1.97E-04 8.04E-06 3.86E-06 1.44E-05 2.37E-05 4.94E-10
   1.85E+06 1.12E-14 0.00E+00 2.06E-18 0.00E+00 4.05E-15 1.99E-04 9.35E-06 3.98E-06 1.49E-05 2.42E-05 7.90E-09
   2.15E+06 9.51E-14 0.00E+00 3.14E-17 0.00E+00 3.36E-14 2.01E-04 1.23E-05 4.14E-06 1.55E-05 2.45E-05 6.68E-08
   2.45E+06 5.61E-13 0.00E+00 1.11E-15 0.00E+00 2.26E-13 2.04E-04 1.84E-05 4.39E-06 1.64E-05 2.50E-05 3.78E-07
   2.75E+06 2.76E-12 0.00E+00 2.04E-14 0.00E+00 1.68E-12 2.08E-04 3.09E-05 4.84E-06 1.77E-05 2.54E-05 1.68E-06
   3.05E+06 1.13E-11 0.00E+00 1.81E-13 0.00E+00 1.11E-11 2.13E-04 5.82E-05 5.73E-06 1.96E-05 2.61E-05 6.26E-06
   3.35E+06 3.55E-11 3.64-237 9.46E-13 1.75-236 5.70E-11 2.22E-04 1.20E-04 7.55E-06 2.20E-05 2.69E-05 1.93E-05
   3.65E+06 8.18E-11 1.82-157 3.15E-12 8.73-157 2.12E-10 2.37E-04 2.50E-04 1.07E-05 2.47E-05 2.78E-05 4.63E-05
   3.95E+06 1.44E-10 4.72-107 7.25E-12 2.27-106 5.50E-10 2.69E-04 5.31E-04 1.54E-05 2.69E-05 2.87E-05 8.61E-05
   4.25E+06 2.08E-10 1.15E-74 1.29E-11 5.53E-74 1.08E-09 3.26E-04 1.05E-03 2.12E-05 2.85E-05 2.94E-05 1.29E-04
   4.55E+06 2.63E-10 1.47E-53 1.98E-11 7.07E-53 1.83E-09 3.91E-04 1.64E-03 2.67E-05 2.95E-05 2.99E-05 1.64E-04
   4.85E+06 3.07E-10 1.28E-39 2.79E-11 6.13E-39 2.87E-09 4.40E-04 2.08E-03 3.07E-05 3.00E-05 3.02E-05 1.87E-04
   5.15E+06 3.49E-10 3.51E-30 3.79E-11 1.69E-29 4.44E-09 4.71E-04 2.36E-03 3.32E-05 3.03E-05 3.04E-05 2.02E-04
   5.45E+06 3.93E-10 1.19E-23 5.09E-11 5.71E-23 7.08E-09 4.90E-04 2.53E-03 3.48E-05 3.05E-05 3.05E-05 2.11E-04
   5.75E+06 4.46E-10 4.56E-19 6.90E-11 2.19E-18 1.20E-08 5.02E-04 2.62E-03 3.57E-05 3.06E-05 3.06E-05 2.16E-04
   6.05E+06 5.13E-10 6.99E-16 9.45E-11 3.36E-15 2.12E-08 5.08E-04 2.67E-03 3.63E-05 3.06E-05 3.06E-05 2.20E-04
